Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Collision
C,0,B,38.54390675486533,3,92.98128339552846,0,B,C,0,C,86.08036217770587,1,26.619563712535843,1,C,Нет
A,0,C,71.63157079854288,2,79.97497189863446,0,A,B,1,C,36.36305201537393,3,20.315333313186745,0,A,Нет
C,1,B,16.11089469863487,2,99.05407449435262,1,C,B,1,C,15.593733390595343,4,42.562783496415655,0,D,Нет
D,0,B,1.3302457735108408,2,62.8841718639215,1,D,C,1,A,30.957878060079924,5,36.987354414502484,1,C,Нет
C,1,B,41.3885062486127,3,99.36665838730025,1,C,B,0,B,32.29428251895023,2,44.1680595273608,0,A,Нет
D,1,B,69.88332051350842,5,87.87965378701169,0,A,D,0,D,98.99932275465055,1,81.8838748156401,0,C,Нет
A,0,D,59.15192650456038,3,83.99385813748802,0,C,D,1,A,98.75567858894603,1,51.49148228983962,0,D,Нет
D,0,B,67.64521431783524,2,6.679800599146446,1,D,D,0,D,95.75354730959357,4,24.89148399687261,0,C,Нет
D,0,D,21.6648754994628,4,11.571274553104537,0,B,A,0,B,86.23531905708542,1,34.693555013098845,0,C,Нет
D,1,D,35.85244129515483,2,29.73767089179272,0,D,B,1,B,79.07526406464062,3,62.88245887270424,1,D,Нет
A,0,A,20.8999812375364,3,27.017486282227853,1,C,C,1,C,35.41238366216838,5,85.57385388143567,0,D,Нет
D,0,B,64.06931737985457,2,21.38839435175317,0,B,C,0,C,45.24674341816264,3,32.72100572742176,0,B,Нет
A,1,C,27.83090329263953,3,12.36225306230504,1,C,D,0,A,67.98798067168303,5,78.78492271819859,1,C,Нет
D,1,C,63.279049181443355,4,70.74223898466258,1,D,C,1,A,36.107051589060355,5,15.628382930889384,0,A,Нет
A,0,C,35.051011503998886,5,57.29654311768567,0,D,A,0,A,59.55371947534817,2,92.51786128405509,1,B,Нет
A,0,A,56.90922487806941,1,23.854605431445762,0,B,B,0,C,80.88002386067024,3,84.2020017551822,0,A,Нет
C,1,D,52.91432755959609,3,85.37538331644473,0,B,A,0,C,57.98639215982612,1,84.12183032024878,0,D,Нет
C,0,D,25.422311330997793,4,19.00477145985926,0,C,A,1,D,44.137084035903804,3,87.32064160678912,0,C,Нет
B,0,D,60.808264327297934,4,62.58967415119533,1,D,C,0,A,88.79267647721706,2,73.98252847102948,1,C,Нет
C,1,D,95.09109494423885,4,62.91967174294992,0,C,C,1,A,96.46643312903215,4,58.1053980460962,1,D,Нет
B,1,B,55.16844120114391,4,34.71829735269323,1,C,B,1,C,42.137301051369214,3,24.9494476944515,0,C,Нет
A,0,C,62.1651751515491,1,51.93453958749937,1,A,A,1,D,62.187480908011715,1,25.77382896780974,0,B,Нет
B,0,D,97.99140662020929,4,63.63574968748239,0,B,C,1,A,61.5848312502163,1,57.62062015225149,1,A,Нет
C,0,C,58.454803296933854,5,34.79760592225289,1,D,C,0,C,6.3256763272096395,4,98.83345547434195,0,A,Нет
A,1,C,55.25844418113586,1,33.20160489844828,1,D,A,1,A,82.57197215537664,2,90.79101082079698,0,B,Нет
B,0,A,82.56432231283509,3,0.3012676483281962,1,B,D,1,B,50.36954304320004,3,6.8504270035766535,0,C,Нет
C,1,D,74.25309835074015,4,33.33282902314326,1,A,A,0,D,92.16056328584794,1,27.682261609894866,1,A,Нет
A,0,D,78.00828686833222,5,47.885601390739055,0,A,C,1,C,43.21820648620406,4,96.23531424218326,1,D,Нет
A,0,B,82.99502781058862,4,51.414705934794114,0,D,A,0,B,89.81734503529563,2,68.34769576007787,0,D,Да
C,1,D,53.44861821801793,3,85.86513558665658,1,B,B,1,B,69.75119280991541,3,32.70062163803178,1,C,Нет
D,0,C,61.54297315056737,4,61.157817208821164,1,B,B,0,D,69.14216840311465,3,11.003680419331696,1,A,Нет
C,1,B,54.17198395579839,5,66.55742821067683,0,C,D,1,B,26.199716720170652,4,2.5183507820803808,1,B,Нет
A,0,D,85.36927327633867,1,73.95409056349249,0,B,C,0,A,39.933930933984115,1,68.92498466167491,1,C,Нет
C,1,D,49.69143687193605,1,22.099768831635526,1,D,C,0,A,60.63261745482297,1,2.350937951175025,1,C,Нет
B,1,D,10.087781869879697,4,48.73112053536386,1,A,B,1,B,6.540448434365587,5,60.939836345416424,0,A,Нет
C,1,D,42.64819701014447,5,38.47630776739083,0,B,A,0,A,55.83818984995218,2,2.8867925042595055,0,C,Нет
C,1,B,52.707061410591606,2,46.60371260194112,0,B,C,0,A,14.229387545463368,2,9.219490963362864,0,A,Нет
B,1,C,25.891574995114464,1,99.38324650006646,0,D,D,1,B,24.38133640784975,2,29.168370349670415,1,C,Нет
B,1,D,35.375967842952114,1,96.90545337908657,1,A,B,0,B,63.40733454396298,2,35.23986446549758,1,C,Нет
B,1,B,67.29536044404405,4,46.48681296292466,0,A,C,0,A,61.362484798669605,1,32.96484046717999,0,D,Нет
D,1,D,76.5372136310957,3,66.28741664846079,1,D,C,1,D,74.11987185090585,3,38.256733460305824,0,D,Да
D,0,C,8.992749073705774,4,97.47421452119842,1,A,D,1,C,77.10946005523955,2,21.97086012990962,1,B,Нет
C,0,D,76.01908240823225,1,49.104011217592216,1,C,D,0,C,22.72850837409466,2,23.975405297485707,0,B,Нет
B,0,D,94.7956565069637,5,63.04541991297447,1,C,D,1,A,67.55570846612922,2,98.4720785158176,1,B,Нет
A,0,C,9.9704448760917,1,81.06798766122765,0,A,C,0,A,96.68291396998482,1,48.89039873491434,0,D,Нет
D,1,C,9.84378046008063,3,63.379343373024,1,D,C,1,A,75.53953446158042,2,3.4473731804326557,1,A,Нет
D,0,D,97.0301954008176,1,24.559356885501458,0,D,B,1,D,8.705616772622804,2,86.51970994902636,1,C,Нет
C,1,A,42.57390613842137,2,45.71492460451347,0,C,A,0,C,7.25017102339125,4,14.406608633623064,0,C,Нет
C,1,B,42.763031587693554,2,10.430421078948838,0,B,D,1,A,15.804105168098936,3,19.40287628853461,1,A,Нет
B,1,A,36.63915188650163,3,91.88011602894767,1,B,A,0,C,5.042174995695204,2,44.56366798918735,0,D,Нет
D,0,C,86.24705823115039,5,4.7398426193849925,0,C,B,0,C,42.01298102550931,4,75.26449168318481,0,C,Да
B,0,D,74.69732267930628,2,99.89006691541876,0,C,D,1,D,17.153293035549666,4,78.28335052829016,0,D,Нет
C,1,A,42.3086305337913,2,30.360284379516177,0,A,A,1,A,54.11576692425149,1,71.01149063472762,1,C,Нет
C,0,A,62.728374402973884,3,42.95717784076003,0,B,D,1,D,77.74766917906373,3,69.78924938452596,0,A,Нет
D,0,A,90.72498588885874,1,34.62877953860527,1,A,D,1,D,81.3969542900816,2,6.556167744890063,1,D,Нет
A,0,C,77.56116893390057,2,18.802858771857245,1,A,C,0,C,49.178789170400336,2,48.18478101125616,1,A,Да
D,1,A,92.06485547440808,2,73.23617959513152,1,D,A,0,D,19.57358555781614,1,45.54404145664146,0,D,Нет
C,0,B,58.72533051834934,5,7.490626581319404,1,D,D,1,D,82.99458183076288,2,80.77222352932158,0,B,Нет
A,1,B,94.76467465083631,2,80.15490182846379,0,A,C,0,A,69.25728084443766,5,96.77097409791494,1,C,Нет
C,0,B,28.675278554256888,2,55.33910789340767,0,D,B,0,C,45.609848857618054,2,42.00538760163612,0,D,Да
D,1,C,49.34224294885943,2,97.9588547660854,1,A,D,1,D,37.66690162019547,2,93.28194668949249,1,A,Да
A,1,B,34.08608625646632,2,95.30335610010529,1,D,C,1,B,15.790827194157607,1,9.60867271739424,0,A,Нет
C,1,D,50.590475562448766,1,44.071731239412756,1,B,A,1,B,37.09647644904508,4,6.953110132106611,1,B,Нет
C,0,B,25.442213632500742,4,17.48658742785877,0,C,D,1,C,93.95443110272373,2,23.924091437484208,1,C,Нет
A,1,C,23.91837469599278,4,14.772961655842366,0,A,D,1,D,37.38364653327434,5,41.89846710242195,1,C,Нет
B,0,B,99.95436284870343,4,15.85355484032177,0,D,A,0,C,21.038238685835044,2,32.03417007266582,0,C,Нет
A,1,B,56.52792756321148,1,63.64387270343344,1,C,D,1,A,86.63053631355352,2,62.41483770956787,1,C,Нет
D,1,A,16.87317495488607,1,33.82007427726275,1,D,D,0,C,97.15556160387902,2,13.435644773751843,0,D,Нет
C,0,A,32.07635498491389,1,31.40458545877738,0,A,D,0,B,46.463970401264376,3,4.285508326064824,0,C,Нет
A,1,D,48.619976156444324,3,1.3326518928051034,0,B,D,1,B,72.64887344353842,4,56.594452901659984,1,C,Нет
C,0,C,77.00398310674605,1,6.885914945454563,0,B,B,0,D,85.0700781829865,2,79.15404965644984,0,B,Нет
D,0,C,45.81470469676614,1,70.85063042369703,1,A,B,0,B,20.698403750991123,4,48.23436795803039,0,D,Нет
A,0,D,15.373655703973244,4,39.85485197716392,1,A,C,1,A,32.754155063360415,1,32.81483412408712,1,C,Нет
B,1,D,72.56507829218955,3,27.90871923437307,1,B,B,1,B,34.36619425004513,5,76.56238680157894,0,B,Нет
B,0,C,83.17048174885123,5,66.83040995414648,1,B,C,1,C,78.33261118127571,2,97.37986566789772,1,D,Нет
D,0,D,50.87533199165449,5,8.864882531260953,0,D,A,1,C,33.505056462089875,2,24.837701972580394,0,C,Нет
C,1,D,76.6117644399458,2,26.23012229266538,0,D,C,0,C,88.92293445491866,2,78.66590774284008,1,A,Нет
B,0,D,15.619283736793466,5,93.33870632009888,1,C,A,0,B,4.10451164603336,5,66.96089589154568,1,B,Нет
D,1,B,78.71900135505349,1,21.608392593003046,0,B,A,1,A,47.47339192430928,1,32.7182569795196,1,D,Нет
A,0,D,21.24711193166693,3,82.73808252313378,0,C,D,1,B,11.946740110485553,3,23.987394263749053,0,B,Нет
D,1,A,62.19939328803348,2,85.86966182863227,1,C,C,1,C,96.1281674451319,1,87.99692131208376,1,C,Нет
B,1,C,57.40724716515611,1,76.4721089618007,0,D,A,1,A,17.489282647113058,1,58.02823870112452,1,B,Нет
C,0,D,47.47070223668031,3,67.39143807009941,1,D,C,0,C,1.0066273381804436,3,25.68088917744077,0,D,Да
D,0,A,29.472508520136476,3,84.27191223921753,0,D,B,1,D,4.726386337847776,1,99.65486986563232,1,D,Нет
D,1,C,54.02872054277855,1,63.83914178881416,1,B,A,0,A,55.26039162692062,3,51.696760173274036,1,C,Нет
C,1,D,55.17854081515318,5,69.87067377580078,1,A,A,0,D,43.04214232797887,3,68.15017251586531,1,B,Нет
D,0,D,92.9914391077821,3,1.3356132535326304,1,C,C,1,B,39.820144207506104,3,41.18038372187901,1,B,Нет
C,0,C,75.17963354670206,1,65.12286398646224,0,D,C,0,A,3.3283936577527373,5,14.613391396683273,0,A,Нет
A,1,C,58.71687915940439,3,42.3733384656411,1,D,A,1,D,98.61510374444823,4,87.19230793839864,1,D,Да
A,0,A,16.81166749784507,3,52.289754863515235,1,A,C,1,B,24.961953367117385,4,20.802525455690578,1,A,Нет
D,0,C,13.045945056351037,5,96.48962343515727,1,C,B,0,D,97.05957815814324,2,78.79662670646607,0,C,Нет
C,0,D,28.52577695078192,5,41.19815521214986,0,C,A,1,D,84.83270279490279,4,43.325339922120875,0,B,Нет
B,0,C,37.538281614773894,5,81.948272134839,1,A,D,0,A,99.98476595819398,2,47.2696815582753,1,A,Нет
D,0,B,30.998449123122107,4,50.800222792063096,0,D,D,1,D,18.625137608401175,2,4.128269709787091,1,C,Нет
B,1,A,20.284868139600764,5,10.219450560184484,0,B,D,1,C,95.62058905489829,3,96.46488235554547,0,D,Нет
A,0,A,83.46759817686514,2,79.30756860999297,1,D,B,0,D,78.6649706628408,1,44.19712942742004,1,B,Нет
B,0,B,95.90932385096582,2,13.985255571790612,1,C,C,0,D,31.342899016317517,5,57.332721136901476,1,A,Нет
A,1,C,15.664926533185008,3,51.60401979506476,1,A,B,0,D,17.809757955113337,3,24.144972369811736,1,C,Нет
D,1,C,49.39467892181243,5,40.4954124566512,1,A,D,1,A,20.346359569623328,5,94.51066037409824,1,B,Да
B,1,C,57.60951472371918,5,4.767893082383489,1,B,A,0,C,46.6225622276996,4,11.277098222756576,1,C,Нет
A,1,C,73.84001636496711,4,13.520064816269572,1,C,C,0,D,21.96731286728779,5,2.5130080413428013,0,D,Нет
D,1,C,88.22409841430657,1,11.669921631676406,0,A,C,1,C,48.46174773243873,4,4.425795794770293,1,D,Нет
D,1,D,65.436802232057,5,29.012168681780505,0,D,C,0,D,86.01736710325443,2,46.977721192255636,0,D,Нет
C,0,A,65.82073465098071,5,2.039798258508063,0,C,B,0,C,53.88315758475674,3,14.350534520121583,0,A,Нет
A,1,C,69.10054566996975,3,54.93102220674412,0,D,D,1,B,33.968418384291134,3,42.76743194208235,0,C,Нет
C,1,C,62.14037500455484,2,90.9074187009492,1,D,A,1,A,24.162430007710356,4,60.010001427111156,1,B,Нет
B,1,A,60.5584631965526,4,1.1880803348047642,1,C,B,0,D,58.00093586767209,2,86.81652139991856,1,C,Нет
B,1,D,4.488939736833375,4,77.57686140776252,1,C,D,0,B,79.31647699242056,5,74.41897042781808,1,C,Нет
C,0,D,16.238973354209495,2,78.25616999066226,0,A,D,0,C,65.6595977576369,3,75.1944841548452,0,B,Нет
B,1,C,1.7212915490205205,1,13.11271618421106,1,D,A,1,B,93.54928012148362,1,35.360435401769955,0,C,Нет
C,1,D,83.05019409197278,3,28.51100277307552,0,A,D,0,B,45.71107059071969,5,3.2791645226955213,0,B,Нет
C,1,C,18.703180031633547,3,76.00730384310611,1,B,D,1,C,50.73160054266522,5,1.7712558872688855,1,B,Да
A,1,D,39.54754566372707,2,2.791262248454218,1,B,A,1,D,66.51736860703214,2,50.02604691283422,1,C,Да
A,1,C,11.666685616911687,1,45.876518306910604,1,B,A,0,B,34.22143242225968,3,5.678134497569864,0,C,Нет
D,0,A,44.775092363396155,4,30.27286532210397,1,B,A,1,C,61.33367237320911,3,7.657062266206093,1,A,Нет
C,1,B,32.35532362747718,2,64.51815481095772,0,D,A,1,B,28.63177955926962,3,17.831530316896714,0,C,Нет
D,0,D,82.46889552795507,4,40.666131409062686,1,B,B,1,A,38.21131840806831,4,5.446428517047519,0,C,Нет
D,0,C,75.29781319190943,1,11.736279128229155,1,D,C,1,A,99.391869683402,1,43.332903922374356,0,D,Нет
D,0,C,30.663914973946838,1,58.26509226385803,1,B,A,0,C,36.2344881783426,1,49.27729688512991,1,A,Да
D,0,D,50.636887074427925,4,93.02930864527124,0,B,A,1,C,29.44013910347826,1,83.43686475238549,0,B,Нет
C,1,D,52.978106665553724,4,27.13896951971042,1,C,C,1,D,75.44446351142854,2,73.13182391856708,0,A,Нет
A,0,A,93.44552973946499,3,9.391740573340691,0,D,C,1,B,24.286314476209682,3,96.57769776892768,1,B,Нет
A,0,A,25.794327204643373,2,63.991642664748106,0,A,B,0,D,54.25966391020777,5,50.61199771179955,1,C,Нет
C,0,C,82.8052186025271,2,22.716529708379884,0,D,A,1,B,87.15454758982851,2,51.00293930410125,0,D,Нет
B,1,C,63.111756447448165,5,41.01324965471102,0,A,D,1,C,85.12764928052707,3,12.030046906789238,0,C,Нет
A,0,D,84.44752282182331,4,23.026357523992168,1,A,D,1,D,9.92639294111478,5,1.6036975466201975,1,C,Нет
A,1,C,52.95801132766279,1,14.612723634227464,0,B,B,1,B,79.59267274261096,4,36.914829266738444,0,C,Нет
D,0,A,67.75324421723103,1,92.23904644884003,1,D,C,0,C,90.34561596176863,3,7.284151478959089,1,D,Нет
A,1,A,94.68853613303774,5,61.962806671647144,0,A,C,1,A,65.22531885836028,5,16.440032415409846,0,A,Да
D,1,B,69.60163748834644,5,39.53830153472428,1,A,D,0,A,57.56687918940232,2,53.36248941453366,1,D,Нет
C,0,C,24.98634601552586,5,5.354699340901037,1,C,B,1,B,86.32688945982274,1,20.460597185632157,1,B,Нет
B,1,D,74.59640019942265,3,47.46404883336701,0,A,B,1,D,23.041923564603884,3,20.614364212262416,0,A,Да
C,0,A,32.87885256174636,5,65.12312458142718,1,B,C,0,C,95.63192854199613,2,97.96911264690117,1,C,Нет
B,1,B,12.022912653053163,4,46.561567224602825,0,B,C,1,A,92.53771716335949,2,41.79065890353003,0,A,Нет
D,0,C,36.34198905082325,1,0.8477289469786764,0,D,B,1,A,66.97549873404995,5,50.66665219622683,0,D,Нет
B,0,C,39.438340338020296,3,65.46592855654096,1,B,B,1,B,88.04308316096694,1,51.610537754265195,0,C,Нет
D,0,C,91.94483100832252,3,0.8195454209990682,0,A,A,0,A,40.69918920415125,3,75.00559180260682,0,B,Нет
A,0,A,94.37829033611624,3,78.57635794021586,0,B,A,1,A,20.004611063279544,4,75.46596377392328,1,B,Нет
C,1,D,1.430089355796138,1,10.373496086949242,1,B,B,1,D,61.082293992744276,2,87.62098702316449,1,C,Нет
C,0,B,79.44810026839264,3,17.069983164168434,1,C,B,1,A,93.94307766725244,5,29.58184621186636,0,B,Нет
C,0,B,50.13140400624223,3,83.26300731668057,0,A,C,0,A,57.78857278744649,4,53.17840651143435,0,B,Нет
A,1,C,60.41391418429078,3,73.44355577584464,0,D,A,1,A,6.400599320802991,1,74.6676158688923,1,D,Нет
B,0,A,53.49825569872706,4,77.86578177453552,1,C,B,0,C,62.30404805805069,2,88.26706679026864,1,C,Да
A,1,D,43.91633982142798,1,64.71495889759298,0,A,D,0,B,37.37013518866596,3,93.56463247224876,1,C,Нет
C,1,A,92.4378849799342,3,92.65158733848698,1,B,A,0,C,90.06336861652174,2,36.2600135536788,0,D,Нет
A,1,A,94.60196017801626,4,65.85490431936468,1,B,A,0,D,87.75822214240988,5,22.915733745895807,0,C,Нет
D,1,B,92.61949501875758,4,56.164684887785214,0,D,A,0,C,81.00072436970022,2,53.57817931823226,1,A,Нет
C,1,C,10.769939190839505,3,53.04088116215877,0,A,A,0,C,93.30126658774437,4,10.505641790126031,0,D,Нет
C,1,D,9.166404312287735,4,91.12865571852002,0,C,B,0,C,97.68456833600149,2,8.334886038644473,0,C,Нет
D,0,D,25.066678623409146,3,80.14049646273722,0,B,A,1,B,35.35437859505321,1,48.90060246020192,1,D,Нет
D,1,A,80.88584069543771,4,63.35198327513727,0,A,B,1,C,21.853252301944902,5,12.796626355013263,0,C,Нет
C,1,C,35.31679738711934,2,68.93798307197765,0,A,C,0,D,60.73892935876223,4,71.19256099161097,0,C,Нет
B,0,B,61.368910649842746,5,87.6161127059968,1,D,A,0,B,58.39307464050849,2,66.13339548373341,1,C,Нет
A,1,D,52.53587531459113,1,7.673747950380838,1,D,D,1,A,92.56317206681506,2,91.81371359087774,0,C,Нет
D,1,C,5.272237114839973,2,99.64993986281098,0,C,C,0,C,9.405786765695956,3,42.48058971947546,1,D,Нет
B,0,D,28.279355697757136,4,65.6057826734666,0,D,B,0,B,36.77032578778028,5,97.82983092498588,1,C,Нет
A,1,D,63.30184280088961,2,74.3849101074529,1,C,C,0,D,68.00145222015102,1,62.90835450748049,1,B,Нет
B,1,D,66.90761466330139,1,73.64489643984423,0,B,B,1,A,67.89379646586917,5,21.618482786229308,0,D,Нет
B,0,C,44.34998209065324,1,78.01913018518873,0,B,A,0,C,12.4640471543501,4,26.509992744541442,0,B,Да
B,1,D,12.013172228355785,4,70.60077317810945,0,D,C,0,B,65.19390262885723,4,62.297228679579966,1,A,Нет
B,0,C,27.54052132810819,3,33.24900277275985,0,A,A,0,A,69.8114176270748,2,6.3100993534803145,1,D,Нет
B,1,B,54.069250255151324,5,41.950691680826004,1,D,C,0,C,78.97371781474256,4,74.0781823953409,0,B,Нет
B,1,C,75.39801654716112,1,41.95640653385273,0,D,D,0,A,37.671779077670585,2,8.688505299699855,1,D,Нет
D,1,D,37.45283733700027,5,77.82699911208168,0,C,B,0,B,83.1554353632581,1,4.9074402298227575,1,B,Нет
D,0,A,58.47717279653305,4,2.3941530699530644,1,B,C,1,D,18.598922723131928,4,22.5450957637093,0,B,Нет
B,1,B,64.37278257852157,4,46.37968296163716,1,B,B,0,C,33.16540639704596,5,80.81587350706711,0,A,Нет
B,0,B,56.67175275566942,3,10.240752011913868,0,D,D,1,D,74.24183322659816,3,75.53169265696305,0,A,Нет
B,0,C,39.31222317933759,2,99.22014690248531,0,A,C,0,D,42.75441988066891,5,0.4026847185570892,1,A,Нет
C,0,A,78.00272504154412,2,36.40059370250414,1,C,A,1,C,90.44101385823434,1,77.35260266044125,1,D,Нет
A,0,C,11.147548910656202,2,56.14886053825883,0,C,B,1,B,64.63748325704351,2,95.65603103555637,0,C,Нет
B,0,A,78.98232080043786,1,25.6778557172737,1,A,A,1,A,22.84477229486829,1,15.262703110843312,0,C,Нет
C,1,C,68.97979100998799,4,54.7375269182198,0,B,D,0,B,47.02205688820143,5,97.63999685610231,0,B,Нет
D,1,A,20.83066279128747,2,98.72200479043768,0,B,A,0,B,58.71208229938921,4,29.49658768029141,1,A,Нет
A,1,C,60.305267370958134,5,67.09826682015957,1,A,A,0,D,22.845753822047353,5,53.36156939974336,0,A,Нет
D,0,A,60.44751027373149,1,61.92104982708499,1,C,B,0,B,67.10348028170809,2,94.67397810792075,1,D,Нет
D,1,C,88.60746869071204,5,83.08734621483028,1,C,D,1,A,16.38553259700293,3,98.14489234730429,1,C,Да
C,1,A,21.03003946565474,2,90.51222059223531,0,A,C,0,C,30.60856287335456,1,75.2088642592457,0,C,Нет
B,0,D,22.557909232898677,2,43.36496643321439,0,A,D,0,C,98.65889749197875,3,25.350688107069065,0,D,Нет
A,0,A,62.39406582554059,1,0.30267497740457117,1,A,C,0,A,46.18104227501093,1,40.0817712458251,1,C,Да
D,1,A,14.415945516850782,4,46.22244757573465,1,A,C,0,A,10.683925215350843,5,91.69016757142955,1,B,Нет
B,0,C,80.28987813851005,5,23.09331166066112,1,B,C,1,A,68.87507317106707,4,38.19899929776124,0,D,Нет
A,1,B,95.43986452646334,2,68.8701822875885,1,A,C,1,C,61.31945757148443,1,28.066489061036282,0,D,Нет
B,1,A,7.290633022737925,4,27.387322020859884,1,D,C,1,C,19.374026128537704,2,97.77670035297643,1,A,Нет
C,0,A,95.16779115979833,3,11.865280073940044,0,B,C,1,D,50.89890700835782,5,52.88506796295841,1,A,Нет
D,1,C,67.59688215580631,2,82.58706131415849,0,B,A,1,D,76.03157423384083,4,62.85466324243805,0,A,Нет
C,1,D,46.40711070330232,5,25.749735740974234,0,B,D,0,D,59.879282697221626,4,2.288150202197614,0,D,Нет
D,0,C,51.246914993532386,4,78.82408728032452,1,B,B,1,A,18.104704448050256,2,51.314463524141786,0,D,Нет
D,0,B,32.32233791206105,3,70.22565337422944,0,C,D,0,A,64.68057776080254,1,75.07337972812078,0,C,Да
A,0,C,21.61761236972254,3,35.301191369619445,0,C,B,0,C,42.32522600528406,5,59.719600075863035,1,C,Нет
C,0,C,28.33528271969078,3,62.21085377664046,1,D,A,0,B,37.122804026094144,3,59.78357912450741,0,A,Нет
D,0,D,58.54792383616554,1,18.59815837800596,0,A,C,0,C,82.34814472037625,2,88.08635975124871,1,B,Нет
A,1,B,18.56607644302255,1,75.37321830900979,1,A,B,1,D,12.723719236336484,3,61.04455360608342,0,A,Нет
B,0,D,53.93991547783513,4,76.0547747752521,0,A,B,1,D,68.33397080767926,2,16.937790049232515,0,B,Нет
A,0,A,43.82962492818113,2,1.0735716368110437,1,A,C,0,C,54.30469545904714,5,23.245587138425037,0,B,Нет
B,1,D,71.84167161071412,1,25.83677706793399,0,D,B,1,B,16.691582182798548,1,85.85992905329577,1,D,Да
A,1,B,16.774869731098118,2,22.373230281957756,0,A,A,0,A,92.44998216782813,5,92.61730858946572,0,D,Нет
A,1,D,0.7427014908822582,4,24.92694809309186,0,C,D,0,C,24.490495504968735,5,45.54293272810806,1,C,Нет
D,0,B,18.029064635227844,3,77.18672060912937,0,A,A,0,D,77.1076207268649,4,66.8779836677671,1,B,Нет
C,1,A,32.5807559455029,4,40.08666966323688,0,A,D,1,D,4.302616196445507,3,32.05801747032976,0,A,Нет
D,0,D,51.69067620432302,1,74.11296843093291,1,C,C,0,B,26.719648702486353,3,73.77825596235144,0,D,Нет
C,1,D,62.95506275257646,2,13.580872229783713,1,D,B,1,A,4.84991875560481,3,11.981332973290016,1,C,Нет
