Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Collision
1,29.183150793975578,B,1,4,72.9993541133166,B,0,Нет
4,52.95496509664579,D,1,3,12.531174751639284,C,0,Нет
3,34.841622670881875,B,0,3,20.11257456168829,B,0,Да
2,39.54906834281617,D,1,5,53.12251084467066,B,0,Нет
1,26.4731910152185,D,0,2,5.0724277867248535,B,1,Нет
2,95.24840230948985,B,1,5,31.773812827749992,D,1,Нет
1,60.403987680140546,C,0,5,59.77277696605135,C,1,Нет
4,75.19531526923792,C,1,3,32.01263945603303,C,0,Нет
5,53.307821295027345,B,0,3,56.28715983228925,C,1,Нет
2,66.57727359497079,A,0,4,81.74744372923307,C,0,Нет
3,81.63441888089984,A,0,2,90.72641794132785,A,1,Нет
2,0.3369423394778748,A,1,1,90.74279798734733,B,1,Нет
5,81.51269529078475,A,0,4,35.394558371003214,D,1,Нет
4,80.60134320309788,B,1,5,35.49753087277717,D,0,Нет
1,72.15783274983703,D,0,4,17.932235580822066,C,0,Нет
1,47.11936088437132,D,1,4,23.454582136798297,C,0,Нет
2,61.24094501302244,D,0,3,10.137591814628443,A,1,Нет
3,19.3350491326593,D,1,1,72.08296444649716,D,0,Нет
4,82.58181339399415,B,1,1,80.49837320347605,D,1,Нет
2,92.2420204289443,A,1,4,28.602591384814545,A,0,Нет
3,91.17397889867348,D,1,5,63.95236197683488,C,0,Нет
3,42.614316867583554,C,1,1,37.797749695879666,C,0,Нет
3,92.59078144281463,D,1,2,49.06036614020376,B,1,Нет
5,41.02244730129342,B,1,3,58.04042520271323,C,0,Нет
1,99.08956750106054,C,0,1,96.90874699468782,A,0,Да
2,59.32383430961412,A,1,3,95.51758212042908,C,0,Нет
2,98.89674073353437,C,1,3,59.60877795525485,C,1,Да
5,95.23400548061531,A,0,5,19.709028628192392,B,1,Нет
4,26.245336622305405,C,1,5,90.63458724066345,D,1,Нет
2,54.367297267582934,A,1,5,10.330749733154088,A,1,Да
2,63.240359603411,D,0,2,79.76170577409181,B,1,Нет
1,62.5904150143006,C,1,1,38.714747843397305,B,1,Да
5,5.76702654984963,D,1,3,71.18334231835365,C,1,Нет
2,31.466105986215563,A,0,4,60.000534725845945,A,0,Да
2,24.612521070692583,D,1,4,23.93395399249465,A,1,Нет
5,22.48898695830516,D,1,5,54.92460453362672,A,1,Да
2,23.33284962675236,C,0,5,48.94904779031959,A,1,Нет
3,14.672245693719322,B,0,4,22.81606398209034,A,1,Нет
2,61.715333744419546,D,1,3,90.50693705583895,C,0,Нет
5,85.82508016766104,A,1,1,63.15685560712533,C,0,Нет
3,98.03001780495269,C,0,1,90.17269942134833,A,1,Нет
2,61.234790938343764,D,1,4,20.162702256998376,D,0,Нет
3,77.12686737439628,B,1,3,96.89106156407878,C,1,Да
2,88.2707641984817,A,0,4,61.116463791418006,B,0,Нет
3,86.99854164394468,B,0,4,32.585103718016775,C,0,Нет
3,45.652270697924415,D,1,4,33.1301374059355,C,1,Нет
2,14.754796427107685,C,1,5,97.69000980354927,B,1,Нет
5,97.79599914024473,B,0,4,68.62244009628682,D,1,Нет
2,57.53910397159423,B,1,1,72.0538341718696,D,1,Нет
1,50.06097327936839,A,0,2,55.675597011363564,D,1,Нет
3,72.51126391222454,D,0,5,11.747361998118244,B,1,Нет
5,92.86812770168315,A,0,3,22.98770819424861,A,0,Да
4,23.895769039484094,A,0,1,79.401110084924,A,1,Нет
5,77.6609007410617,C,1,4,84.93069570813799,C,1,Да
3,39.02392976806468,A,1,1,18.863712269456588,D,0,Нет
3,77.52597932881406,C,1,2,91.28122403736305,A,1,Нет
5,32.45227093420342,B,1,2,47.182285082282995,A,1,Нет
5,97.16714075820458,C,0,1,22.76846122557432,B,0,Нет
1,99.81772341502551,B,1,3,26.73782292107505,D,0,Нет
5,20.62292781692139,C,1,5,58.71973639548729,B,1,Да
1,89.34544072933622,B,0,3,3.3917128423701315,D,1,Нет
2,55.529510267791906,C,1,5,42.359796522977554,A,0,Нет
5,55.79692987676279,C,0,2,19.20743420434434,D,0,Нет
2,26.33070638197994,A,1,2,50.465937833384004,C,1,Да
5,25.143060330448453,B,0,3,38.178442616317156,C,0,Нет
4,34.19069696238479,A,1,1,53.159293220768234,B,1,Нет
1,26.1457531479362,A,1,3,43.917359426361635,A,0,Нет
4,50.68601094653591,B,0,2,68.10750509513458,C,1,Нет
1,77.35815251807131,B,0,4,25.347879146555563,D,0,Нет
4,18.916803255612802,C,1,5,52.523045886933915,A,1,Нет
3,10.74697409083858,B,0,5,4.272770196070342,A,1,Нет
1,71.2299279008453,D,1,1,22.537389207497192,A,0,Нет
4,92.00250274062627,B,1,2,25.59809783000022,C,1,Нет
3,35.60563839669199,C,0,4,87.68179338847305,C,0,Да
2,13.4065773251126,B,1,2,86.00453480702485,A,1,Да
5,84.55712697888632,A,1,5,37.11849074875301,C,1,Да
5,58.01874266389999,C,1,1,72.83810441299696,A,1,Нет
4,87.53478078611572,D,0,3,49.00562154024284,C,0,Нет
5,32.532838192490885,B,0,3,5.285169137160384,A,0,Нет
5,49.99488204329305,B,0,1,71.45971721209482,C,0,Нет
4,31.186342776917186,B,1,1,45.98458590296713,B,0,Нет
1,41.68413163909952,C,1,3,48.82991567620222,D,0,Нет
1,66.28159699136255,D,1,1,2.845138634616784,D,0,Да
2,1.657708152751336,A,1,2,83.9502135772015,D,1,Да
1,69.5347758054331,B,1,5,51.45296173363818,D,1,Нет
2,39.17367575627875,D,1,4,69.82581619001678,D,1,Да
2,35.23873047189829,B,1,4,33.28111208283725,C,0,Нет
1,96.76357060365343,A,0,4,25.17448912203499,D,1,Нет
2,74.55935905996938,C,1,1,73.92453685414486,C,1,Да
2,1.317790363701321,B,0,1,76.62233427898764,B,0,Да
3,22.18764475342606,D,1,5,28.25217005027174,C,0,Нет
5,71.28819368993885,D,1,5,85.28389018300764,D,1,Да
3,1.95575993883641,C,0,4,90.85660547287179,D,1,Нет
4,38.45730249703346,A,1,2,64.83428317619901,C,0,Нет
3,81.2157647675362,D,0,4,27.89059261192569,A,0,Нет
5,29.355229891078828,B,1,2,79.33298321266608,B,1,Да
3,61.53355595188991,A,0,4,43.69704563701414,C,1,Нет
2,68.91006083865233,A,0,2,77.12704028163762,C,0,Да
5,89.26206992606348,D,1,5,20.075135981679658,D,0,Да
5,38.44356166548906,C,1,3,94.41546060563347,C,0,Нет
2,28.50033099361051,D,1,3,50.72478419666864,B,0,Нет
1,16.518496008727613,A,0,3,19.130066569580272,B,1,Нет
3,80.11545901994447,D,0,4,12.94032741815977,D,0,Да
1,75.33827669090753,A,1,2,85.60673149605442,A,0,Нет
4,69.18792570032942,C,1,5,13.964448534887685,A,0,Нет
1,76.32099160407088,D,1,2,62.750456999666625,A,1,Нет
1,86.07782355292235,C,1,3,2.9736572924443205,B,0,Нет
2,34.1655359051646,D,1,5,86.09995255936497,C,0,Нет
4,41.79840155010544,A,1,4,5.4435850180421745,D,0,Нет
4,91.57048654179899,D,1,4,85.09333440294884,B,0,Нет
5,21.684022290390182,D,1,2,99.83548420106581,D,1,Да
2,0.8076417117740431,D,0,5,10.140882635672844,D,0,Да
2,55.12654654763575,A,0,2,37.71141187487148,B,1,Нет
3,55.2092479595342,A,0,2,4.112427846674372,C,1,Нет
1,15.01774087589306,D,0,5,56.57645601521302,B,0,Нет
3,93.17118339498022,A,1,4,43.32618708911264,D,0,Нет
5,99.37402363837903,D,0,4,7.993183524109404,D,0,Да
5,58.58015407956526,C,0,4,82.7761739512415,C,1,Нет
1,96.63508684646548,B,1,1,75.65774052901534,D,1,Да
4,5.5333103449159315,B,0,1,47.640242489150545,B,1,Нет
2,20.671022792611225,D,0,3,48.08384041246491,B,0,Нет
3,59.50833058511673,A,0,3,29.67591982200891,A,0,Да
2,87.43732013089488,C,1,4,40.44317660576474,C,1,Да
4,75.24831022747281,C,1,2,95.49099023449229,C,0,Нет
2,43.71210795434703,C,0,2,3.251605934437063,B,0,Да
5,17.721303459912775,A,0,1,0.925293990041165,B,1,Нет
1,65.24152571585773,D,1,5,8.468794788875101,A,1,Нет
1,49.89132485690101,D,0,1,15.807154018298618,D,0,Да
2,69.18789923020961,C,1,4,5.0854703749842685,C,1,Да
5,50.597032582085276,B,0,4,13.2149825720834,A,0,Нет
1,27.99113177385849,A,1,5,3.294128924516815,B,1,Нет
4,82.94787724332122,A,1,5,44.34724693749502,C,0,Нет
4,40.22717410689045,A,1,2,58.66577089838956,D,0,Нет
5,23.475204865663844,C,0,1,56.539726903116275,C,0,Да
1,85.57091941730792,D,0,4,50.16450669538798,B,1,Нет
1,60.57497291097589,D,0,1,84.73816592132076,A,1,Нет
2,1.9662194455733584,A,0,5,15.745382299082856,A,0,Да
4,31.21065667684312,C,0,4,46.62183687859658,D,0,Да
1,67.86230475623472,B,0,4,22.608710724477277,A,0,Нет
1,10.519422818848456,C,1,2,27.33173527316395,A,1,Нет
3,69.82302894870541,B,1,1,37.5891795519668,D,1,Нет
3,39.11955934044159,A,0,1,54.09502904218107,C,0,Нет
2,12.765081565207314,B,1,3,9.584600564518475,C,1,Нет
1,70.73096780693935,C,0,3,37.17538801160294,C,1,Нет
2,71.29459029643836,D,0,1,94.09655097471294,D,1,Нет
1,27.038186015091604,A,1,5,10.139536595891096,D,1,Нет
1,11.713504311603117,A,0,3,76.15141015809668,A,1,Нет
3,2.047905399440564,D,1,2,50.33313622650674,B,0,Нет
3,67.9898300938521,B,0,5,85.76975210100505,C,0,Нет
1,85.37026171045865,A,1,1,33.245957408433334,B,0,Нет
3,91.18408214721318,C,0,2,37.890340708209166,B,1,Нет
4,20.701477968351924,D,0,5,24.19558426963402,C,1,Нет
3,14.361267781756515,C,0,4,69.12317467720952,B,1,Нет
1,54.97368092150284,C,0,1,35.13608746969135,D,0,Да
