Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Collision
1,28.136188301851373,4,B,C,4,15.120293470010882,D,A,67.1334068552761,0,33.922276026634854,5,C,A,3,19.805667041365503,D,A,39.48761748942643,Нет
0,84.73122577438693,3,D,B,1,22.490754399406086,A,A,96.70845441589282,1,24.219136606179504,2,D,B,5,56.252211475145394,D,A,47.30628981492699,Нет
0,20.9362505564019,1,D,C,5,0.47367151160400134,C,D,62.924015185726766,0,80.97065267565462,1,A,B,1,63.972930533389814,C,C,37.45308434498982,Нет
1,89.49422790590182,5,C,B,5,10.992813902908061,D,C,71.5848741328149,0,49.043212907397496,5,B,C,5,48.318935977863774,C,B,33.48144275199393,Нет
0,95.3820953317087,5,B,D,1,54.316665251841435,B,D,28.51924715607358,0,14.667458423291324,5,D,B,4,3.2144360259790727,B,D,2.030442984032721,Нет
1,75.82174992665993,1,C,C,2,83.30018046362048,B,A,49.601521152334605,1,83.97651920988444,5,A,C,4,10.608461275401392,D,A,34.377916891328944,Нет
1,12.61643429440239,5,A,C,4,93.8921513530023,A,A,23.74753665291205,0,30.65346227595428,4,C,B,1,65.37014359629238,C,D,85.5712716057806,Нет
0,25.159952309344767,2,A,B,1,19.509786503408044,A,B,89.67601011285336,0,9.83478072076478,3,A,B,4,47.40523420758331,D,C,65.35430581095571,Нет
1,93.5706055700724,2,C,B,2,82.08274960292339,D,B,96.98297306204549,1,97.70050614285168,4,A,C,3,43.56572173172466,D,C,3.058397060394702,Нет
0,60.417044423056765,4,D,C,2,7.387496636677859,C,B,70.50746718167382,0,77.92016727616003,1,D,B,1,83.6149254806515,A,B,16.97322287676297,Нет
0,19.842765335206348,3,A,B,1,33.403937328626164,C,C,80.12458941085742,1,75.03786635936038,4,A,D,5,14.77135507121945,B,A,15.33968516040577,Нет
0,71.3147428049989,5,C,C,1,2.811461006068272,C,B,9.676418710449465,1,44.80058386491203,1,B,C,2,26.136865356152374,C,A,26.034914162322785,Нет
1,8.000391865511036,4,B,D,5,11.742173252863674,A,D,98.70178507135722,0,68.92764155998215,5,A,B,3,58.44345396557642,C,A,67.58660035994602,Нет
1,98.0612084104651,4,C,B,1,83.46950988736937,B,D,39.77145860255581,0,73.54363978289035,1,A,D,2,57.16998297776292,A,A,67.07849430661791,Нет
1,39.031242177845435,5,D,C,2,9.711335939172116,A,B,14.149186919858003,1,58.899460000702355,1,C,A,3,88.12472190170278,C,A,5.74259766865376,Нет
1,43.24582134977331,3,C,A,5,35.81456929901803,B,D,71.23335876050857,1,73.91743839463778,3,A,A,2,92.50141803790976,D,B,21.668317854760243,Нет
0,91.78590375567983,5,D,C,3,86.67956675811752,B,B,9.523508832904726,1,47.199934231033716,5,C,B,2,67.04443824169289,C,D,1.472152073099453,Нет
1,66.75336696873778,4,B,B,5,17.40542271302713,A,A,23.68578672529712,0,83.7058715483667,4,C,C,2,18.80929968322714,C,C,74.50674497353226,Нет
0,67.51321593885724,4,D,B,5,73.12633684177966,D,A,64.14627058192967,1,24.292627980169545,3,D,D,2,66.23902667197427,D,B,41.625533108058086,Нет
1,4.56671294039962,3,C,C,1,14.788811903123356,D,D,61.73931119178647,0,85.08578526933567,5,A,A,2,47.665919670538734,B,B,40.79497783576637,Нет
1,97.60743773264147,2,A,D,3,26.4519763186005,A,A,50.626769512531375,1,24.001780732340748,3,A,D,4,15.07176120809829,C,C,39.00686258979703,Нет
1,40.38267239887037,4,B,B,1,36.6468507108757,A,A,65.93031738276828,1,26.592167378565602,3,D,C,2,81.79803437819692,B,A,80.72054645537679,Нет
0,44.836222967746586,3,D,D,2,68.15311624434656,A,B,61.320992054885615,0,88.89002408056018,4,D,A,5,75.80986840481361,C,B,24.511694010152162,Нет
1,40.484339950509884,2,A,D,5,43.26828464700607,A,B,15.186427073988584,1,66.02829406366403,3,A,D,2,96.28910682255018,D,D,23.2383927364897,Нет
1,90.11204006458412,4,C,B,2,81.61616728700886,A,B,35.510633470820416,1,96.94317232763603,2,D,D,5,8.490193996854757,B,B,19.868107063410278,Нет
1,3.330394561378869,3,D,A,1,46.38655248554683,B,A,52.809361929382014,1,74.30491385580001,1,A,C,5,62.95651218133839,D,C,78.59542363111125,Нет
0,55.421580093054615,1,C,C,5,68.31596966023629,A,D,68.23272903332173,0,35.31432759306576,2,B,D,3,85.84998425732029,B,B,30.257931655527415,Нет
1,75.51687414522135,1,A,A,4,78.28293538607626,B,B,34.80692182881746,1,46.388834609125205,3,C,B,2,35.12970020769208,A,D,27.621660963929585,Нет
0,54.58903600576066,5,D,A,3,38.1878100022795,C,C,95.39040539187657,0,11.070860330457677,2,C,D,5,8.335028826682445,A,C,28.73395047779307,Нет
0,47.86665048085248,1,C,D,2,59.18125109138296,A,A,29.3375421634541,0,15.844078333398015,4,C,B,1,40.73841108261731,B,A,5.572456490012545,Нет
0,33.937427312446864,5,D,C,3,42.539422673340574,D,B,72.0674010801001,0,95.12986260317703,4,D,D,1,19.330777337127813,A,C,75.44883133174957,Нет
0,25.08711416529279,2,A,B,2,68.54128238789936,C,A,40.950684876603425,0,36.064055800042205,2,C,A,1,45.529819593797384,C,A,72.48932444183053,Нет
0,23.085273586657962,4,A,C,4,23.641822640698617,A,A,31.443790464388645,0,99.60719930223372,1,A,C,4,65.05055317273933,A,B,69.43849303543094,Да
1,87.82482672601445,5,B,B,2,13.565769048579323,B,B,53.29407380724972,1,34.39204311736332,5,C,B,3,64.01668464235898,A,B,91.90792442818886,Нет
1,34.61767730242231,4,A,D,2,36.18581828503075,A,D,68.45320505212727,0,87.60347558193443,3,A,B,4,63.541294429088566,D,C,48.43166980801927,Нет
0,12.579130562546492,3,A,B,5,62.558790646925985,C,D,4.046016265411268,1,28.70164180137812,3,B,B,2,40.53754594073694,B,C,62.59885147891543,Нет
0,62.326861234778264,2,D,D,4,15.20279687170113,A,B,18.360172278047116,0,99.62130556533194,4,A,B,2,7.034533287537304,B,B,73.42596059775308,Нет
1,5.611071422850545,4,D,C,4,18.90562477411185,D,D,87.5583166179585,1,12.361736883004259,3,B,B,5,69.79233289314631,C,D,43.08083930623988,Нет
0,97.84414118836999,3,B,D,3,46.72221282926375,A,D,54.360559292402286,1,83.14263485564155,4,D,C,5,75.66945723875865,D,C,51.27102170471569,Нет
0,17.254464426677973,4,C,A,3,82.35468223357506,B,C,11.958942882741875,1,13.934841614745308,5,A,B,3,54.80560393994176,A,C,7.379761714585554,Нет
1,35.86878593891818,1,A,D,3,65.49492749756403,A,B,29.331719703708025,0,15.974726868686806,4,D,A,4,42.352104519947034,A,A,15.434432917243923,Нет
0,85.69206596270375,2,D,A,5,68.10044154573023,D,A,30.471798612318366,0,74.7963168256466,2,C,C,2,86.31798639840133,A,B,65.66375270543865,Нет
0,88.05478215923797,3,B,A,3,72.27259119371405,A,C,19.584945232506858,1,52.88516925114786,2,B,D,1,87.01000787474827,C,B,39.98803012563371,Нет
1,53.6069364714683,1,C,B,1,9.822658652262472,B,D,20.91725407677354,1,55.41683621800837,1,A,D,1,8.366059609921383,C,A,69.84893157990724,Нет
1,48.42318365541989,4,B,D,4,25.236850999375214,C,B,91.12230769876277,1,36.60629127703196,4,D,D,3,61.22774659577633,D,B,77.10328467357164,Нет
1,74.79393998432047,5,A,D,4,43.892192538805716,B,A,10.14064909329484,0,71.25034587173981,5,B,B,4,56.671863405259515,A,C,24.27559483785067,Нет
1,39.83729813048518,2,D,D,3,85.5691296175707,A,B,1.5235246817797865,1,8.139946611498395,4,D,A,1,4.626675284237591,D,B,73.451255414624,Нет
0,9.665965648073927,2,A,D,4,29.5224045287397,C,B,89.5874250189772,0,42.1162959248103,1,B,D,1,93.48043223417379,C,D,67.10575095499225,Нет
0,73.6414724705987,1,A,A,5,29.703930751895403,B,B,99.14804705749654,0,49.30205802814033,1,B,D,4,8.79206272061296,B,B,25.498438909153364,Нет
0,52.60727334272255,4,A,B,3,59.10847405008815,D,B,90.13705792313851,0,20.348734714700445,4,C,B,5,86.07905030777911,B,A,44.71526385106244,Нет
0,66.11685197466845,3,B,A,2,45.75240723587015,C,B,64.35479124106097,1,99.03878214753188,4,A,B,5,1.389771360490999,D,D,43.816492115135254,Нет
1,12.317618870889879,2,D,D,1,84.14457810511256,B,C,45.72266766375027,1,86.38584138548302,1,C,B,2,83.33567860595439,D,A,67.04224782244226,Нет
1,24.066989302312102,5,C,A,1,12.817384480465499,B,C,21.125444594230913,1,75.12920162066345,2,C,A,2,88.03492727440954,D,A,6.780839232904789,Нет
1,26.409176611309704,5,D,A,5,52.943047874812486,D,D,90.78061002469909,1,90.34902267598275,2,D,A,5,35.36834254918176,C,D,87.59243613873237,Да
1,82.90471672733734,5,D,A,1,7.157591467678648,D,B,27.586898728351184,1,62.73710944157054,1,B,B,1,37.75728194812162,C,C,90.87709227700009,Нет
0,41.611224482880736,2,C,C,1,17.974189059166832,D,D,23.64192792607437,0,47.65793046273065,4,A,A,4,54.1162210941098,C,C,22.491529432590497,Нет
1,95.82992064996056,4,D,B,1,96.19153378834335,C,C,74.4930931748943,1,56.729082421039834,2,B,C,3,9.54509985159544,D,B,60.46975098091218,Нет
1,26.143221015631458,5,D,B,3,97.41455601278093,D,D,21.412632101985885,0,70.8615961921153,1,A,A,4,47.80525180069895,B,C,12.85886710511962,Нет
0,19.40728964397419,4,D,B,3,77.91729352149756,C,D,49.536397786237515,1,15.376448979118596,4,C,B,2,44.441018051325734,C,B,87.97090179113121,Нет
0,8.258780917525876,4,A,D,1,79.41524372784605,B,C,87.33895669169591,1,69.41478600874458,4,B,B,2,51.262062467688686,C,C,83.22707599192431,Нет
1,2.502666469077608,3,D,B,4,97.93434663949803,B,B,20.9779480623935,0,53.78311027119612,5,A,B,5,94.40278674083086,A,C,19.275474287842453,Нет
1,98.00622483279733,2,A,C,2,91.74354163060052,A,C,32.66688518965434,0,41.26759579845684,1,C,B,3,76.85118586020405,C,C,44.161885444407076,Нет
1,78.37575993107379,1,C,B,5,93.68314903447173,B,C,73.30561737775056,0,10.013426747031994,2,C,D,4,48.97583077699197,C,B,67.1271297644913,Нет
0,41.1440554429089,1,B,B,3,75.53405033789083,A,D,14.593412332485645,0,28.60210428880633,5,B,B,2,48.29246310913734,C,C,83.71494325186316,Нет
1,45.8680223268193,2,C,D,2,29.634035129199244,D,C,1.267470383656355,1,52.1113317195663,3,C,B,3,54.84977234132455,B,B,4.555226504786436,Нет
1,94.24621453903865,2,B,A,4,75.53826733923852,D,D,41.59865965110071,0,70.54269688531352,1,D,C,2,27.72022076432944,D,B,10.029130782327854,Нет
0,10.81175972120646,1,D,B,1,89.3007833670912,A,B,95.41399573464179,0,39.12114404444472,2,A,C,4,67.17543759703591,A,D,27.71051286778602,Нет
1,6.556475594765709,1,B,C,3,26.737380094379127,C,D,78.29502471313799,0,96.8502625512279,2,D,B,3,18.21404813646309,A,A,99.87067910063348,Нет
1,97.16425473187881,3,D,C,4,6.64402453413352,A,B,56.01968372843517,0,71.65525082276527,2,C,B,1,93.40966371448035,C,B,80.88900543545373,Нет
0,18.295468107405142,2,A,A,5,19.551707430027665,C,B,14.924488315529572,0,98.8260932169335,5,A,A,1,46.471957912280956,C,D,27.844966724744523,Нет
1,68.15930487811524,1,A,C,3,89.27695857094348,B,D,25.468201316255367,1,77.42080980061068,4,C,D,3,14.32560176775649,D,B,80.90057407185438,Нет
1,10.010547280245163,2,C,D,2,0.886907067391618,D,D,45.55994675318005,0,53.44739275112471,5,A,D,4,19.718557236939738,B,D,92.46703282566719,Нет
1,25.02809175740336,3,B,C,5,7.82506568739273,C,C,96.55712448307972,0,86.48701531286144,4,D,D,5,47.356276713003474,D,B,25.76917072256084,Нет
1,89.41305033621583,1,C,B,1,13.010125974930775,D,B,60.676553176637725,0,9.048960949237772,5,D,A,1,62.180105615678436,D,D,78.26633172678324,Нет
1,86.444049220113,1,B,D,2,59.57232394737581,B,D,64.25091297082808,0,99.05083969887662,3,A,C,5,68.83224937897293,A,B,47.23081066785707,Нет
0,53.26515787072042,2,A,A,1,0.8077480134965564,C,D,76.307789114312,0,7.936105637035862,2,A,C,4,54.16927906993887,C,D,88.61894399394602,Да
1,76.56735650862818,5,B,A,2,89.60001481146904,C,C,63.77667743669726,0,79.92782821575074,3,D,A,4,28.100699839123987,C,A,68.86555436922028,Нет
1,35.654423376424184,3,C,B,3,46.181901895581944,B,C,24.3090915357995,1,80.57426707896525,2,C,D,5,55.89980055901792,C,D,79.6653296037433,Нет
1,68.51583740413477,4,C,B,2,12.696112505572032,B,A,7.649620482484254,1,30.522367478865174,3,A,C,2,90.28237392063002,B,B,85.32118738940639,Нет
0,97.34950543701639,1,C,A,4,56.411818487711955,C,C,81.38264060861913,0,11.508885255358404,5,C,A,2,14.873692862823628,A,A,20.715251328351968,Нет
0,41.757104471212934,3,C,B,5,17.818577526234503,A,C,37.44431105403323,0,77.38877825855943,1,A,D,1,19.269450225219444,A,A,24.287101417014135,Нет
0,25.654615627175815,5,B,A,4,95.90178443404888,A,D,67.66706847267459,0,67.07954127762468,5,D,D,1,70.30623533498681,D,B,54.498973571595045,Нет
0,89.60258146326065,3,A,C,1,98.41367658768564,D,C,52.01951136411935,0,69.37798670593115,1,D,B,4,2.446667811663461,D,C,84.86860522831398,Нет
0,63.8326388619657,4,A,D,2,86.741571472154,B,D,21.246224376414258,1,83.37834800217664,4,D,A,4,46.331786497044924,C,D,6.718169510657857,Нет
1,25.858147890628647,3,C,D,4,38.97947048754763,B,A,25.034484448262173,1,60.258733509033824,5,A,A,1,24.584059964889615,B,D,12.374110629904866,Нет
1,9.581068393910408,2,C,C,2,38.68388840390358,B,A,75.41796017529877,1,36.81096832915943,1,D,A,1,42.746679738075,C,C,19.283414032902403,Нет
0,4.426125836755257,1,A,D,5,15.147826381397921,A,A,93.24933400965023,1,14.137332382519718,2,C,D,1,69.97314047162764,C,D,68.1869873635453,Нет
0,98.14566933950715,1,D,C,5,30.296585312981083,C,D,80.52166869471381,1,17.87585330612137,2,A,A,5,89.4693955242865,A,C,25.87035094208554,Нет
0,70.5297204404937,1,B,B,1,3.3394328048197086,D,B,17.080865401828284,0,91.24610536527,1,C,A,3,14.649810436263454,D,B,28.825314534063594,Нет
1,69.00630641667091,2,D,B,2,36.89361982082657,D,C,23.48033013510461,0,15.87207065284858,5,D,D,1,12.640858726280623,A,A,84.92813365527554,Нет
1,42.83246545748779,1,C,A,5,39.118060754898806,B,B,90.33801339179502,0,33.535295229861596,1,C,B,3,6.063637911754705,C,B,4.80464576961539,Нет
0,49.251823470331715,5,D,C,4,31.4028413330109,D,A,82.0608579294416,1,69.84172609908295,1,C,A,5,59.32201571919171,C,C,49.216584312673426,Нет
0,58.071031083919614,1,B,D,3,46.82146863444986,B,B,75.21401236978119,1,0.3055541723439692,4,B,A,3,71.32405427975065,C,C,15.632345580946316,Нет
0,80.15689350038244,4,D,A,2,55.92766830367138,A,C,91.41130862261943,1,91.63100786300224,1,D,B,2,75.04563208652537,C,D,11.780409707756057,Нет
1,89.38641868400734,3,A,A,3,8.247058159521147,D,B,67.42087712064036,0,41.18512510293954,2,B,B,4,18.008134549501133,D,D,8.458873904359576,Нет
0,99.47356927167084,2,B,C,3,26.84684311706319,B,D,81.59186374877628,1,0.012077066067273101,2,C,C,1,11.313967509390944,C,A,79.9167138925457,Нет
1,36.67049189127236,2,B,D,5,11.836069671275862,A,A,15.329355593199578,1,69.84317597164058,4,C,A,1,91.7339639412013,A,A,24.206979157354024,Нет
1,32.82930794058392,1,D,B,5,34.911728310248925,A,C,0.5467298729439629,0,9.456451032065093,5,B,B,1,66.70332719684806,B,C,29.335507477937117,Нет
0,37.180159175411454,4,A,C,1,60.811588896484146,A,D,37.432240808045336,0,19.10259604654968,3,C,D,2,87.35413662199325,D,A,7.496904723538256,Нет
0,46.474939072775165,3,C,C,3,38.522575473147626,A,C,6.9168463599658665,0,91.04046003237026,3,D,A,5,74.35082866922448,B,C,49.12495139933804,Нет
1,35.02813437421363,3,A,C,3,86.13061943730138,C,C,8.041649110080208,0,37.68793413109021,1,C,D,2,45.35938437916956,A,D,68.19689931208181,Нет
0,12.24735308693904,4,B,A,5,60.78609903723152,A,C,20.332841134913338,1,75.46853036639284,5,C,A,5,84.11325698892618,D,B,60.254767584992706,Нет
0,73.6584025087517,2,C,D,4,91.15406360715768,D,B,5.7435844538537335,1,83.36341163295583,1,A,B,5,69.7003076401711,A,A,65.59850077876216,Нет
1,69.98365894955944,4,D,C,3,52.51428926866921,D,C,83.54285797674373,0,53.54221760153275,1,A,B,5,4.819860320117009,D,C,92.46337985880815,Нет
1,1.515558695347019,5,A,B,4,49.95442889192324,C,B,4.54611705137371,0,27.357505697516437,2,B,D,2,67.12481254512515,A,D,44.41465229370407,Нет
0,52.831531826222765,1,C,B,1,36.90158699563227,B,C,48.94407582882566,1,3.0856438053992186,4,A,B,4,63.14900032095444,C,C,32.447447156027074,Нет
0,2.9578004539541958,2,A,B,5,17.80038923840428,A,C,20.956235479494158,0,28.73438100647653,3,C,B,1,8.394657167790442,C,D,81.26409053866355,Нет
1,59.08978960916571,5,D,C,2,96.6344043452421,D,B,21.367391717610985,0,30.927602188987912,3,C,A,5,87.97600443414944,D,A,12.847249996548049,Нет
1,31.28044865670445,5,A,B,5,44.11597607271347,C,B,9.25053048789306,0,41.24784000124285,4,A,B,3,39.55068964900453,B,C,43.112464821536115,Нет
1,88.94774696557783,1,B,B,1,64.93769618409246,D,D,63.13808290316002,0,5.476659501562509,2,C,B,4,49.569088564869354,C,C,21.663654430940017,Нет
0,25.19839523555223,5,C,A,4,36.342516763139585,A,D,49.97296048136476,0,87.49299794807023,3,D,C,1,61.70650853061987,B,D,8.748968341750595,Нет
1,34.51987839877053,4,D,B,3,70.64218747088663,D,A,93.62202033556595,0,3.6338306484858585,4,A,B,3,10.330740363101242,A,C,46.095695442221604,Нет
0,34.69646064978781,5,B,A,2,13.015175715030647,B,D,94.90393670954046,1,23.14374884464231,3,B,C,2,39.44204431181218,A,A,83.30491640525084,Нет
0,40.93749051065385,3,A,A,5,61.98123258843228,C,A,53.52675077629956,0,4.148172119648552,2,C,A,1,12.890767359821387,C,B,34.24180830852757,Нет
0,20.668058775495957,5,B,B,1,64.52023308652,D,D,6.32925594766367,1,27.173901435862735,3,C,D,1,16.118541614198424,D,C,28.913419376442086,Нет
0,76.46784362280302,5,C,D,5,91.59601508159581,D,D,43.31385988974057,0,48.975363192823664,4,A,D,5,17.482128302010626,C,C,60.18225959251233,Нет
1,55.85131493402851,4,C,A,2,86.75048618016787,D,D,78.0033615086954,1,95.15615648598484,4,C,D,4,6.532600919953657,B,B,72.82016548367416,Нет
0,42.10576688203362,3,B,B,2,43.20955994083637,C,A,21.33666255817115,0,70.62198912719305,4,D,B,3,0.9127120047469073,D,A,63.095838432885856,Нет
1,41.127461436652744,4,C,C,5,82.15169306803838,D,C,92.66666280109399,1,65.06926433313019,4,D,D,1,57.34046557328551,A,A,60.61953064754266,Нет
0,36.141425139396965,1,A,D,3,19.291162782012183,A,A,6.220454209604364,1,14.96264573014814,4,B,D,1,76.25831061672159,D,C,63.51174954062074,Нет
1,60.15551242554865,2,D,C,2,49.25781669223689,D,B,15.395914440609303,0,10.110468351421142,2,B,C,5,72.78549307927477,B,B,34.26608094872366,Нет
1,73.70651574833305,3,D,D,1,76.31610343008538,C,A,35.5328818465735,1,76.31623034065109,4,D,A,2,27.02243614985954,D,D,94.45195640753883,Нет
0,34.25228322252677,3,B,A,3,82.73603191420628,A,D,83.26315034880979,0,12.850571138273036,1,D,C,5,88.1091254955008,D,B,91.24336793272782,Нет
1,62.0995329947627,4,C,C,2,24.537007680537915,A,D,96.30557196251749,0,14.513020759203776,4,A,B,4,99.14200013093514,B,B,92.05691488829305,Нет
1,6.033865241040504,5,A,B,3,92.07017705941468,B,A,97.05226352172653,1,44.81978151043398,3,D,C,2,66.35988158075169,B,D,16.953345602828673,Нет
1,32.92369298772178,4,A,A,4,13.785254984809248,D,D,58.550669867597335,0,17.556045932968566,1,B,D,1,8.376413963245488,B,C,11.710395281615927,Нет
1,39.29963642503903,5,C,C,3,28.573111809692442,C,D,95.29117456534547,0,77.42418470982594,2,B,D,3,66.22174284533857,D,B,37.416296224181025,Нет
1,84.3666863386146,2,D,B,5,20.74849733988512,D,B,46.11218208039145,1,73.506152881438,4,A,D,3,60.582545297942815,A,B,67.06005062366631,Нет
0,59.12061537727988,3,A,B,2,44.556250487819796,D,C,16.439653658960275,1,43.68796469906621,5,B,A,2,69.39649877758447,D,A,28.718404336445204,Нет
0,10.965131393705729,3,D,D,3,2.2777571696456334,D,A,50.708943239878494,1,42.955673834345646,5,D,B,3,31.71500828308982,D,A,7.372714327051632,Нет
1,57.221831209269624,5,D,D,3,93.44300602395555,B,B,22.23567497240525,0,58.04143343619237,2,A,A,4,21.717483421561635,A,B,40.3249843562576,Нет
0,90.89651216549515,4,A,A,1,13.495677167453346,C,A,45.93071425946338,1,62.50086245027548,2,B,A,5,83.3466476656725,A,C,68.07719149933972,Нет
0,96.57897989071387,1,C,B,1,14.878427907695935,C,A,74.40991452784594,0,93.1421050214412,5,C,B,4,15.038621348753589,D,A,71.73883750774874,Нет
1,35.56693675270799,3,A,B,5,75.55798550598021,D,D,54.18140098750585,0,30.21935155283909,5,D,D,4,96.96754074804547,C,C,74.39801298977174,Нет
1,23.932125451961817,1,C,B,5,69.94817201015965,B,B,98.08162376245862,1,98.07079348278162,1,B,B,5,38.59446920593681,B,D,77.40221306929091,Да
1,56.15795082135172,5,A,D,3,51.04495778790208,A,D,86.56439988736273,0,94.28553882464938,4,B,B,1,76.07484942181783,A,A,31.666668497026084,Нет
1,73.96829922220462,5,B,C,2,44.35701671066038,D,A,13.483961492259644,0,89.45506536218477,5,B,D,2,54.19049187197271,A,B,12.7802758558491,Нет
1,47.50821596622317,1,B,B,5,25.558288795143703,A,C,10.92979639934959,0,84.40400328362597,5,C,C,4,71.05249661663545,C,B,69.9021325410874,Нет
1,56.26148553045531,2,A,D,4,39.99397981939972,C,A,30.63082624866974,1,98.09422200694915,5,A,B,1,82.66028471179487,A,B,92.12907371579769,Нет
0,0.8448276657247233,5,B,B,5,45.76079300552522,D,A,99.72894608792457,0,46.764333845630176,1,B,D,5,76.24457441486743,A,C,24.369048629863332,Нет
0,85.75687938778337,5,A,D,5,92.87521874917557,A,D,87.48503300123353,0,60.66764963993,1,A,A,3,35.404651941080346,A,A,79.47567836934618,Нет
1,86.9583548192067,2,A,A,1,97.74090023789533,A,A,21.729005964370817,1,10.075968201222697,4,C,B,2,41.14884769225324,D,C,3.777360199393598,Нет
1,21.71143894430424,5,C,A,4,66.79866241464204,D,A,80.59982467066095,0,86.69162743530384,3,D,B,4,42.50517139891681,D,C,30.604661824077972,Нет
1,39.034693751911135,3,C,C,3,60.35628018319677,A,B,41.421600466516736,0,25.06042981043013,1,B,D,1,15.08111320890273,A,D,87.98249003001641,Нет
0,80.07283594562499,1,A,D,1,96.33460298187102,D,C,17.137647480854834,1,54.99548860707446,3,D,C,2,31.85650539394701,A,A,78.28223265607521,Нет
1,4.153517008464103,5,C,C,5,6.8498658784352795,B,D,3.0177787789619326,0,41.840201935247556,3,B,B,1,35.96993460822166,B,A,4.0854836863129185,Нет
1,87.13153155788201,3,C,A,3,51.59734932588053,C,C,33.28452901791778,0,95.58730630910685,5,A,D,5,71.6227777490745,A,B,6.1532242140009625,Нет
1,91.73177273653542,4,C,D,2,94.78673696114939,B,D,41.31832916448105,0,91.32894062993842,5,A,A,4,42.926725658687026,C,A,2.7215966230947464,Нет
1,77.32028293695441,5,D,B,5,59.00891345191363,B,B,1.3581541080801784,1,81.67541971431932,3,A,A,4,95.22771655136634,A,D,75.38639462954988,Нет
1,4.969857413766365,2,B,B,5,38.058095984695925,C,C,72.42481689960272,1,74.99155114225648,5,B,D,1,75.70770071677046,C,A,14.49177065818632,Нет
1,88.94164778951226,5,A,C,5,12.715876065856136,C,D,16.95672963211625,0,9.273513807866218,3,A,C,3,37.63878589122337,B,C,47.69979744869601,Нет
1,87.69995528190381,1,C,D,3,31.825792604526637,B,D,60.09431947803729,0,34.765489852649246,5,D,B,3,46.19581751384567,A,B,47.8809466930516,Нет
0,74.05454667465612,2,D,D,3,52.94540067468402,D,A,5.1648957518670935,0,60.12326752392122,1,D,B,5,18.1766792321574,A,A,5.3436830580685495,Нет
