Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Collision
32.269617232854486,4,A,B,C,0,3.8798656484660743,4,A,B,A,0,Да
75.0949363627609,2,D,B,B,0,6.9752723650307935,2,D,D,B,0,Да
36.235909881564,3,B,C,D,1,57.799027866208796,1,A,D,B,0,Нет
2.1645892714485027,5,C,B,B,0,71.70090076417729,5,B,C,B,0,Да
83.6769800227891,2,C,B,A,1,34.290593814226234,1,C,A,B,0,Нет
94.34357629938535,3,A,A,C,1,79.05699704939981,1,A,D,A,0,Нет
63.208043713964145,5,B,A,C,1,8.123189187230517,1,A,B,A,1,Нет
71.95837177311131,3,A,B,C,0,19.694221477801598,3,A,C,A,0,Да
99.78937581288824,3,C,D,A,1,87.57388964455394,4,D,C,D,1,Нет
54.39969808870825,4,C,B,D,1,50.232227848964406,2,C,B,B,0,Нет
41.095594996320685,3,A,D,C,1,39.80516826818909,3,A,A,A,1,Да
70.73570134180937,2,D,D,B,0,61.58422727912777,3,C,B,A,1,Нет
42.600632703832154,2,A,D,A,0,97.00051615306151,5,A,A,D,0,Нет
59.99577770710039,4,C,D,C,1,29.053443859098692,1,B,A,D,1,Нет
19.696296209113207,4,B,D,A,0,27.937936645745044,1,B,A,C,1,Нет
91.12196384935119,1,C,C,C,0,10.425857241945458,3,D,A,D,1,Нет
33.89868641756271,5,A,C,B,1,38.92370856824955,2,C,D,D,0,Нет
76.96053252459309,3,B,C,A,0,23.396602751209684,4,C,C,B,1,Нет
88.68625061124347,4,A,D,D,1,96.63738266807428,5,B,A,D,1,Нет
88.49202125265059,4,C,A,D,0,43.147443398881954,4,B,A,C,0,Да
19.843035874159888,5,B,D,C,0,1.3567095816321983,2,C,B,B,0,Нет
82.19248419096692,5,B,D,A,0,49.012511665742885,1,B,D,C,1,Нет
20.38334746799082,5,C,A,D,1,1.190093062279396,3,B,B,C,0,Нет
43.464495638521825,3,C,C,A,0,9.896309947355075,1,C,B,D,1,Нет
27.64037688413058,4,B,D,D,1,31.603107689512612,3,B,D,D,0,Да
30.586266281807784,3,A,B,D,0,22.53078027510166,1,D,D,A,1,Нет
77.48113900714544,3,D,C,A,0,36.89468259520664,5,C,D,D,0,Нет
9.384370800653263,5,C,B,A,0,8.287975504804212,4,B,A,B,0,Нет
29.063133731481194,5,C,D,D,1,53.68883932280355,3,B,B,C,0,Нет
68.55439095827073,2,D,D,A,0,3.1395810891397313,5,D,C,A,1,Нет
14.628247551607231,1,C,A,A,0,16.92884867757709,1,C,A,A,1,Да
38.16849839917415,4,D,C,A,1,79.08974034436154,2,A,C,B,1,Нет
18.397531148104328,2,B,A,C,0,86.07629439270546,2,A,C,D,0,Нет
15.248295902115538,2,A,C,B,1,21.53358710916575,3,D,B,B,1,Нет
62.46280513849109,1,C,D,D,0,33.286324189840535,2,C,A,C,1,Нет
31.2150853503787,4,C,D,B,1,92.97371857873347,5,C,D,D,1,Да
55.5294658220338,1,A,A,A,0,97.80523015760647,4,A,B,C,1,Нет
96.40295183997637,1,C,C,B,0,38.86165050409937,1,C,A,C,1,Нет
27.25110311690474,4,A,C,D,0,36.89955452405922,1,D,D,D,1,Нет
20.18304867471209,4,B,C,B,1,33.3972928597163,2,C,C,A,1,Нет
79.23035773250785,5,C,B,D,1,60.125292479595146,2,D,C,A,0,Нет
97.30321807587438,3,D,C,A,1,28.85126642914053,3,C,C,D,0,Нет
72.24035251872931,5,C,A,A,0,92.99037010259487,4,C,B,D,0,Нет
87.98055265447357,5,D,D,D,0,4.69352430937664,1,B,C,C,0,Нет
26.25450875119141,2,C,C,D,0,68.27896283194966,5,C,B,A,1,Нет
15.21486086575975,5,C,A,A,1,87.05587179378733,3,A,B,D,0,Нет
79.64405968032582,4,B,A,A,1,93.85085023756884,2,D,C,B,0,Нет
18.24236605113513,4,A,C,C,1,20.706309967834002,1,A,B,A,1,Нет
4.925726300456812,3,B,B,A,0,35.536843208195904,4,A,A,D,0,Нет
71.63119091607159,1,A,D,A,1,3.447167881364699,1,B,A,C,0,Нет
40.33999741850993,1,B,D,B,0,27.22440812100533,2,C,B,C,0,Нет
42.03031647817047,4,B,D,B,0,7.489228807826931,3,D,B,B,1,Нет
29.70684113679528,4,A,C,A,0,89.86692106319892,3,C,C,B,1,Нет
32.126097788411535,5,C,B,B,0,42.55701923505861,4,D,C,D,0,Нет
20.185367105619,3,D,A,B,0,56.361955958666584,3,D,B,A,0,Да
47.134892182337374,2,A,C,B,1,50.99582759843548,2,C,C,A,0,Нет
28.868805745512905,5,C,C,B,1,9.393068492030476,2,C,B,A,0,Нет
1.3094652086959813,5,C,A,B,0,67.91885916800199,1,A,B,C,0,Нет
19.812357766467457,5,C,C,B,1,97.78570332660672,4,B,A,A,1,Нет
10.761964108601541,4,C,B,B,0,77.7917135719157,4,B,A,C,1,Нет
14.234277941132067,2,B,D,C,0,56.278093777212405,5,B,C,C,1,Нет
72.87116597377951,2,A,B,D,0,91.12374958628315,4,A,C,D,1,Нет
73.86858938709041,3,D,A,D,1,2.305869359842383,1,D,C,D,0,Нет
26.080212676635185,4,C,A,D,1,4.784650423797299,1,B,D,D,0,Нет
41.36072508415267,4,C,C,D,1,83.56810601797115,1,A,A,C,1,Нет
48.97159029588292,5,D,B,B,1,3.8299635205405913,1,B,C,B,1,Нет
90.39866453044205,3,A,A,C,0,1.8362724552625331,1,D,A,B,1,Нет
71.87016265473774,3,A,B,B,1,43.36451371957718,3,D,D,D,1,Нет
63.55088507756884,2,B,B,B,1,18.009759480403343,5,A,D,D,1,Нет
27.325545169074616,4,B,C,A,0,49.61917664279181,2,A,A,C,1,Нет
92.820962599536,3,C,A,B,0,16.75710520177358,3,B,B,C,0,Нет
94.56332725534358,4,D,C,A,0,65.0882178533506,3,B,D,D,1,Нет
38.28576600841335,3,A,B,C,0,78.21901945940022,4,C,C,A,1,Нет
14.762541765268233,3,A,A,B,0,57.88075370339099,1,A,C,D,0,Нет
72.55247111073196,1,A,A,C,0,83.91890084324876,5,A,C,B,1,Нет
98.6999457975941,1,A,B,B,0,78.21051259328684,5,D,C,C,0,Нет
66.45515978212069,3,C,A,A,1,23.33329331416475,5,D,A,C,1,Нет
52.687898085808214,4,D,D,A,0,9.389784075219797,4,D,A,C,0,Да
12.303122951481448,2,C,B,B,1,20.703079660240142,2,A,A,A,1,Нет
17.572744648423033,1,B,B,D,0,46.40956683120893,5,C,B,D,0,Да
94.16054248972458,1,C,B,A,1,73.5614813195331,2,B,D,B,0,Нет
30.667806276557073,3,A,D,A,1,42.06738286819147,1,C,C,A,1,Нет
72.44457822778976,5,D,B,D,0,41.524477284064595,3,C,B,A,1,Нет
71.80577898683552,1,D,B,A,0,69.8209428754326,5,B,D,A,0,Нет
50.99202119170329,1,B,C,D,0,17.04342923000398,3,B,C,B,1,Нет
58.686158350615955,5,B,A,A,1,75.6647876687359,3,C,C,A,0,Нет
39.750638314804796,1,D,D,D,0,62.90933608775876,2,A,A,C,1,Нет
63.12116691671282,2,C,B,D,0,58.226594382300135,2,C,D,B,1,Нет
31.929521117212932,4,D,A,C,1,57.38469847486116,3,A,B,B,0,Нет
65.71483897149596,3,B,A,D,0,11.146889737270305,5,A,C,B,0,Нет
86.02711921925244,1,A,A,C,0,26.365530116067482,4,B,C,C,1,Нет
95.34397773024376,1,D,D,D,0,60.02386167777559,2,A,C,B,1,Нет
66.35410359268445,2,D,B,D,0,90.55535002406413,3,C,B,C,0,Нет
92.29177182628072,5,C,A,D,1,93.12936738614337,4,C,C,C,0,Нет
92.87239964437055,5,D,A,D,0,86.17840927485196,4,A,C,D,0,Нет
21.5558956085382,3,D,B,C,0,71.08570972802455,2,C,C,D,0,Нет
65.75467328586889,2,D,D,D,0,28.47620910169614,2,B,C,B,0,Нет
28.421653041715487,1,C,A,B,1,84.70206596221736,1,B,C,A,1,Нет
82.8419198504458,1,A,C,B,1,17.85207874624416,3,C,D,B,1,Нет
25.645995030316058,3,A,D,A,1,8.763744863959932,3,B,C,C,1,Нет
95.46707809610507,1,C,D,D,1,69.28306021569293,3,A,D,B,1,Нет
18.14285872891317,2,B,A,A,1,58.280477542250445,1,A,D,A,1,Нет
99.14171363515894,5,C,D,D,0,40.073462209159295,4,A,A,D,0,Нет
73.62056681334525,2,A,D,D,0,65.3671429046938,1,B,B,C,1,Нет
48.023888024021446,4,D,C,A,1,85.05313731166896,3,C,A,D,1,Нет
82.48047233380083,4,C,A,B,1,86.70236080036537,2,A,A,C,0,Нет
39.75811209870568,1,A,C,A,1,68.93180180498571,5,C,C,D,1,Нет
38.7336575157859,4,D,C,B,0,51.20016121127864,1,D,C,C,1,Нет
9.32641473368645,3,B,A,D,1,97.12714164194719,2,D,D,C,0,Нет
62.776615594626264,2,B,C,D,1,84.58065864662923,1,D,B,A,0,Нет
76.7683350788045,1,D,D,B,1,59.54704157251322,5,B,B,D,0,Нет
66.40495677283246,4,D,B,D,0,38.712187509104524,5,B,D,A,0,Нет
8.537351074403855,3,D,D,B,0,43.86721215264108,3,B,A,A,1,Нет
31.16216647821798,4,B,D,C,0,98.80013183788553,2,C,D,C,1,Нет
81.2231723709733,5,A,C,C,1,91.9238063473137,2,B,D,A,1,Нет
58.75468766607804,3,C,D,A,0,44.17054865694047,4,B,C,C,0,Нет
79.0166203485356,5,A,C,D,1,38.31117893752971,4,C,A,B,0,Нет
74.15239313774288,4,D,A,D,0,33.38345531904251,3,C,B,B,0,Нет
34.64046079958022,2,A,D,C,0,16.09513139178854,3,B,A,D,0,Нет
63.88466011335392,4,C,D,C,1,14.202888591654528,1,A,C,C,0,Нет
75.5861375233025,2,C,D,B,0,49.84025585233596,1,B,C,D,0,Нет
6.5921286702923965,1,A,D,B,1,79.2811834085249,2,B,C,C,1,Нет
73.26423058483994,5,A,C,B,0,80.94919401572805,1,C,D,B,1,Нет
20.26561154984856,2,A,D,C,1,15.611881913824865,4,B,C,C,1,Нет
93.23057541098463,4,B,B,D,0,27.779856397960845,1,B,A,B,1,Нет
25.247216990738163,3,D,D,D,1,79.51053527385177,3,C,C,C,1,Нет
2.6808544986629212,5,B,B,D,0,13.89837707428654,3,D,C,D,0,Нет
69.81527504261553,3,D,C,C,1,76.5417555620769,5,A,C,A,1,Нет
74.6648362148392,2,C,A,B,0,84.0408328229693,5,A,B,A,0,Нет
50.94356353424627,5,D,C,C,0,72.72852001923205,4,C,A,B,1,Нет
2.751469860551503,4,C,D,C,0,56.75739272561312,4,D,C,D,0,Нет
8.13638720003863,2,B,B,D,1,43.40838064090254,3,B,D,D,0,Нет
57.34437703471903,3,D,A,D,1,79.70341765391922,1,A,C,C,1,Нет
89.08556541745867,5,A,A,D,1,69.97468901578101,4,A,B,A,0,Нет
28.064339228640346,5,C,A,B,1,32.81905992243224,5,A,B,C,1,Нет
32.90577183604798,5,C,B,C,1,93.32693807343826,4,B,B,B,1,Нет
53.65602910489707,2,A,A,C,0,79.81106258910712,1,B,C,B,0,Нет
45.26109523396035,3,C,D,A,1,72.84395387816454,2,D,A,D,0,Нет
38.358512232111806,5,A,C,B,1,25.55037489069467,2,D,C,D,0,Нет
16.666092796776542,4,D,A,D,1,73.09627426103447,4,B,A,A,1,Да
71.78835872309779,2,A,D,A,0,29.078844608391318,5,B,D,B,0,Нет
63.245371170759746,2,B,C,C,1,91.45118320230256,4,D,C,C,1,Да
24.423170951181007,1,D,C,D,1,70.88585060455294,2,B,C,A,0,Нет
35.02490817969206,5,D,B,B,0,54.00094626273307,4,A,C,A,0,Нет
4.006018042473025,3,D,C,B,0,36.160289848042105,5,C,D,B,1,Нет
88.87338256972303,1,B,B,A,1,75.81577522968959,1,D,D,A,0,Нет
45.27284007481806,1,C,C,D,1,56.886127104840554,4,A,C,D,1,Да
90.26982946130116,3,B,A,C,0,51.55861669499502,5,C,D,B,1,Нет
45.97810612521466,4,C,B,C,1,32.06416741428531,1,A,C,B,0,Нет
0.5288710790306128,3,A,B,B,1,58.30954678694431,5,C,C,D,1,Нет
50.29558366180438,4,A,B,A,0,38.7439705081849,4,D,B,D,1,Нет
86.44317101946672,1,B,B,B,0,47.02606098740271,5,A,D,B,1,Нет
48.46007569266452,1,C,C,A,0,71.72183921199077,1,D,B,D,0,Нет
43.58063095967633,2,B,C,B,1,59.38029669349606,4,C,B,B,1,Нет
57.63378797088925,3,C,B,C,0,59.30680076454055,4,B,A,A,1,Нет
62.8891206361044,4,B,C,A,0,61.575345637036975,2,B,B,D,0,Нет
66.54837798884023,1,B,B,C,0,71.40549449841669,1,B,D,C,0,Да
40.63294008433035,5,B,D,D,1,19.81296099821882,4,B,A,B,0,Нет
94.34911662916166,5,A,A,D,0,68.21251128791046,3,D,D,C,1,Нет
90.23537360789379,1,B,B,D,1,30.481602771386328,4,A,A,B,0,Нет
89.15366733968395,2,A,C,D,1,66.18021278669661,5,B,B,A,0,Нет
65.10503007752968,5,D,A,B,1,42.41479246715758,3,B,D,A,0,Нет
26.274394321995086,4,A,D,C,0,44.3848119164319,4,A,A,B,0,Да
37.4750377639956,1,A,A,D,0,33.33182832152824,5,D,B,B,1,Нет
46.2366285891913,5,B,B,D,1,64.44204344113537,3,A,B,C,0,Нет
10.363229504127158,4,B,A,B,1,96.90387767296244,3,B,C,A,1,Нет
9.86448055647655,2,A,B,C,0,99.06569715052832,4,C,A,C,1,Нет
58.36383962979112,3,A,D,A,0,25.159653234698432,3,D,D,C,1,Нет
8.260827106851288,2,D,A,D,0,43.50013923891972,4,D,D,D,0,Да
53.92957731397464,4,A,B,C,0,89.43743140356848,2,C,C,A,0,Нет
71.8349070583074,3,B,D,A,1,57.99202720295198,5,C,D,C,1,Нет
56.80844205915869,3,D,C,A,0,37.50844929148999,4,C,D,A,1,Нет
40.61404302906183,3,D,C,C,0,69.28350214304331,1,C,A,A,1,Нет
13.887731807672976,2,D,A,B,1,43.68564360476764,5,C,B,B,0,Нет
98.09035932652459,2,D,A,C,1,10.053456818948113,4,B,A,B,1,Нет
29.690833739921597,3,C,D,D,0,69.53706181666428,1,B,C,B,1,Нет
52.044976182590375,2,C,A,C,1,4.505074561956812,5,A,A,B,0,Нет
48.022027558319444,1,A,A,A,1,29.38623159961715,3,D,C,A,0,Нет
57.75512268608617,1,D,A,D,0,17.346650912978934,4,D,A,A,0,Да
65.53002153774139,2,C,B,C,0,71.40391942918349,3,D,C,D,1,Нет
21.956058872992767,5,C,A,D,0,29.69217390644612,4,B,C,C,1,Нет
32.15024420742074,3,B,A,A,0,80.76244860778594,2,C,A,D,1,Нет
7.552968935091697,1,A,C,A,1,58.40022753621601,1,A,B,B,1,Да
62.83036443914155,2,B,B,D,1,83.0836779813417,1,B,D,D,0,Нет
12.17786646810558,5,B,B,D,1,80.00212864991798,4,D,C,A,1,Нет
93.8964749939255,1,D,B,C,0,92.24450112876687,3,A,D,C,1,Нет
53.98914203217204,4,A,B,D,0,43.91466055802123,1,B,A,B,1,Нет
27.388577958276382,3,D,D,B,0,99.895833297241,4,A,D,C,1,Нет
66.20166704330042,5,D,C,C,0,21.000901984556,4,D,B,C,0,Да
57.83851860537954,4,B,C,C,1,68.59702649883262,2,A,C,B,1,Нет
60.984539864495204,1,D,C,D,0,16.793615991490473,1,B,D,C,0,Нет
8.569676310586448,3,A,A,A,0,67.86104402644169,1,C,B,A,1,Нет
1.1715093913777008,2,C,C,C,1,10.887377549675403,1,A,C,A,0,Нет
97.17109822698563,3,C,B,D,0,38.40053712698902,1,C,B,B,0,Да
38.439115437107475,5,C,A,B,1,99.94371781903895,3,A,A,D,1,Нет
94.2966062679,2,C,A,D,1,4.732961263164848,5,B,A,C,0,Нет
33.21629860291991,2,C,C,A,0,68.84014467854148,4,C,C,B,0,Да
0.8721497637281472,2,C,A,D,0,29.0361243544055,3,D,B,A,1,Нет
50.718185902304654,4,C,D,A,0,1.3678779328955892,1,D,A,C,1,Нет
3.493996374838926,2,D,A,B,1,46.342024657143334,3,A,A,A,0,Нет
92.38601623822997,1,D,B,B,0,33.53812933101978,1,D,B,A,0,Да
18.46879937212923,5,B,D,C,0,16.744030804500365,3,B,A,B,1,Нет
29.16799712547814,2,D,B,C,1,13.335344069585819,5,A,B,D,0,Нет
43.03321763448379,5,D,D,C,1,57.32425950653529,5,D,A,C,1,Да
39.74461233015474,4,D,C,C,0,46.12817030743034,4,D,D,A,0,Да
79.78895219300618,3,D,D,A,0,56.29389007847523,1,B,B,B,1,Нет
81.6565792465166,3,C,B,C,0,36.633876688212965,4,D,C,B,0,Нет
69.21206426431166,4,D,B,B,0,62.930581171094126,4,C,A,D,1,Нет
43.230257744867494,1,B,C,B,0,78.44319906381672,5,B,A,D,0,Нет
60.131362362770645,1,C,A,C,1,9.975780959128066,5,A,D,D,1,Нет
35.74099785509309,1,D,C,A,1,86.97592873465318,2,A,A,A,0,Нет
9.140012138353704,5,C,C,D,1,34.94617843872385,5,C,C,D,0,Да
57.749530421433015,1,A,B,D,0,22.257152040414276,1,D,C,D,1,Нет
73.53883008664629,4,D,D,A,1,65.35455014402426,2,C,D,B,1,Нет
59.24755167520629,1,C,A,C,0,2.035350927924462,4,D,A,B,0,Нет
14.027027331354091,4,A,B,A,0,21.58423262060303,2,B,C,A,1,Нет
35.79602654702705,2,D,A,B,1,77.58176623202321,2,B,B,C,0,Нет
67.69161118014244,1,C,B,A,0,96.7418676979219,1,B,A,A,0,Да
4.323702290756836,2,D,A,A,1,52.2682036879238,4,C,B,C,0,Нет
87.16272270891015,1,D,B,C,0,93.69250499895917,2,C,D,B,0,Нет
97.34924556311756,5,A,C,C,0,0.5376199560339634,2,C,D,C,1,Нет
66.88238558350712,4,A,B,C,0,25.17691555665055,4,B,B,C,0,Да
41.437868304921466,4,B,D,D,0,37.08351752938841,1,C,D,D,1,Нет
52.16001076638877,3,C,C,D,1,73.9661825645747,4,B,C,D,1,Да
88.57454650350209,5,B,D,B,1,57.75301878645631,2,B,C,C,1,Нет
4.574911360705213,3,C,A,B,0,58.46196237449551,4,C,D,C,0,Нет
76.16676305268184,4,A,A,D,0,58.06630193830876,2,B,C,C,1,Нет
75.82200177327455,5,A,C,A,1,95.14158954005174,1,D,A,A,1,Нет
96.02214725053993,1,A,C,C,0,89.4745896412549,1,A,D,D,0,Да
12.874723020376145,5,B,D,B,1,72.20767704281167,4,B,A,D,0,Нет
47.19482913771203,2,D,D,D,0,86.15003913334179,2,B,C,C,0,Нет
69.94816809193068,4,D,A,C,0,67.66147160307493,2,C,A,C,1,Нет
89.79776340837505,2,D,D,A,1,46.817593973378045,2,A,D,C,0,Нет
8.572409029452677,4,C,A,D,0,99.84747056241633,1,B,A,D,1,Нет
85.41585737611402,4,A,C,B,0,42.63095015599091,1,B,B,B,1,Нет
14.218105916019574,5,D,D,D,0,5.385903586029661,4,C,C,A,1,Нет
11.996514947492454,4,C,A,C,0,17.452443440860655,2,A,B,A,1,Нет
61.14411109557422,1,B,B,B,1,45.14579357074025,1,A,B,B,0,Да
66.67819273811041,3,D,C,C,1,37.20644226946198,5,D,D,A,0,Нет
4.612656048652564,2,B,A,C,1,86.6947259917391,1,A,D,D,1,Нет
3.850025152662906,2,A,D,D,1,20.948511322234296,4,B,C,C,1,Нет
17.14237065931651,3,D,D,C,1,81.80062479163371,5,D,C,A,0,Нет
87.1294419233844,2,D,A,C,1,36.92722041838184,5,D,A,B,1,Да
27.54103544962403,2,A,C,C,0,81.02507140089672,1,B,D,B,1,Нет
43.02017083267683,4,B,C,C,1,35.6998873991447,2,D,C,D,1,Нет
7.83030618780205,1,D,B,A,0,25.919395492668475,5,A,B,A,0,Да
57.648569645974504,4,C,B,A,1,85.0856552771033,1,D,D,A,1,Нет
13.506193941251055,4,A,C,C,0,24.601007606505988,5,A,D,B,1,Нет
59.645960474603285,2,C,C,D,0,88.51774176670985,5,B,D,A,1,Нет
91.42823720665147,1,B,A,A,1,47.709343716105955,2,C,D,D,1,Нет
27.612137588171514,5,B,D,B,0,87.21042842638309,1,C,B,D,1,Нет
47.57550230203672,3,C,B,A,1,65.06896216883476,1,C,B,B,0,Нет
37.79539047217844,4,B,D,C,0,27.149168417749625,3,D,A,B,1,Нет
53.404879557336216,4,C,B,C,0,66.04919139662357,4,A,B,C,0,Да
61.05833282455265,5,C,B,A,0,17.512292299913,1,B,D,D,1,Нет
85.51063486238472,4,D,D,D,0,26.51269815804754,2,D,C,B,1,Нет
99.17997520348504,2,D,D,B,1,99.65031083460514,5,C,D,B,0,Нет
16.384149253739512,2,B,A,B,1,84.132808728518,3,D,D,C,0,Нет
88.58242925240224,1,A,B,D,1,27.04968141274051,5,D,B,A,0,Нет
84.31830332754964,4,D,A,A,0,78.67119039696556,1,D,C,D,1,Нет
22.96317392342566,2,D,D,B,0,9.247958750377517,1,D,B,D,1,Нет
