Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj1_Feat12,Obj1_Feat13,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Obj2_Feat12,Obj2_Feat13,Collision
79.49919768467065,70.8696638286065,4,A,5.044321600268575,2,0,0,2,A,0,35.50776959286447,1,56.32314524363542,7.98961844712045,4,C,57.12290567968876,4,0,1,3,D,1,82.47440253386615,0,Нет
44.997711883199166,44.245483907944404,4,D,65.64372666632173,3,0,0,5,C,0,71.13093706329322,1,91.72890847032187,45.74188869136804,5,B,52.400517623244895,1,1,0,5,A,0,89.7436719874132,0,Нет
41.835587367139105,18.390252346201862,1,D,10.946901490674533,5,0,0,2,B,1,40.92992066426427,0,87.43480696209964,23.4983091769422,5,D,86.13858877635874,5,1,1,3,C,1,57.7827971950329,0,Нет
56.54072240536042,36.66457473196536,3,C,33.25968813744996,5,0,0,4,A,1,43.76489599973454,0,6.551950232475479,12.055250799295658,5,B,57.992697371237156,1,1,1,5,C,1,27.133800977314028,1,Нет
5.607380979326527,76.24495634255697,1,D,87.91970956553044,1,0,0,2,C,0,40.72730531404638,0,90.27736982999119,29.636806484055878,1,A,72.83371677580479,5,0,1,5,A,0,35.02228835197362,0,Нет
54.70648181660284,94.11117405869534,3,C,87.46420168052654,1,0,1,3,D,1,42.50252992019907,1,82.75841806797784,7.908043734149761,5,A,61.66448370113905,4,0,0,1,A,0,14.67760284687516,0,Нет
85.85292066570585,75.31156076257935,2,B,37.74603633254735,5,0,1,2,A,0,27.62090415889166,1,18.762308515524605,60.85173743508646,3,D,81.9637452284798,2,0,1,2,D,0,90.9473054685715,0,Нет
98.68046461308204,57.220637812095255,4,A,20.12198200777311,5,0,1,4,A,0,65.56917587596024,0,60.01305004992168,56.96728233147701,3,C,55.070718804986186,3,0,0,1,C,0,31.345895982532834,0,Нет
86.4338630493905,5.719154028291118,3,B,72.49433143646556,4,1,0,3,D,0,56.34934468898906,0,40.8216673297498,53.88855388130298,3,A,22.18852846300674,4,1,1,4,C,1,84.31385506332856,0,Нет
24.055528732334487,10.400450945248686,4,A,86.25539790236044,5,1,1,5,A,0,6.5617926572642205,1,95.10525451289186,49.32249060532643,2,D,90.54551386344203,2,1,1,5,D,1,90.59829190800521,0,Нет
96.17761262291718,21.61740675606243,5,D,30.034519025333285,3,1,1,5,A,0,79.91086364782869,1,3.497285766634717,14.088962742712285,3,B,4.546269192902786,1,0,0,1,D,1,94.34396134902242,1,Нет
54.324236694064844,70.92860766450364,4,C,77.35658314736757,4,1,0,4,D,0,13.472750711522618,0,8.225989162569014,44.2534873495779,5,D,61.035701377077075,5,1,1,3,B,1,59.76700064844185,1,Нет
56.904449346824684,35.554982913692314,5,D,24.606396528554342,2,0,1,4,B,1,23.742221294217934,1,64.00731708560043,19.490380197184777,3,B,42.230549433906525,2,0,0,3,B,1,15.474145970902153,0,Нет
20.296706836409495,49.02879295317406,2,D,88.51050306061654,3,0,0,1,D,1,95.32576609680245,0,9.025569624241026,66.37559137488252,3,A,49.035294083673975,2,1,0,1,A,1,78.70326682702758,0,Нет
57.6603184097536,99.09268531187844,4,A,63.814750031833775,1,0,1,5,C,1,48.799985865998984,0,1.8438465447379593,48.147274532670515,4,A,80.40981002103729,3,1,0,3,B,0,20.37594067040873,1,Нет
59.05054913066742,85.09813680249592,2,D,56.36310349465363,3,0,1,2,C,1,28.80094878410332,1,74.37659207553803,25.101329689367013,5,A,82.1896432549635,5,0,1,4,C,1,51.80701018487027,1,Нет
53.39893998323538,51.4553096931496,1,B,1.9098382232167421,5,1,1,3,A,1,37.35720129329011,0,80.77664880521904,60.145958579642624,2,B,23.905586443991133,1,1,1,1,C,0,48.38108691919414,1,Нет
45.81252802735656,53.088435799468904,3,D,66.61031003436098,3,1,0,3,C,0,57.07392144949645,1,96.47461249145218,1.1948690512066484,5,C,17.950787273081026,4,0,1,3,B,1,12.254323203789175,0,Нет
47.73678270968471,73.2387645938545,1,A,86.58136890555652,1,0,1,3,A,1,76.00315905059529,0,85.55877583875713,98.51172919139478,5,A,58.53303854945749,1,1,0,2,D,0,1.7520662782927743,0,Нет
19.592194888699822,81.21619511913303,3,B,52.96616696630827,2,0,0,2,C,0,82.33584878180234,1,18.176375859393033,8.503852921058696,3,A,74.109390672075,1,1,1,2,B,0,55.17005682115066,0,Нет
62.25380827961624,41.711731108534934,4,B,17.850345480968034,5,0,1,1,A,1,59.13179955417448,1,52.97331731685952,52.433334835929436,4,A,84.3406408754949,3,1,1,4,C,0,66.16548244375794,1,Нет
77.99591892365511,33.33622672736348,4,A,86.35111242846052,2,1,0,3,A,0,80.0725813801418,0,1.9325170421498394,5.136495573928535,4,A,36.07318799270674,3,0,1,1,D,1,87.76619846216404,0,Нет
2.3354782475157987,5.818389162158,1,C,1.8733566399562918,4,0,0,2,C,1,78.17863806212014,0,88.96444708652469,32.06931645991635,4,C,73.70238017903797,2,1,1,5,D,1,3.338184896854579,0,Нет
38.031069453196054,58.23762734622292,3,D,30.517771083110723,4,1,0,5,A,1,9.15906616231652,1,66.57729213264426,39.51953015979973,5,A,42.26702064142135,5,0,0,2,B,0,39.255160141756775,0,Нет
35.12027418941774,9.438483288654286,5,D,77.71508948395042,5,0,1,5,A,1,44.8500649432901,1,2.2422967889138334,9.277261489597233,2,A,28.67152389453549,1,1,1,2,C,0,4.92593552781293,1,Нет
66.26325189653488,16.63280153616181,2,B,88.30012583789562,3,0,1,3,B,0,51.12099031600602,0,46.791078959808885,86.8251698964037,5,D,65.22266836893795,1,0,0,4,D,1,72.86965783723363,0,Нет
84.18442259569186,1.0831037813579525,4,A,76.44539753547286,3,1,0,1,D,0,16.682328067560594,0,59.351874150058684,56.82302466898956,3,C,87.18243194053662,1,1,1,1,A,0,72.04811475457892,0,Нет
63.56579251417246,51.18313927244722,4,A,23.38112839252893,3,0,1,1,D,1,61.583918957906626,1,49.03676889119154,27.3103780301316,1,A,56.489783842388434,2,1,0,1,D,1,24.243460246384927,0,Нет
28.78504880905799,82.69220588861388,3,D,23.324758156145396,5,1,0,1,D,0,99.74379632167165,0,50.65864931301592,37.754159992982196,4,D,32.47189005496056,3,1,0,3,C,0,99.22711169996877,1,Нет
32.15196878090778,44.42502335257554,2,D,31.07321546037205,2,0,1,4,C,0,57.558654481589734,0,13.643629484550669,87.75940682039044,3,C,45.61682534571182,1,0,0,1,D,0,68.70732807083915,0,Нет
78.1607532870694,48.72413699490302,1,A,89.78458791259068,2,1,0,4,B,1,83.39919474533882,1,28.582590298449816,83.9529396777972,3,C,49.331049516990134,1,0,0,1,C,0,22.460299584481113,0,Нет
9.854137715988664,59.88341710081579,4,D,97.15738269547374,2,1,1,3,A,0,74.15451200127372,1,15.494559823755216,33.75751054211907,1,B,44.90881741592248,5,0,0,2,D,1,91.56788685227414,0,Нет
51.2055711082547,46.257337899375884,3,A,39.07753036988545,4,0,1,2,A,0,31.45213549697892,0,58.93969817754403,24.016380940345805,1,A,34.601358513421175,2,1,0,3,A,1,72.19683159322923,0,Нет
54.535240593645206,50.18587121993542,5,B,3.651458495470794,4,0,1,5,B,0,84.55631544747865,0,9.718193671033715,14.19362905029823,5,B,68.29501899751914,1,1,1,2,D,1,17.993698825518866,0,Нет
10.716828653580357,11.16430361877805,3,C,37.1779430350562,4,0,0,5,B,1,92.7043013921936,1,14.834977303936503,98.80240354389109,2,B,59.731871294822255,1,1,0,5,A,0,41.73785253248751,1,Нет
3.8762661807628884,99.4432531576485,1,A,67.67384584586506,4,0,1,3,A,1,3.0807598493620802,1,96.82766528776435,33.533283016316005,3,D,13.386028420095142,4,0,0,1,A,0,12.95267460326912,0,Нет
32.088711261641855,63.154724198685244,2,B,34.357240296126925,4,0,0,2,B,1,32.96320752170294,1,70.0231181593579,75.17528382556459,3,C,29.654812031270396,5,0,0,1,D,0,25.165569401179656,1,Нет
42.38222927317733,19.778223447870158,3,C,51.08932558087446,3,1,1,2,A,1,62.729204481753264,1,93.95988984302909,87.65657300951506,4,A,13.611278285507,2,0,1,1,A,1,29.444885293485655,1,Нет
69.70746120299212,16.24092765281001,4,C,31.726047377496137,3,1,0,3,A,0,75.89899261401449,1,14.105009531218894,91.71146080824484,4,A,36.960975934749705,5,1,0,4,C,0,94.9686668096176,1,Нет
7.878041623192644,61.488444892999205,4,C,6.672482314440775,5,0,1,2,C,0,77.08709445400383,0,1.2924091601944965,78.94206786063948,1,B,87.12135091231106,4,1,0,2,C,0,26.50464210352058,0,Нет
16.819442430529907,51.583441660652994,3,D,82.02640111919337,1,1,1,3,C,0,18.32248140966295,0,43.4602295692884,58.281667912958405,1,C,13.005091103268185,5,1,1,4,B,1,93.76719227770613,1,Нет
49.91580138232607,69.84227971496436,5,B,88.05309381843927,1,0,1,5,A,0,79.57487098421262,0,21.926214747750215,2.4432666701276307,3,B,85.38552573266858,2,0,1,5,B,1,6.258634749345449,0,Нет
18.44683049353216,59.35419299407755,2,C,26.551161986146777,5,0,0,1,D,1,88.73273443886394,0,12.740537783960681,75.09546499846488,4,B,51.00057133458704,3,1,0,5,A,1,60.95091788480143,0,Нет
25.98772980773011,11.735059725968233,1,B,3.7887565241182086,3,0,1,4,D,0,25.99719246880725,1,24.187384737646234,99.8803044159344,5,D,35.04536035585607,3,1,0,5,B,1,88.71911141405647,1,Нет
15.0579352019519,69.78777554612982,3,A,25.411918050410343,2,0,1,3,D,1,93.99678621857525,1,21.07904858967674,83.48651731383,4,D,7.868812626550148,2,0,1,3,A,0,48.331859415603276,1,Нет
52.95067105675969,21.100287555750896,2,D,52.53075032744994,3,0,0,1,B,1,30.302638830978246,0,32.18639311986158,19.203989851885204,1,B,45.76587302588086,5,1,0,3,C,0,22.598970365650572,0,Нет
10.831074939571927,11.564424663692485,5,D,67.32602716968134,5,1,1,3,B,0,5.661210522935245,0,29.491444722362935,26.459178398684525,1,B,25.18590114473017,5,1,1,4,A,1,63.8740249387017,1,Нет
0.6868450451327446,3.0286670662682202,2,C,6.554471058317912,5,1,1,4,B,1,54.94835929020897,1,67.69681623177544,83.9476453727546,3,B,75.77668567891777,3,1,1,5,B,0,76.52404833102534,1,Нет
64.25804228279075,27.953475794693006,1,D,31.032927031779067,5,0,1,1,B,1,90.36970941570827,0,68.96987696794017,92.30101585931855,3,B,64.12753064826138,2,1,1,2,A,1,34.45174421727708,1,Нет
56.85228997108433,98.60516426246126,5,C,82.17374701573405,1,1,1,3,C,0,63.917414333745896,0,27.112582313313517,32.84908606999301,1,C,39.45848258387284,1,1,0,1,B,0,60.97273106589459,1,Нет
85.40254827913196,16.381577618932774,5,A,93.49737348029979,5,1,0,4,D,0,99.76413228252628,0,32.09411420351274,10.347494201610674,5,B,20.268590300784084,4,1,0,3,D,0,45.52432364955188,0,Да
81.31455460712918,42.72025353883711,3,C,88.54351942388354,4,1,0,2,C,1,61.85751778356576,0,81.7750561448544,54.82066533400769,2,B,82.03795523537512,4,0,0,2,D,1,14.321172468513844,1,Нет
29.048282276252902,36.605155040086544,4,A,87.10423091560553,5,1,1,5,A,0,3.008566243101718,1,35.023663933776795,17.269579833521178,4,C,74.00493294421256,4,0,1,4,A,0,34.19839295413609,0,Нет
33.980235058351504,37.901916752804574,4,A,12.469587735669673,4,1,0,3,B,1,50.26036360776407,0,34.008808430869706,73.02369712423886,5,A,86.56071853315066,1,0,0,3,A,1,79.92900645033913,1,Нет
20.365843621662137,12.876541018644838,1,C,67.63085667278604,5,1,1,3,A,1,46.7629964076571,0,50.99790633108432,2.145263792963492,3,D,98.68824404206502,1,0,0,3,B,1,75.44518312288349,0,Нет
38.02061547015898,1.1997939972357097,2,B,28.22543951110761,3,1,0,5,A,0,0.5331501916175374,0,55.174731231617876,23.429835981771753,4,D,17.453939941174422,5,1,1,5,A,1,77.66858348807402,0,Нет
21.01597920842041,41.69582197461743,4,B,74.19668712970851,1,1,1,2,C,1,86.2837064591742,1,95.24123969519972,84.37160823448052,2,D,74.8654325856059,4,0,0,2,C,0,60.52957585464094,1,Нет
42.96866005472112,93.93081914731759,4,B,7.582816363577272,4,1,1,4,C,0,92.50213803684349,1,17.355702809892115,60.1743410962948,5,B,32.06196353820119,3,1,0,3,B,0,12.563490457219562,0,Нет
72.24087797784881,41.40443969816056,3,B,53.85569263352009,5,1,0,3,A,0,48.517959597731284,0,97.29139349530567,90.98094618130096,1,C,11.183593758875665,2,1,1,1,C,1,75.97033582228863,0,Нет
71.46568467738834,57.19039511042453,3,D,6.246983002219009,3,0,0,1,B,1,91.96220029587239,1,27.150244339879038,21.614327996416982,4,A,89.77087134310749,2,0,1,5,B,0,92.47270441292349,1,Нет
89.04331114082679,40.73415053511816,1,B,42.07787163212405,4,0,1,1,A,0,65.21199895997842,0,78.39829566097414,77.70737897354245,2,C,86.22003884056329,2,0,0,4,B,1,53.21534697973734,1,Нет
96.33801231833675,52.65428907676053,3,B,35.767895867068866,3,0,0,4,B,1,85.49910813087456,1,9.29016977271372,8.161863256186642,5,A,13.780244839525867,3,0,0,1,C,0,91.60938828762292,1,Нет
7.211195196587794,85.56785253118167,1,D,9.10568851287794,3,1,0,4,D,0,1.1681803702483173,0,17.94954580457181,46.46439045876417,2,B,36.00145470468128,4,1,0,2,B,0,77.27888376407218,1,Нет
84.71772983650015,28.803481916902594,5,D,47.2751088949658,3,0,0,3,A,1,92.96777819428989,1,89.9258591556004,84.35499794816859,3,B,59.97889089776296,2,1,0,1,A,1,33.743944706003404,1,Нет
27.358903977894943,2.493370827872343,2,B,71.73557552268093,2,0,1,1,D,1,10.246865725131983,1,31.84966868894715,16.46935393307418,1,D,89.23185714260248,1,0,1,3,A,1,11.256330176472872,1,Нет
61.07726632367124,71.34574025656252,1,D,29.72583582729772,1,1,1,3,B,0,38.971885172336506,0,73.56249692263178,98.7131285684238,1,C,35.57307664240403,5,1,0,2,A,1,80.0783695572257,0,Нет
45.80254256873503,67.70928867470084,3,A,3.9702221396666237,3,0,1,1,B,0,75.00987633978151,0,81.5583505536959,3.635294746395612,3,A,41.7332990798276,2,1,0,1,A,1,59.375851741302675,0,Нет
37.225763066649385,15.51004737812891,3,C,43.522815669689194,3,0,1,1,C,0,45.894772824154416,1,24.358074564708133,4.736007589228963,1,D,4.2264793412185035,2,1,1,5,A,0,2.297714940971629,1,Нет
61.40634584723268,3.3466122351851535,3,A,71.73582526510425,5,0,0,1,D,1,16.59354177144987,1,34.23610034128214,63.85465217533891,3,D,80.27467227909105,2,0,1,5,D,1,81.5211911245184,0,Нет
45.73102222534599,22.85209661698582,1,B,43.38434787823119,2,1,0,4,D,1,89.43635881737802,0,30.167694758947118,1.9900936469665509,1,A,18.525364273065126,2,1,1,2,C,1,38.27863053393399,0,Нет
41.495264698145206,80.19962115279526,3,D,37.35447944212063,2,1,1,5,B,1,5.64947540034767,1,39.62367228969248,5.68381765660958,2,A,40.95886446962823,5,0,0,1,D,1,72.44799565037204,1,Нет
65.55899500395064,10.760208114581292,2,D,4.532406664179445,5,1,0,5,C,0,92.0280377150378,0,95.91697556010897,43.42450942903725,2,C,34.7673428954688,5,1,1,2,A,1,17.552053940279034,0,Нет
63.8095411318923,89.78657856459135,5,C,79.42072614845178,4,0,0,3,B,0,50.66405943460987,0,74.93401379459881,52.978174720739425,4,C,92.20158297221104,5,0,1,3,C,0,31.97981178346373,1,Нет
32.984397833158376,64.67663282322013,2,C,19.320163859956473,5,0,1,2,A,1,85.65858294700016,0,11.40792981108012,78.98398228294113,4,D,80.70860491722868,4,1,0,1,D,0,54.90690807935922,1,Нет
56.636184459000596,19.782265279116018,5,B,77.1991226268268,3,0,0,3,D,1,54.2703127140192,1,49.27430559428399,53.9382101056892,5,C,90.01439133616846,3,1,0,3,B,0,88.3730674770445,1,Нет
88.48357234377252,69.98570057690736,4,A,28.372000160286927,1,0,1,5,B,0,70.83868974463088,1,33.79143087582926,99.033262950018,5,D,6.211079470074187,4,0,0,1,A,0,54.00128632693909,0,Нет
68.40788370577424,83.82181634061209,3,A,48.32570956714917,4,1,1,3,A,1,11.493576716217879,1,75.22297409654335,20.72479915187658,5,D,90.51167812840096,4,0,1,3,C,0,32.8755434990949,1,Нет
36.38436047976641,14.086943239331639,2,C,1.1656034737842047,4,0,1,5,B,1,10.199070471911241,1,89.72708395616715,53.97339024980352,3,D,10.286921637552393,5,0,1,3,D,0,14.337465139553561,1,Нет
4.676810020582744,8.95269528774798,2,C,11.339424206241212,5,0,0,5,A,1,14.813520688925063,1,87.80723685113357,86.22290937386492,4,B,73.11251542170119,1,0,0,4,D,0,55.86309357076454,1,Нет
34.39969187906039,33.27579598770398,2,C,60.59625923970904,2,1,1,2,C,0,30.278723163277576,1,28.054445535654292,19.738412487128866,1,A,26.224440148739582,3,0,1,2,D,0,24.436995002758245,0,Нет
69.91650190405716,6.564208767875501,4,C,45.8644134689126,4,0,0,5,B,1,26.19844618502861,0,30.16618716103907,59.97694829498137,2,D,60.32928267002789,2,0,0,3,C,1,40.60919624754432,1,Нет
6.661502053186652,23.50902213829398,4,A,94.94862973051539,2,0,0,5,C,0,4.304605210098966,0,35.351566664378396,0.5980714173567714,5,B,26.10930906673026,4,1,1,5,D,1,18.488287353547538,1,Нет
46.02534713866735,21.27748170944621,1,C,83.11482897956046,3,1,0,4,B,1,90.26915387401831,0,98.73004802428522,25.22522718806972,1,C,28.712692403507447,2,1,1,3,A,0,65.44453049760637,1,Нет
14.096286566904547,18.149008319351523,5,B,1.739195920774994,2,0,1,3,D,0,18.0247102553734,0,28.193419847277703,31.612009769185978,4,D,97.99037797929127,4,0,1,4,C,1,99.49954656358383,0,Нет
5.26635860954684,91.52864497378414,5,A,79.00769126068137,5,0,0,5,A,1,18.71854898991273,1,11.241668648180237,18.88894653667399,5,C,60.0555990704812,2,0,1,4,C,0,48.056322402402984,0,Нет
5.307889355547579,60.60897267190375,1,A,44.600756768598394,4,1,0,3,D,0,2.1133639613372224,1,99.83091060469505,8.122192980737852,3,D,34.219875272736864,3,1,1,4,D,0,28.63608341743713,0,Нет
88.2454690130599,39.71032474071979,2,D,39.41480734916431,5,1,0,1,C,1,58.56932444226396,1,20.550468607802163,18.603223003553882,2,C,20.201206434620968,5,1,0,3,C,1,26.68422281043381,1,Да
94.18797217542662,88.3939024940018,4,C,70.96519578255183,1,0,1,4,A,0,26.164724430914898,0,11.744428942120333,37.21377524649292,5,A,62.57757193794509,5,0,1,3,A,1,60.49537486906607,1,Нет
13.160166863558187,19.85039200034623,1,A,73.91939291123468,1,1,1,5,A,1,43.88074897862898,1,63.378585304619385,24.551327022978477,2,C,53.5324402209294,4,1,0,5,D,0,8.334677737313056,0,Нет
49.58049106977994,60.26784061339426,1,B,40.26293074429312,1,1,0,5,B,1,17.748622165044527,1,18.434650536162412,16.361215809913165,2,A,44.46809717177453,5,1,0,4,B,1,77.29219738654987,1,Нет
83.04762621409473,47.87770789146069,2,B,50.34824435642056,4,0,1,3,D,1,7.888472828444915,0,24.692769628007394,60.41974791439709,1,A,13.439756916317268,2,1,1,1,C,0,99.10534520242777,1,Нет
65.22231958350375,62.050872359988865,3,A,34.48822388448498,3,0,1,4,D,1,56.241302764755275,1,82.62443319984821,5.073134272922653,3,A,10.633914806687372,3,1,1,5,D,0,97.57063486238805,0,Нет
71.61891388466707,67.65127465492607,2,B,52.485601894552545,2,1,1,3,D,0,5.913462803462577,1,15.867589152926875,41.42376719872378,1,D,52.41031623186995,4,1,1,2,D,1,70.19506023218906,1,Нет
81.9792329927393,61.95458936399285,3,B,9.583964530139156,5,0,1,5,B,1,49.03697887729599,1,85.13779999340527,74.8256923250431,4,B,14.211109860416949,4,0,0,2,D,0,16.67985355834881,1,Нет
35.527187360693425,9.942678191836363,2,A,36.32450996292439,5,0,1,2,B,1,88.13900249420334,0,50.77795864605654,13.980329593115282,4,A,95.41806454509006,1,1,1,3,D,1,92.95829346371602,1,Нет
53.45620128259906,3.707709410589044,5,B,91.56961096361995,2,0,1,1,C,0,64.73214545368748,1,30.72964169059017,24.593742999553626,4,C,20.444549918679822,1,0,1,3,B,1,47.222004643744064,0,Нет
56.43008252571045,41.41770310808912,3,D,52.69653230647522,5,1,1,2,D,0,13.16401402681282,1,78.33118974526158,82.27602676871192,4,B,55.361450008542846,2,1,0,1,D,1,25.300998429303412,1,Нет
61.775930283005174,26.20561636617792,5,A,46.452072557883604,2,0,1,4,A,0,26.669534702005738,0,68.11685846148133,25.49837886873124,1,C,40.465801689004635,3,1,0,5,C,1,20.591274727487587,0,Нет
58.280771496383366,62.800243682229414,2,D,39.82184410951815,2,1,1,1,D,0,65.54541098503081,0,36.48914115027253,34.70768803624891,4,B,99.50069854493118,5,0,0,4,C,0,68.05710201148733,0,Нет
46.43475397599192,24.311457794315295,3,B,5.370313256516745,5,1,1,4,C,0,39.07761158600616,1,0.15644010561436383,61.43341672218323,2,D,49.63827314221919,2,0,1,3,C,0,5.651357348296626,1,Нет
96.02829207443271,30.129292352920846,2,C,45.792318676694244,3,0,0,1,C,0,66.75703482550553,1,42.65041045833442,2.1611637275412487,4,B,26.61257771525427,1,0,0,1,A,0,0.012448761515504447,1,Нет
81.80995809798341,2.452155514122789,1,C,4.2884230575192195,4,1,1,2,B,1,10.68101997229749,0,35.44750985495418,63.38387266890714,5,D,8.880102177200143,2,0,0,2,C,0,54.463617502183546,1,Нет
27.283610673064985,21.76706688930906,3,A,94.01998230170844,1,1,1,2,B,0,60.25653043707214,1,68.30205676225786,19.56794357695958,2,B,92.28918130359052,5,0,1,5,A,0,10.914955701202345,0,Нет
76.79530779974365,17.819746361085677,3,D,3.4290180604644838,1,1,0,3,D,0,67.17795341122115,1,23.75159470413668,6.4484419638199615,1,B,90.65778741697909,3,0,0,4,A,0,37.77586751313359,0,Нет
82.44033376960854,6.271791929519665,4,C,88.38274521124954,4,1,0,1,C,1,81.9799063556755,0,42.82449118044749,43.50679835174305,3,B,61.53179806503829,3,0,0,5,B,0,15.910220756768512,0,Нет
71.7097748416433,14.993055202849703,1,D,76.70189626844946,1,0,1,4,D,1,30.3033301931507,1,43.37584739378413,90.49587328528078,4,D,3.485700982980766,1,0,0,2,B,1,65.6826771925126,0,Нет
10.523727178310649,81.5394954300498,2,B,79.43903593637025,3,1,1,3,D,0,0.2817374719657706,0,45.797645592074254,35.73034004058345,4,A,20.22624246437623,3,0,1,4,C,1,96.80564038189434,0,Нет
69.85685874771801,59.945973866839665,1,C,59.887572181714596,1,0,1,3,B,1,27.25842128979048,0,76.87895354673479,80.09240884115097,4,A,17.40339911413935,4,0,0,5,A,0,50.837124373235376,0,Нет
91.14219603658073,60.6730182250967,5,B,31.02856279057937,4,1,0,4,C,1,49.39646717689794,1,79.62347768636452,0.5135283401225377,3,A,1.0800720561518817,4,0,0,2,D,1,37.40521115810914,0,Нет
83.57172681136001,55.284605277852904,3,A,69.76328532949626,4,0,1,2,D,1,29.334933377770877,1,52.331791644398464,93.5140329177905,3,C,4.735925325584278,1,0,0,1,C,0,47.186921366873335,1,Нет
9.527585169736575,81.67492972317572,4,A,23.089532581100304,5,0,1,1,D,0,4.017403181602575,1,23.733361658866425,3.082007828387079,3,A,92.69275062852714,3,0,0,2,C,0,12.226550630324128,1,Нет
87.2132790269878,6.520737288461809,3,D,90.32276417103928,4,1,0,2,B,0,14.75994951705053,1,37.408832802928046,16.408693107880147,2,C,15.160281673525267,5,1,1,4,A,1,48.50619412452948,1,Нет
40.40312434730868,37.419896207011035,4,A,43.456923156419315,2,1,0,3,D,0,16.19169149556603,0,14.653759483227946,73.2485944194776,5,B,76.17451235122257,4,1,0,3,C,1,2.869814530065462,0,Нет
67.56593232247641,80.975365845743,5,C,9.719382096588225,1,0,1,5,A,0,64.2611099589476,1,72.89516939913574,38.96180683177259,3,C,64.1174966782767,2,0,0,1,B,1,12.79915531532987,1,Нет
19.630257784264128,9.27063639019149,5,B,86.59947206712276,1,0,1,5,D,1,68.19093410533966,0,77.97219933350267,2.512616835159087,5,C,64.36310533597613,2,0,1,1,B,1,52.09482562627499,0,Нет
44.9286494335943,38.6015115155574,4,D,98.22787751156392,5,0,1,1,C,0,30.351754732473914,0,45.28856444775202,87.07417964288567,4,B,72.02907649316626,4,0,0,2,B,1,25.18746953687423,0,Нет
