Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Collision
0,C,2,93.59928925438946,1,A,2,42.59594790678929,Нет
1,C,3,9.683682923887504,0,A,2,20.345879420937795,Нет
0,B,3,13.845208438734103,1,A,3,36.27601109760717,Нет
1,B,1,18.896072145624267,0,D,2,84.40689739438557,Нет
0,D,4,38.021904474356994,1,C,3,52.506112503956935,Нет
0,C,2,25.718479114361347,0,B,3,92.79056900486896,Нет
0,C,2,71.67037193917184,1,C,4,46.36265775402434,Нет
1,C,3,84.65731094923721,0,C,4,49.04133973386199,Нет
1,D,1,66.03764245684889,1,A,4,45.86635988255511,Нет
1,C,4,50.59342562639932,1,A,4,33.74164169868191,Да
0,A,4,38.51289025714401,0,B,5,42.82430052350833,Нет
1,A,5,27.843203500739932,1,C,5,96.44591052850522,Да
1,B,2,39.11623929935709,0,B,1,12.35237192540155,Нет
1,B,3,62.934732682698446,0,C,2,27.409328702870916,Нет
0,D,3,82.45156544342821,1,A,3,50.25364808911793,Нет
1,C,3,47.53328550476259,1,C,4,51.69307093133484,Да
0,B,1,58.44417278047107,1,D,4,45.33580273641071,Нет
1,C,3,23.133369853332862,0,A,4,4.43136317196805,Нет
0,A,3,69.88218166352077,1,A,1,74.76239267215522,Нет
0,B,5,25.296623060962233,0,B,2,46.94148640185111,Да
0,C,4,30.91612407010912,1,B,4,74.1196586297262,Нет
0,A,3,1.4729002114829415,1,B,3,26.411715170131124,Нет
0,C,3,96.8332098494828,0,D,3,3.931365968570022,Да
1,A,3,18.865132143432184,0,B,4,8.24874597529388,Нет
1,A,4,20.383617534394315,0,D,3,45.189501423522906,Нет
0,C,3,74.520017753554,0,B,2,29.798566313142228,Нет
0,D,5,2.083339182524546,1,D,5,27.896581294405397,Да
1,A,1,44.85624281067848,1,C,5,55.68176485909777,Нет
1,D,4,10.647841040321104,1,D,4,81.80837680632028,Да
0,B,1,25.166627138548147,0,C,5,12.772168994032441,Нет
0,A,5,63.42332315096526,1,C,4,89.64508275920915,Нет
1,D,5,75.58546238717405,0,A,5,34.84665734638086,Нет
0,D,5,33.55394552498522,0,B,4,30.697392519428913,Нет
0,A,2,56.50984111470352,1,C,1,15.667479684355046,Нет
1,D,3,18.932804337284438,1,A,4,83.38608289372385,Нет
0,A,3,13.113850554356066,1,C,1,20.499646873347544,Нет
1,B,3,4.189432596597986,0,A,1,77.62618456592284,Нет
1,C,1,44.27056070684697,1,A,4,63.48884790305199,Нет
0,D,4,41.281486626056484,0,B,3,7.470259116099786,Нет
1,B,1,23.579964665936657,0,D,2,27.112274438759364,Нет
1,C,3,49.038345664363526,0,D,3,75.01829307126533,Нет
0,B,3,27.62482900363048,0,D,4,14.991770139235062,Нет
0,A,4,49.044381290973625,1,A,4,87.57843757797411,Да
0,A,2,6.6180732535374815,0,D,4,82.74765344361731,Нет
1,A,5,5.782926461761829,0,C,5,32.748389327267176,Нет
1,B,5,84.60561883086834,1,D,5,60.817306870504,Да
0,B,5,91.99544927946829,0,D,1,22.406489831002762,Нет
1,A,2,34.33320184281655,0,B,2,69.28433597848115,Нет
0,B,1,35.16163822317571,1,B,4,34.786441984008945,Нет
1,D,5,78.2677206470663,1,A,5,71.44380724732613,Да
1,D,4,94.62622275968205,1,D,5,26.3751512695676,Да
0,B,2,39.672113943313605,0,B,4,77.04811271959097,Да
1,A,1,8.579518353679028,0,D,1,69.44120461997674,Нет
1,A,5,59.939511765403864,0,C,2,76.62929424794473,Нет
1,D,5,90.57793797191476,1,B,5,53.36265118376063,Да
0,C,3,21.53026523482573,0,A,5,97.9863229900719,Нет
0,A,2,15.884092744938627,0,B,4,81.06058798713491,Нет
1,D,3,12.965949826474986,1,D,5,11.954655547472893,Да
1,C,4,61.28576670971899,0,B,2,54.24296020834311,Нет
1,B,5,58.35644311532734,1,D,2,63.3118028550249,Нет
1,D,4,0.7492315295615226,1,A,1,66.32946992418913,Нет
0,B,2,36.99592015988774,0,B,3,68.2711630949849,Да
0,D,1,34.25966313449238,0,C,5,8.603139385758574,Нет
1,D,2,94.06864296940675,0,B,5,83.6752743809609,Нет
0,C,1,29.67233138129225,1,C,1,17.19548773253987,Да
0,C,1,24.416421343902307,1,A,2,20.16517972947417,Нет
0,D,5,75.31330789695949,1,D,3,11.6101480654471,Нет
1,B,1,4.012083980926651,1,C,5,33.92982712999984,Нет
1,B,1,48.93595240551474,1,A,3,45.51557894319947,Нет
0,D,5,85.52979249183646,1,B,1,41.14541522668682,Нет
0,A,4,35.2406299587968,0,C,3,2.7591432805286864,Нет
0,C,5,25.661255667169836,0,A,1,7.429769213265458,Нет
0,D,2,83.08440736622165,0,D,1,62.333269718317254,Да
1,D,3,17.999378134754984,1,C,4,47.80447685866699,Нет
1,D,1,20.699814060917166,1,A,1,34.51986078366952,Да
1,B,3,24.070043920236607,0,A,4,0.6794518324025223,Нет
1,C,5,13.19583953019875,0,B,1,42.59199455764896,Нет
1,B,2,53.07135136870518,0,D,1,78.5467039090076,Нет
1,D,1,85.0874776495026,1,D,3,58.082565033565444,Да
1,C,3,74.91088761540631,0,A,2,81.81474193892184,Нет
1,A,1,47.26123678519696,1,C,2,68.4234347032275,Нет
0,C,2,29.95841628064334,0,D,3,96.72513470718185,Нет
1,D,5,71.93461119293639,1,C,5,45.84255205943267,Да
0,D,4,27.621669911551294,0,A,4,94.41640877899174,Да
1,B,4,42.66333312057065,1,C,3,38.49528803770429,Нет
1,A,2,74.89588186036698,1,A,3,17.94268126103935,Да
1,A,3,99.38242143941206,1,C,4,17.201953561019867,Нет
0,B,1,83.89750166949923,1,A,3,30.950100584462692,Нет
1,B,1,42.603520493239785,0,A,4,6.032663084664424,Нет
1,B,5,38.62982527801858,1,D,3,7.098611133620702,Нет
1,D,3,36.98080637855543,1,A,5,54.4138499699169,Нет
0,A,5,63.660930122783,0,C,5,89.29182625453097,Да
1,C,1,67.75901333919238,0,B,3,2.6286216968827603,Нет
1,B,3,88.97361194995726,0,A,5,87.96754649931329,Нет
1,C,1,11.045705939075445,0,B,5,59.592883203805954,Нет
0,B,1,56.271640305043924,0,B,3,92.30542354983864,Да
0,B,3,53.59427566227104,0,A,3,58.278346410132386,Да
1,A,3,81.24544169778095,1,C,3,18.03361333279414,Да
0,A,5,6.674666737309121,0,B,5,7.9949497995986825,Да
1,C,2,31.32873635919732,1,D,2,67.71280387242548,Да
0,D,5,70.88506352721765,0,C,1,34.99812446962585,Нет
0,D,1,89.27352516919987,0,A,1,5.047849364518808,Да
0,C,5,31.669262855612203,1,A,3,45.587204450867915,Нет
0,C,3,13.057680809115013,1,D,5,5.093930986418316,Нет
1,A,4,71.62431991304568,1,C,5,91.67064787758163,Нет
1,C,2,70.24572804256404,0,C,5,80.42686749751302,Нет
0,A,3,56.50271282031905,0,D,4,10.001061525393407,Нет
0,C,5,29.80034529716008,1,D,4,55.49620079671319,Нет
0,A,5,47.982153592282714,0,A,2,10.756917427911505,Да
0,D,1,78.90296491490749,1,A,5,16.74610402291651,Нет
1,A,5,47.12071001212803,1,B,1,49.21231514705633,Нет
1,A,4,37.97039844581778,1,B,2,13.409179045139108,Нет
1,A,5,53.53540105029184,1,B,4,97.45604723980577,Нет
1,A,4,81.09585590617051,1,C,2,83.13617995324417,Нет
1,D,2,73.51390662260525,0,A,3,91.77924151066654,Нет
0,C,5,27.757060912410815,1,B,3,9.809775513497776,Нет
0,D,1,15.235718911671093,1,C,1,21.914133856858864,Нет
0,C,3,63.425849336706186,1,A,3,3.049908939643675,Нет
1,B,2,66.31031520961538,0,A,4,81.82286177122916,Нет
0,C,1,81.90712599936094,1,D,5,76.55946053681608,Нет
1,D,1,61.67612299539654,1,A,1,84.04552139632938,Да
0,D,2,9.253882505787626,0,B,3,24.520321344037832,Нет
1,B,3,15.18798508351974,0,B,5,1.9505269777956524,Нет
0,A,2,77.1907669703709,0,D,3,89.39869949026838,Нет
0,D,5,52.25942465981125,1,A,5,21.662943032354697,Нет
0,B,5,85.08001895671077,0,B,5,41.023597464205,Да
1,B,1,88.61844856176408,1,D,5,67.96394806279156,Нет
1,A,1,88.56667439305579,1,A,4,6.519781909800326,Да
1,D,4,73.17558682049643,0,A,1,66.54849941026654,Нет
1,C,3,85.64552178887017,0,C,4,9.002764252690575,Нет
1,B,1,37.12867111398849,1,C,2,96.84478501362815,Нет
1,B,4,17.572731000771057,1,B,4,38.537241623347974,Да
1,B,5,19.73402895040588,1,D,5,88.00069447203215,Да
1,A,2,16.25927332726842,0,D,4,92.01452830562312,Нет
1,D,3,42.094812837940864,1,C,4,88.75244910155602,Нет
0,B,2,59.0942129715997,1,C,1,65.92553831704173,Нет
0,D,1,22.80368687828249,0,C,1,57.830593013850304,Да
1,C,1,42.978305617834245,1,C,3,60.34029317645637,Да
0,A,5,73.9494689871097,1,D,5,10.668953939252212,Нет
0,C,5,2.3491854679729696,0,B,4,65.85729397153635,Нет
0,C,4,21.25220348315625,1,D,4,93.17713378757794,Нет
1,C,3,35.14610062296097,0,C,2,70.10028574300345,Нет
0,D,3,65.64200226890729,1,A,2,54.87142581036489,Нет
0,A,5,36.61468411856351,1,B,2,74.81748360454428,Нет
0,D,3,16.99101290174999,1,D,3,57.457771596631545,Да
0,C,4,10.25080287055693,1,D,1,70.84172591121074,Нет
1,A,2,19.978135009503195,1,B,3,55.513098776722494,Нет
0,C,2,20.268682622595602,1,B,2,9.31888944986331,Нет
0,B,4,35.60487395502712,1,A,3,69.70041789483605,Нет
0,A,4,4.838744090625003,1,B,5,56.9522816540878,Нет
0,A,5,79.8031387954044,0,A,3,68.34760317640564,Да
1,C,4,26.575651763720543,0,A,5,40.04628615154778,Нет
0,B,1,31.72550735647607,1,A,2,99.53128119412705,Нет
0,D,3,6.799950701243396,0,C,1,13.607047700736741,Нет
1,B,5,6.516041401924211,0,B,5,76.0222046425318,Да
0,B,1,97.73800750478131,0,C,4,97.75085333400003,Нет
1,A,2,73.3811827747353,0,C,5,80.35266622455472,Нет
0,D,2,77.5231624456594,0,D,4,0.3921800443661305,Да
0,A,3,64.03756209585957,1,D,3,1.825215491059784,Нет
0,A,1,36.112966992675744,0,C,2,16.019247407511727,Нет
0,C,1,98.65729368317191,1,C,1,13.135067387219102,Да
0,B,4,81.3854565761285,0,B,1,38.275686277140274,Да
1,B,1,66.48392551164484,1,D,2,33.77897892331055,Нет
0,C,1,70.37440685088319,1,B,2,34.54142952155686,Нет
1,A,2,61.446583527154594,1,C,5,32.41989541513984,Нет
1,D,1,60.066064006593635,0,B,4,69.69437273069681,Нет
0,A,3,54.375016670647206,1,D,5,45.23088617003393,Нет
1,A,1,35.615805738883545,1,A,4,84.93745829259863,Да
0,B,2,69.22372286922025,1,A,5,8.73868068194289,Нет
1,D,4,75.02032644976858,1,B,4,80.95357443490971,Да
0,C,1,95.41608047969318,0,A,1,92.50207568110032,Да
0,C,2,14.802233561144906,1,A,5,86.91276826192846,Нет
0,B,3,12.673977649067814,0,C,1,95.04892026840149,Нет
1,B,3,76.8456841087388,0,B,4,46.82625196445759,Нет
0,B,3,41.70910524478375,0,B,2,80.9502046253943,Да
1,B,3,46.80278922456449,1,A,2,71.02519188309157,Нет
0,B,1,30.449051266606176,1,B,4,48.32582233421394,Нет
1,B,5,22.89246466780508,0,A,4,61.857957976233955,Нет
0,C,1,82.77486632304725,0,C,3,40.453520178370795,Да
1,D,3,83.08400119573372,0,C,1,47.385035692446294,Нет
0,C,1,24.639747284047363,0,D,5,23.204969255470477,Нет
1,D,1,72.70879076603363,1,B,4,17.47105428889769,Нет
1,A,1,28.500714927065317,1,A,1,19.90579921985185,Да
1,C,2,79.93797273528016,1,A,4,29.194529736113484,Нет
0,B,1,54.70054489485431,1,A,4,68.67501119296358,Нет
1,D,1,34.1477820041528,0,D,5,77.04967985161046,Нет
1,D,4,31.32336179495955,1,A,5,61.416068367476925,Нет
0,D,1,20.813555005862906,0,C,5,17.160050331954135,Нет
0,A,4,91.03429045481681,1,D,3,34.33001410827967,Нет
0,D,1,79.48082666491891,0,A,3,96.57569606799203,Нет
0,D,1,1.7020474934296703,0,C,1,95.93776749500873,Да
1,B,2,27.381126233496435,0,C,4,51.52781911346192,Нет
1,B,5,69.93115301162446,0,A,4,72.49016724726208,Нет
1,C,2,73.97708318520453,0,A,3,41.29173813713452,Нет
1,C,3,84.21723179135834,0,B,4,32.981215682624864,Нет
1,A,4,88.54521790216387,1,C,4,89.91145273442483,Да
1,D,3,46.21184144815654,0,C,2,36.751712027469694,Нет
1,B,2,31.895902457352797,1,D,3,17.216430359285372,Нет
1,A,3,0.3428195736947526,0,C,5,81.93712144929262,Нет
0,C,4,92.52288189828913,1,D,1,61.759171020550895,Нет
1,A,3,57.81078903115924,0,D,4,7.034639411026089,Нет
0,B,5,66.35458776175764,0,D,4,46.433366854759164,Нет
1,B,4,74.06960636866762,0,B,3,99.69684821603266,Нет
1,B,1,93.89540438191084,0,C,3,20.07911667888661,Нет
1,C,3,69.85851535132223,1,B,4,4.507303271062857,Нет
1,B,4,84.82401363977455,1,B,3,24.26563246415734,Да
0,C,4,21.598246375180107,1,B,5,42.90056586387938,Нет
0,D,5,30.4342400212959,1,A,5,83.45681063522701,Нет
0,D,2,41.38088185080156,1,C,3,85.60206779925211,Нет
0,A,1,35.593616772632345,0,D,2,57.517495495169356,Нет
0,A,2,91.90321736577606,0,D,5,22.972945221996387,Нет
1,C,3,30.69521099212915,1,C,3,1.477841625405052,Да
1,D,1,79.41086758714546,0,D,2,21.03498202565589,Нет
1,D,1,76.71146903576155,0,C,1,98.15186939302511,Нет
0,A,3,42.917036777944375,1,D,3,35.77468017253131,Нет
0,B,2,40.36835134142668,0,C,3,18.940222638752925,Нет
0,A,3,88.25591339399013,0,A,4,20.730327052044274,Да
1,B,4,16.37945863762106,1,B,3,40.9337488747645,Да
1,B,4,23.456492060446333,1,A,5,51.40001855999138,Нет
0,B,3,66.78148937293196,1,C,4,42.641962866638174,Нет
1,D,5,60.721984710472995,0,C,5,38.21886321546678,Нет
0,B,5,66.0834001261283,0,D,5,14.622481030304579,Да
1,B,2,43.242028285434465,1,D,2,56.01663459839279,Да
1,D,3,82.19866104572631,1,C,1,51.46719273956184,Нет
1,A,4,60.96667085973011,0,D,1,90.03059718647025,Нет
0,C,2,26.33658984293714,0,C,4,2.688522804494753,Да
0,A,1,89.72638423940266,0,B,2,96.2836029428474,Нет
0,A,2,46.22692955665485,1,C,3,58.17018034545022,Нет
0,A,4,66.45568028071523,0,D,5,33.80634103199309,Нет
0,D,4,87.08929256317076,1,B,5,4.444470976000714,Нет
0,C,4,3.803015004651289,1,D,3,3.4252878607171855,Нет
1,C,1,88.81477097675776,0,D,3,16.335334681877423,Нет
1,C,4,70.10417239855468,1,D,4,61.919453347332706,Да
0,D,3,33.57057984426609,1,D,1,65.5110340646131,Нет
0,D,3,48.00965651351663,0,C,1,65.26521700789483,Нет
0,B,4,53.93158949653848,1,C,3,38.58164678395216,Нет
1,C,1,46.91084246672372,0,B,4,33.9134214458374,Нет
1,D,5,14.666693064325075,1,B,5,31.533961400226463,Да
0,D,4,93.6639382019477,0,A,5,89.25227054525412,Нет
1,B,3,48.013701553111375,0,D,3,59.81135346263594,Нет
0,A,5,47.12929113344521,1,D,2,66.47785169136654,Нет
0,A,4,39.42432528924616,1,B,4,59.630535769777204,Нет
0,D,5,84.91966413228583,0,A,1,33.281493539806604,Нет
