Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj1_Feat12,Obj1_Feat13,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Obj2_Feat12,Obj2_Feat13,Collision
B,B,C,B,C,2,2,98.06846726826602,26.197475267578806,33.40418715330031,0,56.19215885782734,A,B,B,C,B,A,4,2,20.56992253303206,33.342754080994105,60.15627280987522,1,29.800163800546176,A,Да
B,C,D,C,D,2,1,65.92859863093291,82.47535866956237,64.8289915815313,0,42.28758686680941,A,C,C,D,B,D,3,1,1.3253892903134834,89.8610595124428,78.91735589573457,1,20.849997095632943,C,Нет
B,B,C,C,A,1,4,25.71274814638421,83.46101814399599,5.562078200289755,1,99.26973779275401,B,D,A,D,A,B,4,1,6.280993969891857,92.285087129856,65.37214007097273,1,10.63870767787809,A,Нет
B,D,C,B,D,5,4,98.06268350229153,19.484059965598334,42.81867601977937,1,23.14680052404863,B,C,A,C,A,D,4,4,63.52056695936735,67.97389903559592,6.558792075244724,0,35.16394569666601,C,Нет
B,C,A,C,D,4,2,53.34883569259442,6.884678521093079,57.879739351291605,1,67.27449739273396,D,C,C,B,B,C,1,2,51.62217058938317,48.88962926369687,3.3300240044457974,0,4.143781481727782,D,Нет
B,C,B,D,D,4,2,94.25603612047286,72.96297180229952,94.79103644608708,1,60.78731695564209,D,D,A,B,C,C,2,2,84.61205041511586,10.700800909886388,67.74095157070515,0,74.68047289567704,C,Нет
D,C,B,B,D,4,1,78.37750176742297,61.778238202686154,43.79708050960917,0,45.54047477207131,B,D,B,C,A,C,4,3,39.73281100807501,13.13297326655113,49.20425687795462,1,49.78303321883298,C,Нет
D,D,A,A,C,1,3,78.12319832651508,54.367278049643296,11.725679052092609,1,59.46259791347561,D,B,C,A,C,A,2,5,13.101501632154333,93.41300890691923,37.08821157409379,0,16.32391890235664,D,Нет
B,B,A,A,D,3,3,13.882713689425973,35.033892820683036,81.87552818095538,1,72.68981835652278,D,D,A,D,C,A,1,1,96.70995547470234,31.85783299242163,34.280678252995656,1,9.340163244705469,B,Нет
A,C,C,B,B,4,1,99.63988501649477,54.84769237543282,27.890526942827666,0,57.75563378243748,D,A,A,B,B,A,3,1,60.41281954415566,55.86869407873366,35.47174454712341,1,68.08414335515462,A,Нет
B,C,C,A,C,5,3,38.016006639996704,41.50868670359175,43.96875299384728,0,61.369049640093934,D,A,C,D,B,C,2,4,20.60145722050335,3.3435970915628332,20.08391193155471,0,24.430558193432937,D,Нет
B,D,B,C,B,5,3,43.71856304045563,73.65862248198086,66.50149792332788,0,22.73506758895445,A,D,A,D,A,B,5,3,23.608955966068844,41.84782714952902,24.176900013116697,1,34.37957966968804,B,Нет
A,A,C,A,D,2,1,76.44005740511547,23.169497613663616,68.18755003368089,1,13.082574027258897,D,A,D,C,A,A,5,5,9.274063092922125,97.9944415092572,70.9879218417567,0,55.67878666725326,D,Нет
C,A,D,D,C,4,4,93.97783864010387,66.83902428481578,16.59625849775299,0,24.287634564741246,C,C,D,C,D,C,1,2,29.629111232452143,70.85333932014221,64.73431793043922,1,91.53355683054002,D,Нет
A,D,B,A,C,1,4,51.782210504478876,12.48674004426623,9.962704743755346,1,9.71232113275784,D,A,C,B,B,A,2,5,58.57851651386745,17.496555552532833,40.82996142832184,1,85.9217591031727,B,Нет
B,C,A,C,A,5,5,21.921991058376634,54.2349481655815,3.6910113937398403,0,21.423737434363577,C,A,A,C,A,C,3,4,10.264654282327612,64.01146643557303,54.236992403203075,1,87.12577134443767,C,Нет
A,A,D,A,B,1,5,71.86242729152727,46.7778647512885,57.315006453540626,0,98.3798136607813,D,C,D,C,B,B,3,5,25.18649024964602,10.622817782892934,88.1981033554489,1,72.54491795532655,D,Нет
D,C,D,C,B,1,1,48.674893113939696,28.925135297694425,38.650672627129666,0,21.46382588228851,A,C,B,D,D,D,2,1,39.90294379838155,15.764340647918019,53.51074864826809,0,21.08031858106616,C,Нет
D,B,B,B,A,3,3,41.38610462688415,91.57391610075258,4.28210533755321,1,2.831629784022216,D,A,A,C,A,C,4,3,31.302382909473792,6.267397153670329,68.96525631817873,1,11.280832821677988,D,Нет
C,D,B,D,A,3,5,48.96392311124968,41.24943640740065,73.94350588488297,0,20.272054022971897,A,D,C,A,D,D,5,4,65.03508410662239,4.199017223341861,94.20384058994563,0,65.20768786760225,B,Нет
D,C,C,A,A,1,3,41.53114597986555,85.12481703943196,36.13978574308375,1,50.92517619450862,A,D,B,C,B,A,2,1,62.041645701547885,56.94624848617337,0.07872148087618713,1,13.493346244378445,B,Нет
C,D,A,A,A,2,5,12.505062075355799,58.511381026242674,54.38334103833121,0,97.26698172883927,B,B,A,D,D,B,1,1,70.76570351672613,9.164627161711703,58.509965766820535,1,8.58005633242913,A,Нет
D,C,A,D,C,4,2,34.62173586843775,75.09946692368979,38.499176610806664,1,66.9759114146071,C,B,A,D,A,A,2,1,90.04471135871857,89.3417899362599,87.83968513241479,0,50.65694339466883,A,Нет
A,A,B,A,A,1,3,40.04957696729843,90.52875984801125,52.51595072783696,0,22.41400541209375,A,D,A,C,B,A,2,3,73.4588572626137,37.336231536693695,87.9509969931598,1,81.09520334243602,B,Нет
B,B,C,B,A,4,2,32.553191372637194,59.23389465495683,47.84139789366787,1,31.617410665914957,A,D,B,D,C,D,5,5,62.248555716269294,5.349360441325723,21.429160927653257,1,75.18928151018733,C,Нет
B,B,A,D,A,3,3,53.13995776235959,76.28935642210209,68.29202262605449,0,25.28508830853793,D,B,D,A,C,B,5,2,7.374807659907734,58.27671336189917,71.03117773145993,0,89.72908752115357,A,Нет
A,A,A,B,D,1,5,70.3293355249804,15.428392590277474,90.19004327593197,1,42.528580834865394,D,C,D,B,D,B,4,1,47.49622178826481,17.485787507624394,43.79589148411805,1,24.169806005560822,C,Нет
D,D,D,B,B,4,1,32.10626615900799,65.67665804076422,50.70056454544349,0,78.51784260614954,D,C,A,A,C,C,4,2,70.86113473231849,53.843206597971474,9.023805748008318,0,46.389641805992156,B,Нет
D,C,B,B,B,3,1,70.06918769272966,22.670508459354753,71.92382432055446,0,72.54437934622834,A,B,D,B,D,A,2,4,33.70383208286237,7.024012740435204,37.06361806655936,1,77.67757972921915,A,Нет
A,A,D,B,D,5,5,90.90478041746557,60.35710450740493,41.46058810205415,1,80.90883054877519,C,A,B,A,B,D,5,2,80.45153582487876,88.69886183927214,18.221529682163595,0,57.08592670220434,A,Нет
C,D,D,C,A,3,2,49.93828551928332,60.02764986786926,36.10791327342488,0,26.583093650894817,D,B,A,A,A,C,4,3,39.115336102922896,38.56140425597939,72.75033457468943,0,53.15655751138571,C,Нет
B,C,A,D,C,2,1,63.421607718378745,91.21165896010503,44.530343805867076,1,61.235865346157105,A,D,C,C,A,A,3,3,31.940248969277018,71.02500431133831,8.72755388990888,1,41.4517933292893,A,Нет
D,C,B,C,A,1,2,64.84652907093603,72.07023655079357,32.545607506955044,0,75.0073873176647,A,C,B,C,A,C,4,4,32.81143631948269,94.85909454382133,82.25641002313756,0,46.51947581142109,C,Нет
C,C,C,D,C,1,1,67.87259098669165,10.20796624136564,55.83570691520823,0,13.933728183310933,D,A,B,C,C,A,3,5,97.85751279210014,2.7143813838223507,67.85294663913085,0,17.65946409910415,A,Нет
B,C,A,B,B,1,4,65.2075419901194,18.33560648626288,2.9271780974753137,0,80.62202704965934,B,D,C,B,A,D,3,3,77.6161216612489,93.96234363960498,15.62296446114615,0,90.27449998783861,A,Нет
C,A,B,D,D,4,1,53.900944857387834,6.722093095733117,60.01134820946989,0,49.031573527661706,A,D,C,B,D,B,1,5,16.259383624995884,82.21252755982235,64.06020356829771,0,94.69057755310058,D,Нет
D,C,C,C,D,2,5,49.610206186286376,40.16594541442976,71.90936629842874,0,15.330162431053008,A,D,D,B,B,D,3,5,71.60444683639444,14.69770951550996,18.421929162317475,0,70.28194865175095,D,Нет
B,D,D,B,C,1,4,11.217192267831877,15.145374278870428,68.01210313563695,1,38.39776596453074,D,A,A,A,B,A,2,5,6.767547576857491,54.72545735862538,94.47147618758602,1,27.23722912947888,A,Нет
A,A,B,A,B,3,2,68.45581818478654,97.11354202167345,62.7710511113606,0,55.86533804199906,B,C,B,A,C,D,3,2,83.7721014867202,90.0965871777956,3.257141949949127,0,28.648797475822583,A,Нет
D,B,C,B,C,3,5,27.370894911492105,67.50026246354865,47.74899473173081,1,52.05675104766191,D,A,B,C,D,B,4,5,57.55410490554153,22.356828297228827,43.445710678401106,1,88.91674907060859,B,Нет
C,D,D,C,B,4,2,23.777352621994563,64.25654806566858,88.89672500663481,1,87.93849621620109,C,B,C,B,D,A,1,2,90.71634668437498,80.40272709424192,26.034175574842145,1,42.73799505755655,C,Нет
C,B,C,D,B,3,1,40.22325104197265,27.59445747622,95.6040016272035,1,7.997683820969148,C,A,D,B,D,B,3,5,61.83919806717272,81.9306750436397,14.221360843335894,1,66.62912217920517,A,Нет
A,C,C,B,C,1,4,11.99531409233101,49.709530257051604,91.19828348392713,0,3.974009533853029,D,C,D,C,C,A,3,1,80.85087668884695,19.440818307568087,10.846353789102736,1,39.33303334288103,D,Нет
A,D,C,B,A,3,3,39.26599164444302,58.0720499034571,3.9058319831166477,0,90.46897001125464,C,A,C,C,C,C,3,2,59.020785313399806,89.2402462401605,29.002380056025512,0,6.122967426190451,A,Нет
A,D,C,A,C,4,5,94.10127705489381,35.19508520895837,3.242196706336875,1,31.340792875811996,D,D,A,B,A,B,1,3,28.12091627639466,69.73433811311762,89.17476054060161,0,80.77803264875949,B,Нет
A,C,B,A,C,4,2,3.890120164166644,62.64096277408672,66.92996333894293,0,90.42403105330882,B,D,D,B,D,D,1,5,92.92010490301725,84.3168592843573,74.58652885128664,1,72.24849438106698,B,Нет
D,D,C,C,A,4,1,48.76178865979107,4.299167661770554,89.23090530599865,1,70.40467957446104,C,B,A,D,C,D,2,2,73.99736544722768,75.73604164848052,31.60460476442394,0,69.91270176547903,D,Нет
C,D,C,D,A,1,2,6.145311418175692,39.879495819670154,40.69500948826905,1,55.360132151175634,D,C,B,C,C,A,5,4,57.91218581996942,51.41588619265792,63.36512558493288,1,22.34002946228553,A,Нет
D,A,A,A,C,1,3,8.517080558651235,88.19741581321718,76.78697304027796,0,28.681362852857227,C,C,C,D,D,D,3,4,63.37741058800719,76.65417998960496,92.08642879044773,0,69.26652942018411,C,Нет
A,A,B,B,B,2,5,98.14834874178764,17.799946071023943,23.027638436516405,1,23.463880091220048,B,A,A,D,B,D,2,1,31.585182655080544,22.83258957904679,64.93807593176965,0,65.21179849154652,B,Нет
D,A,B,C,D,5,2,44.490956568574745,23.920873570048307,47.79318258562729,0,77.95090417533567,B,D,A,A,C,B,1,4,70.5743692149592,16.785092532013234,10.252608044795897,1,39.351579215032615,D,Нет
C,A,A,D,B,2,1,39.262394948268295,33.88428288547581,27.148496186004543,0,7.2209889258799675,A,A,C,C,C,D,4,2,36.14898424637207,43.81589759096387,99.85305207605916,0,94.93569329722352,B,Нет
D,D,B,A,D,1,3,6.809282127375205,30.272339647466218,60.57772886225601,1,51.29096709767287,A,D,A,A,C,D,3,2,97.08974924653528,5.7029021618013935,3.5944398303997094,1,27.789465073200248,A,Нет
C,D,B,A,D,4,1,39.910215721696154,33.72700741249473,20.25862583457836,0,36.815293838682784,D,B,A,B,B,B,5,5,92.04955177494352,41.006150609995295,9.644202615240705,1,61.558734824064906,B,Нет
D,D,C,D,B,1,4,43.53994148051397,37.50631649895373,43.92477322151673,0,93.4816278259192,D,D,C,C,A,A,2,3,56.15022984041349,57.973093150156366,64.31031490042322,1,93.79159881353698,D,Нет
D,A,C,D,D,3,3,83.3167459279735,91.9396935526299,51.83441481199373,0,53.681481405909395,D,D,C,B,A,B,3,1,35.6052534871801,81.9092842376681,4.377323426413559,0,74.50814774628485,A,Нет
D,B,B,D,C,5,2,87.39788278596457,74.46039507516754,76.94933502935059,0,63.473503600693206,B,A,D,C,B,C,1,2,56.09528921587889,69.21698433883357,14.23954153837993,1,33.20684464715692,D,Нет
A,A,A,C,B,5,3,41.66588944115331,27.346896724235325,64.08401311369613,1,24.4255991644179,A,B,D,C,D,C,3,1,64.54751715438,9.371026303087893,48.02726600796293,1,0.29449882875206557,B,Нет
B,C,A,A,B,1,2,43.338685893538084,39.9576128931855,24.95994288522978,1,1.4362292624504058,A,D,C,D,C,C,2,3,66.81046021199346,93.99084038084945,91.67273605869211,1,80.9335202217897,A,Нет
C,D,D,D,C,3,4,8.253136919564563,25.43267592954438,81.21395476782787,0,93.11054207870889,D,D,B,A,D,A,4,3,36.95261273815338,45.98104060474648,77.09687823392757,1,3.7908078329049077,B,Нет
A,D,A,D,C,2,2,6.4973307769292,16.395076082733528,96.04499484202134,1,94.20708901819741,D,A,C,B,D,C,5,4,51.42415918757912,39.55794855874408,58.26501377556035,1,80.0400840943141,A,Нет
D,A,B,D,B,5,1,93.10460561041447,96.66603731385123,56.30118182222087,0,10.655576387117726,A,C,B,D,D,C,5,3,83.25603859082537,45.302467585185155,81.7632764636758,0,79.49293141401456,A,Нет
A,B,C,D,D,2,2,16.042627889713977,14.01440838310516,38.08330334674059,1,25.168512383904073,B,D,A,C,C,A,5,4,25.56636967576823,88.77292501767947,69.61382607085866,1,70.678529319222,A,Нет
C,D,D,D,C,4,4,20.63628326121649,37.716394725121916,66.69785161535404,1,87.35808302908849,B,B,A,D,D,A,3,2,85.58591974256557,98.75954718304446,75.78646523079149,0,19.731337083059376,A,Нет
B,A,C,D,B,1,5,75.52386818321662,10.570294285567028,27.496858033880855,1,16.99505984225025,C,C,B,C,B,B,5,1,6.9137850237713465,38.2712154760009,47.33771618999217,1,2.574696218277994,A,Нет
B,D,C,D,A,3,5,96.66222696676506,88.17359023019816,55.6449708060751,1,0.7139112596159625,A,D,B,D,C,A,4,2,81.53017392095,69.40318366246595,55.8494334819702,0,34.57543969211425,C,Нет
D,C,A,A,A,2,1,68.17758175080814,58.117753887100044,78.49930233224185,1,53.02615439706684,D,D,B,A,C,D,5,5,46.05105526615344,42.98946942068606,3.255161221615277,0,37.650901844308436,C,Нет
D,C,B,B,C,5,1,62.51203331695694,24.432718961617905,88.62675380866875,0,11.561488420452825,C,A,B,D,B,B,3,4,75.92235110835628,41.690921660860525,20.039468498988956,0,33.41548489294113,D,Нет
C,D,A,B,D,2,5,73.41744648361765,54.917113704376696,12.201337898274856,0,57.26631785496327,A,A,D,B,A,B,1,4,90.11021689331456,22.9378266544063,15.232142962865181,0,66.79325288342214,A,Нет
C,C,C,B,D,4,5,11.43749069140445,0.4777574079460223,95.46899063529811,0,83.65240401005953,C,A,B,D,B,A,1,2,72.8738480416696,37.122873747615984,99.02643783589691,0,4.606598632370506,B,Нет
D,B,B,B,D,4,2,40.56476136581579,94.1465876292229,79.413600667764,1,82.4865562427157,C,C,D,D,C,A,4,1,79.08067555334873,30.759628555775244,77.12075017904044,0,25.479307204616187,B,Нет
D,D,C,C,C,3,5,29.91805933711653,88.67633912813709,33.112617794350264,1,30.599862202554494,C,D,B,D,B,D,5,4,52.67805643778328,35.61712261369505,3.35228257472987,0,33.594867649651036,C,Нет
C,A,D,C,C,1,2,6.086704733244675,21.811227994845684,54.155396022142824,0,92.6647459136936,C,D,A,A,D,B,3,5,81.61311925833465,30.669239344473564,7.323007702597617,1,54.03285977406893,D,Нет
B,A,A,A,A,2,3,10.39433136699206,54.68290724190615,65.0703899249438,0,65.10027282885396,A,C,B,C,D,D,4,3,62.84321847220507,62.21330826423892,87.99449800842115,0,14.193479262291698,B,Нет
A,C,A,D,C,1,2,57.3346033420267,38.216555544143596,73.20412880825693,0,11.241584444346076,B,A,D,C,A,A,1,1,19.158565919592995,6.358032694701665,21.150915331665622,1,0.64235485432238,A,Нет
D,B,B,D,B,4,1,29.477371153838618,53.59250238078679,88.87435029979221,1,41.64674508199487,B,C,D,B,A,C,4,5,91.7004722020296,12.623899419804685,50.64600277084873,0,38.82785260982814,A,Нет
D,A,C,C,D,2,4,44.66064195039075,63.64766215473851,48.13799235689486,0,53.50232165657759,A,D,C,A,C,C,5,1,26.575445039414657,5.319184760218832,55.56631443096389,0,6.274937686962446,B,Нет
B,B,A,B,B,3,3,68.49399797403801,45.664900276715315,72.78784911839593,1,23.05166986444156,C,D,A,A,A,C,2,3,75.2645146730609,74.9496857024125,79.52416053868181,0,10.365285986438144,C,Нет
A,D,C,A,B,4,4,27.112100180879484,51.64695265674558,22.18286689175174,1,99.65555611257282,D,A,B,A,A,C,3,1,46.87816546054571,15.953797446023732,47.38352554717827,1,25.21267298149076,D,Нет
D,A,D,C,D,1,2,92.90229879624843,72.09579360676199,33.13868597097576,1,99.30056086692915,A,B,C,A,C,D,5,1,81.55086405286573,42.20711048199814,68.96308894711302,1,21.626659721367012,C,Нет
D,D,D,B,D,5,3,55.92805150045943,76.32229701689394,42.40936906958076,0,43.76302000865184,B,A,C,D,C,C,2,1,22.630919087432964,40.490525504893625,56.57320797474167,0,64.0838286471917,C,Нет
C,B,C,B,B,2,5,60.361826016211374,62.5397409180994,39.1413898329505,0,16.798504581648377,B,A,D,C,C,C,2,5,5.505814067604864,13.170871571084719,23.9269690477376,0,25.1258965063059,D,Нет
B,B,B,D,C,1,2,99.73741443572611,38.33931493363316,61.42458049661216,0,41.609179959853805,A,A,B,B,C,B,3,3,64.71603448765883,46.24264787098139,98.3057927359165,0,90.87529572783983,C,Нет
A,A,C,C,C,4,5,22.56679017648896,14.584694899562523,81.53978101426046,0,34.15479061043554,A,A,C,B,C,C,5,2,29.219711686769823,82.25454559947758,19.091294596219598,1,14.422079205221273,B,Нет
D,D,B,C,C,4,3,41.700648413726135,51.61208623780878,35.074596237891676,1,63.53180980295471,B,A,B,D,D,D,4,4,68.9872817608625,35.74440926135674,28.781237249421153,1,85.06263791521617,A,Нет
D,A,D,B,B,4,3,96.45278305088063,27.72737523566573,72.63083788545414,0,70.07460521357145,C,D,C,B,C,D,1,1,26.455176416332606,27.619311899997978,27.16148133191639,1,46.443499985098825,A,Нет
C,A,D,A,C,5,3,83.3125642589656,75.40794521088485,66.51081387142297,0,19.563149839055015,D,C,B,D,C,C,3,5,72.46285477709614,51.6936836003641,49.05966757447806,0,84.33883420484145,B,Нет
D,B,A,C,D,3,4,51.80390607933973,78.10406270280214,52.689921700935514,1,97.59369284313217,D,D,C,C,B,D,1,5,99.51220107239673,73.43905804048322,17.555897228282035,0,80.2146902417394,C,Нет
A,B,B,C,A,2,4,40.58984639986498,52.026605122243964,85.67548634261658,0,25.968103332301794,B,D,D,B,C,C,3,1,68.2734938492929,57.26875360822168,8.34364932988917,0,12.81733235696102,D,Нет
D,B,D,D,A,5,3,50.81761445737627,74.98949802133772,83.07223481743839,0,15.147259664957735,B,D,B,A,C,C,2,4,74.07982170285831,41.489619643984256,0.7231892015343244,1,19.18308753180905,C,Нет
A,D,A,A,C,2,4,25.411201640715277,9.623704692813217,33.64190501966865,0,92.31175318058997,D,D,A,C,A,B,4,3,58.904683609498875,69.68301809484596,58.206064124912714,1,12.57511213790875,C,Нет
D,A,C,C,C,3,5,42.113280812037665,93.04619829181144,40.293614888639794,0,82.76169039285963,D,A,C,C,B,D,2,5,1.2187750580200052,21.4325187233822,15.714250352740633,0,89.81433783333317,D,Нет
D,C,D,C,B,1,4,10.370633323649347,89.41879920274826,77.8417874805653,1,77.02612495015464,C,A,A,A,C,A,4,5,21.559987426258985,57.812021455143146,12.480881979001667,0,92.5630583677199,A,Нет
A,D,B,D,B,3,4,11.506738632585577,40.43378399003667,76.35193360856827,1,21.40004018501741,A,B,B,A,B,D,1,5,97.3036419428211,83.30629448187516,97.01965961083681,1,40.412436096504415,B,Нет
B,C,C,A,A,4,4,88.63457019151664,45.549622525885844,98.787569703636,0,19.40305976983243,C,A,B,B,C,A,2,4,89.60797939217153,28.24151836776786,2.2070605922116404,1,10.589728146644962,D,Нет
B,D,D,D,D,5,4,73.47249586957089,52.214664203773665,49.27974521921755,1,25.901180114680187,A,A,C,D,A,A,5,3,14.855324716319984,69.65745493394957,58.98409179285873,0,88.28625935152004,B,Нет
A,A,A,A,B,3,4,60.120477474992285,78.79236141328502,19.493547475575145,1,5.20232712992409,B,D,C,A,D,B,3,4,68.63224377329212,16.750855583542943,93.07759457113904,0,69.6560400504262,C,Нет
A,C,B,D,B,1,4,26.673482896337454,67.47504162187667,76.19388903722634,0,89.155028316515,B,D,D,B,D,C,2,1,22.517365664873413,95.6234758075892,86.5331387693713,1,13.026471823980545,D,Нет
C,A,A,B,C,5,5,5.538528151266686,5.339213183029889,94.22621404311164,1,33.93069107884422,C,C,A,D,B,D,4,3,70.70695347846767,84.02622441477502,24.6833107410387,0,11.289063447201597,B,Нет
D,A,D,B,D,2,5,72.57079172519893,71.91986100429759,51.24369967823298,0,18.452510764319342,A,D,A,D,D,D,5,3,44.14706967413152,59.44892814253706,68.96836190475445,1,8.191106689324446,A,Нет
D,B,C,D,D,1,2,8.983278372841896,85.28132885045908,0.8423935390443504,1,39.579742723255116,D,C,A,D,C,B,5,5,95.67966347433102,60.378511149423645,43.22646837158931,0,99.78323553993171,A,Нет
A,C,D,C,D,5,3,33.31447298997288,24.030866713700092,81.2148845978075,1,60.67594560306865,D,C,A,D,C,C,5,5,38.54907719068722,6.53465590586838,50.72252298406139,0,50.43979183091537,A,Нет
C,A,D,D,C,3,4,98.32341635765847,42.949879015525205,76.78290035179599,0,73.77098412928032,D,C,A,A,D,D,1,4,21.431065226201717,73.50149935091508,96.64044065116664,0,91.34887275602588,B,Нет
D,B,C,B,D,5,5,40.606551328740096,88.61631866432404,93.56109234174461,1,30.19312111097998,A,B,A,C,B,B,1,3,39.5437580335513,17.42439114876303,29.57533942796654,0,89.19167769272556,C,Нет
B,B,C,D,C,4,5,84.54005885947119,6.701131159459839,61.571932314587826,0,43.68856002949719,A,C,C,C,D,D,1,3,94.5304680797342,32.400678604287336,60.636893561412954,1,74.49648331926694,D,Нет
A,D,C,D,D,1,1,36.42213550081943,21.60474444509276,16.613079259287577,1,59.368335737256075,C,C,C,D,D,A,1,4,99.75538642659019,62.751902070842014,77.28252414894324,0,45.97032811088428,A,Нет
B,C,D,B,B,4,5,93.26871350339297,77.78793965836961,71.01030772541093,1,91.47848813586748,A,A,C,D,C,D,4,3,47.73944465194365,34.58982495179382,43.538991668043,0,0.09358208207468355,B,Нет
A,A,C,D,D,1,5,32.0782525126739,79.15847892657139,60.30090272019396,1,29.196791643632082,A,A,A,A,B,B,3,5,54.60458944525516,31.443065990526087,21.46774834736016,0,68.99783451425,C,Нет
C,D,D,C,D,4,5,88.86716151697524,35.51141476653872,10.029109436745188,0,78.0897638213664,C,B,C,D,A,B,1,2,38.6209679817872,69.82916346414403,20.43598172787744,0,59.886352296798265,B,Нет
A,A,C,A,A,5,1,14.661623240302813,95.29971460345243,4.332091506191893,1,74.04573131540315,D,B,D,B,C,B,4,1,56.64522961839459,79.83833387456087,83.81500059105494,1,88.11798124453625,C,Нет
C,A,B,B,D,5,2,81.35361597596865,92.39202536512184,93.0089504262839,0,39.53238597094831,C,C,C,C,C,C,4,4,85.04176292845729,82.40499257049083,25.273294015723057,1,82.23884366650782,B,Нет
D,C,A,D,A,4,5,82.16270638803127,78.11238062132941,83.77931427177701,1,40.41692405419243,A,B,D,A,C,D,2,3,53.52445061316169,77.84021438685333,86.01399524803816,0,67.6425135213049,B,Нет
A,A,B,A,C,3,3,20.204219931235002,58.91407456474867,1.6430574142503818,1,44.76207777555222,C,A,B,D,B,B,1,3,29.59313638144159,82.9168969053989,24.902245719932804,0,17.8021451041674,D,Нет
D,A,B,A,D,3,5,72.25798623858878,31.162845499516024,67.44189826434427,1,45.6471899226776,B,B,D,C,C,D,3,4,49.76786205362349,44.57820187351452,67.25858745124637,0,43.66386711259915,A,Нет
D,A,D,A,B,4,4,41.816761061351905,45.59038003020065,43.685353555602255,0,76.79050717367191,D,A,D,B,B,B,3,2,10.444892208429945,98.23034583307106,6.31561103330478,0,62.18247671706643,D,Нет
C,B,A,A,A,3,1,34.20847276787071,47.50123352177486,74.28112612764993,1,84.54754134524168,D,B,C,A,B,A,3,4,38.62350317091197,54.631921358240874,92.10709545314013,1,60.622205122735515,C,Нет
A,C,B,C,B,5,1,73.50856488378383,45.835331229106444,33.49730442618263,1,28.8465331682626,A,D,A,C,B,B,5,5,67.49067847950182,75.43592121349924,19.943483336390745,0,68.69354999884965,C,Нет
