Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj1_Feat12,Obj1_Feat13,Obj1_Feat14,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Obj2_Feat12,Obj2_Feat13,Obj2_Feat14,Collision
1,62.637866429183774,72.4341070937736,2,4,0,24.101560756473216,B,4,1,65.88890668775643,1,3,4,1,59.64474295598811,37.00413971794112,1,2,1,84.31154659510327,C,3,0,65.15281586803539,1,2,4,Нет
1,2.3991451700930644,60.71413829719526,4,1,1,70.11406009528957,B,1,1,11.815058822825076,1,2,5,0,91.15486847158894,33.839583095209626,3,1,0,0.23047505753911457,B,5,0,29.255283219345586,1,2,4,Нет
1,6.666684648679421,58.19848736455323,2,1,0,42.14877108500122,D,5,0,62.11295721400673,1,1,5,0,95.65197930411112,90.5966979139182,4,5,1,82.44451461571371,C,1,1,0.9997721921182867,1,2,1,Нет
0,90.50132590590658,73.69523883116446,4,3,0,23.753601340137287,D,1,1,6.406386629166305,1,3,4,1,42.73014127126187,65.85296262101134,1,4,1,32.39995849170019,B,1,0,43.24309517959384,0,2,4,Нет
1,87.78899200410108,38.548220375176925,2,4,1,13.2215706915901,B,4,0,99.68247119105051,0,3,5,0,60.98071377771441,98.35958674749773,5,1,1,51.59464357499741,D,2,0,92.61549818793743,1,3,1,Нет
0,76.18378441860193,11.75034096619224,1,2,1,1.1865255188472368,D,2,1,92.70919618023841,1,2,5,0,96.44852914158622,17.01489643079387,5,4,1,27.14097972548234,B,1,1,96.9392479754735,1,5,1,Нет
1,2.3068563183507917,93.74268420485699,2,1,1,25.310263119957465,D,5,1,80.93284732858397,0,5,2,0,51.680494168891755,53.31498576860635,3,3,0,88.34952606363665,B,1,0,65.01667784688627,0,2,5,Нет
0,34.53302072137697,64.15596327249588,4,1,1,97.91568375560678,B,5,1,77.45149185139783,1,4,3,1,88.24759047346723,70.26866935996459,4,4,0,64.62888222350969,A,3,1,75.8774988373524,0,3,1,Нет
1,80.46735843495851,2.228748921781787,1,3,1,3.048893400932129,D,5,1,96.52276247827078,1,2,5,0,5.9325155194505435,32.53252429668721,5,3,1,28.043587499331856,A,3,0,41.50852049844747,1,3,2,Нет
0,28.380140538944598,94.5197683025089,1,5,1,78.04962845858277,D,1,1,35.119469083707955,1,2,1,1,38.94222094580392,56.766391436902055,5,5,1,95.84735057863439,C,5,1,64.97021403775078,1,1,4,Нет
0,31.886322531974987,19.167036115621038,3,2,1,69.00735872778523,C,5,1,74.38712308515711,0,3,4,1,41.8310448742451,27.450348482100463,5,2,1,83.0200606241049,B,5,0,15.302067195281566,1,2,2,Нет
0,88.61123103884158,32.32012887474783,2,3,0,32.913989981937185,C,1,1,3.8219109026829012,1,1,1,0,25.33617254001481,42.247759366717865,4,4,0,11.266011066049009,A,5,1,46.148607964071374,0,5,2,Нет
1,5.287244629761368,41.09748713347982,2,2,1,75.02687986879953,B,2,1,26.81540922569373,1,5,2,1,92.86422662407251,87.20262735172105,1,3,1,95.36140668009445,C,3,1,72.69120423068962,1,3,1,Нет
1,94.54036622391837,6.962737838181432,2,4,0,3.5128670569438025,B,4,1,7.496711986067117,1,2,3,0,55.54557113154222,32.51978105824798,3,5,0,1.6751413687673855,A,4,0,39.36371679186242,1,2,1,Нет
1,95.47239539545097,72.88481686918045,4,5,1,25.23028624090764,A,3,0,88.50169796418437,0,4,5,0,51.92315568850688,26.86047191639821,1,5,0,54.57319806179978,D,3,1,25.753121933349743,0,1,1,Нет
1,49.03457859894077,88.25797987212248,2,5,1,2.859308649457548,B,3,1,4.968847240926733,0,2,2,1,45.55161594574455,63.103953331031505,4,4,0,39.2908800064238,C,3,1,53.321804218499366,1,5,2,Нет
0,53.04788264219232,61.288389632086414,3,3,1,77.48356344355149,D,3,0,88.89932837874028,0,3,4,0,58.31813261259264,41.47494689438097,3,3,1,51.1063828972105,C,3,0,37.217788782811404,1,4,5,Нет
0,98.34503628331628,22.276543170024688,5,4,0,31.87883216601344,A,1,1,20.87800361874659,0,5,1,0,92.6171856579738,67.30596783578761,2,3,1,84.16359115054796,A,4,0,63.894610625026026,1,2,4,Нет
1,14.984559912847084,66.15829953822033,5,1,1,87.63989265772501,C,2,1,7.96400775867575,1,1,5,0,2.835708858393826,76.3177272974084,2,4,1,42.31996198830616,A,2,1,70.3568659836787,1,4,3,Нет
0,67.62433940930657,75.37207861782382,4,3,1,98.34219344731972,C,5,0,57.83781286828316,1,3,5,1,31.545307709987057,82.60037156445121,5,5,0,1.7094012548454995,B,4,0,71.98641328979252,0,4,3,Нет
0,28.912557481131063,53.51964413803627,1,3,0,6.686311550328883,A,4,0,53.60848714994552,0,1,4,0,15.28105475461391,58.90683740668108,2,2,0,98.8105996252836,A,4,1,17.082832864363663,1,1,5,Нет
0,67.67350096453708,62.01358325602799,4,4,1,67.94965922596953,D,5,1,42.85736331508261,1,3,5,0,35.8774137974597,21.425549064216575,2,1,0,19.817505801950574,C,3,0,84.14799664613733,1,3,5,Нет
1,49.69606042346221,51.24438696728878,4,4,1,99.45545819566122,C,2,1,98.41321211910974,1,3,5,1,52.43278457403454,40.065569537830434,4,3,0,85.29238414322784,A,3,1,33.72734076489441,0,2,3,Нет
1,10.429098678860838,25.911310150593415,2,3,1,51.251330579709574,A,1,1,0.5796656828416791,1,5,2,0,1.1576915098427398,57.10518890462066,1,4,1,2.1049273620389664,A,3,0,73.81361967985947,1,5,4,Нет
0,45.5853185914545,55.53088265269683,2,3,1,18.02970524508327,A,2,0,24.17925334115222,1,2,4,1,96.12109362183178,97.23802968276509,5,3,1,1.3414232071893961,B,5,1,58.43103041986849,1,3,3,Нет
0,91.0753865194273,3.5760447028325704,5,4,0,54.349933856123926,C,2,0,18.754673125981668,0,3,1,0,22.397693991314295,50.20676741602242,3,3,1,64.36219533745269,B,1,1,44.4456196013366,1,1,1,Нет
0,47.91690271270258,89.79754488191293,4,4,1,32.252106960747675,D,1,0,95.80642909437441,1,2,5,0,20.854409032503362,65.58597210625982,2,2,0,58.42184766674623,C,5,1,90.46049219697882,1,5,2,Нет
1,68.69386779989802,89.615997196574,3,4,1,34.48783988378459,D,1,0,55.43325404256163,1,4,2,0,17.769480993898956,1.4180256881746511,4,4,0,95.97512244696748,C,4,1,12.823490456039611,0,4,3,Нет
1,83.71026124623573,36.909578839664384,2,1,0,43.72289490156091,B,5,1,4.575227571756024,1,2,1,1,55.917125584026294,76.93744148090585,1,1,1,4.426686834334459,C,1,1,34.450959762687305,1,1,5,Нет
0,9.471406904267187,35.41329776316875,5,2,0,31.45321567831363,B,4,0,13.274548652086471,0,4,2,0,57.42106670452514,81.93915924069269,2,1,0,63.12111858157565,B,1,1,82.51623762956126,0,2,3,Нет
0,65.2400609580664,56.08411712196704,2,2,0,74.78345094415243,C,3,0,58.0831164633403,1,1,4,0,42.38117666498702,98.9045958705072,2,5,1,83.90155969420903,B,5,0,7.9848706176625655,0,2,1,Нет
0,71.26684995647585,18.603650170392193,2,5,1,14.290617199554646,D,1,0,76.8289602409858,1,2,3,0,97.40771187231256,45.91916026289371,2,4,1,86.72677643145191,B,3,1,78.55731443242513,1,1,5,Нет
0,15.205657525367677,85.34664436960306,4,1,1,21.06499344145266,C,4,0,78.02152688501202,1,1,5,0,27.35285484938129,25.27625866282409,1,1,0,52.168910873654525,C,1,1,27.60623550072321,1,1,4,Нет
0,10.421307075321007,14.732480817645166,3,3,0,12.202227973427703,B,3,1,86.00438925409733,1,1,1,0,2.398584680660687,90.70215561898797,2,2,1,8.856123115919601,D,3,0,52.55597764685308,0,1,5,Нет
0,73.48846975225253,79.19534514641235,5,2,0,9.180310455102203,A,1,1,40.804930631640765,1,3,3,1,86.78088641709884,88.68056181749428,5,1,0,22.754894642732726,A,4,0,60.599611624118864,1,2,5,Нет
1,1.5453122528539698,89.35033234043016,4,5,0,69.70729660484375,D,3,1,63.26123407617021,0,4,3,0,9.938577711468188,29.44482696775491,1,3,0,9.413200987021463,D,3,1,95.64031016053322,0,2,1,Нет
1,15.564890057992153,64.10338732302567,5,1,1,68.3249074501811,A,2,1,99.57255036421499,0,3,1,1,72.12024012402458,91.58834281033343,1,5,0,52.89046808617323,D,3,1,82.37487532051591,0,4,4,Нет
0,78.31755511680396,41.51168727239758,1,1,0,65.6282312863509,D,3,1,49.803255902631605,0,5,1,1,88.29498572807033,11.503706828297188,3,4,0,93.63091351119782,B,3,1,50.362736803091614,1,3,3,Нет
0,89.26493569369727,39.75197579890653,2,5,0,7.763517047892776,A,5,1,17.16629354973359,0,5,1,1,35.08486737932371,84.65834619252574,1,3,0,65.39770335300503,D,5,1,4.640102838725779,1,1,3,Нет
0,73.07684563734945,70.50690284751518,1,1,1,5.879994377606346,A,3,1,14.633660905215962,0,4,3,1,21.91953106728444,70.08529165236682,1,4,0,37.78231298464219,A,2,1,21.137071468596147,1,2,2,Нет
0,57.93818657737847,77.52791941197778,3,2,1,89.29161517651487,A,2,1,41.61318042871586,0,1,4,1,69.94168919124917,50.968976623507615,3,2,0,33.36781430186658,C,4,1,87.6021933569879,1,2,4,Нет
1,60.91513295039124,28.65831902457875,1,5,0,25.84319323104367,B,2,0,1.0474406366902111,0,5,4,1,85.0773741428773,9.60611324345335,5,1,0,19.30335823652951,B,5,0,41.64769611771339,1,4,4,Нет
1,29.427226844522735,41.64963307961832,4,1,0,48.35960467585,D,4,1,97.49237257124449,0,3,5,0,44.594191914529624,68.0752051744245,1,1,1,63.44880951473122,C,3,1,10.377332019936947,0,3,2,Нет
0,86.64842895750473,99.9107524792979,2,3,1,7.680392599100738,D,3,0,55.544060840766264,0,3,2,1,55.583341855870586,38.52784250447154,2,2,0,13.415585956036114,A,3,0,86.49579927692508,0,1,1,Нет
0,26.217922015766927,61.77263055117091,2,2,1,51.62862501073416,B,2,0,1.4024131460633082,0,4,4,1,50.29057123789388,63.610840989054694,4,1,0,46.649536463990984,B,1,0,72.29125750141978,0,1,4,Нет
0,81.64395310144502,56.400789670796435,1,3,0,22.120909456900183,B,4,1,53.798757614692235,1,5,5,0,15.961578400175968,2.756253511783402,5,1,0,63.48334676282901,D,2,0,53.63982653448133,0,2,2,Нет
0,43.64257715869647,22.529880710375984,2,2,0,40.93164725879295,C,1,1,40.1673174869025,0,5,3,1,77.41579517185357,93.54194438639553,4,1,0,15.750260548689699,B,5,0,31.791262525886467,0,4,5,Нет
1,89.62899974072272,29.98525255057607,1,5,1,51.68167923918687,B,1,1,88.19878286789114,1,5,1,0,34.853744709876445,5.566398447201404,3,3,1,63.69809307553492,C,4,1,49.493739169614756,1,3,4,Нет
0,43.516302577995894,60.93051410752046,3,3,0,58.31858854941533,C,3,0,7.524522446939641,1,5,2,0,91.02781103961553,74.01446113286949,4,1,1,7.6224978905541585,A,2,0,15.002514518838183,0,5,4,Нет
0,12.615219188401216,51.38584007120418,3,1,0,28.390610959823015,D,1,1,25.202797784555397,1,4,4,1,72.3491792559748,15.618507660224035,5,1,0,30.699573017745063,B,4,1,28.321669416782026,0,1,3,Нет
1,21.43604319668686,87.42136789201282,4,5,0,41.270171475038474,D,4,0,15.847230201272755,0,4,1,0,32.844865501416706,22.696089375904847,3,1,0,43.420266694637796,A,3,0,26.225792591512544,1,5,4,Нет
1,18.57837743577271,3.16371482474449,5,1,0,49.39664027668168,B,4,1,37.675731846400765,1,2,3,1,51.73157861043901,70.73793411530201,5,5,0,32.97055021225297,B,1,0,21.844165080784116,0,3,1,Нет
0,7.864516284217737,26.244112990641334,3,3,1,55.00127644373719,A,4,1,77.57090995053682,0,1,1,0,89.63669518975935,90.2611290152408,4,3,1,61.12372434038846,D,1,0,78.81594096461174,1,3,1,Нет
0,55.939887729480944,63.224694453643714,2,2,1,44.728255187555845,A,2,0,0.3879943938953634,0,4,1,0,57.86507108871554,25.54886916197735,1,2,0,63.57657318357759,B,2,1,45.50915694413612,1,4,4,Нет
1,51.98865929251709,98.31414027900813,5,5,0,94.12495722544347,B,5,0,16.501662846571495,1,1,1,1,8.224240507685865,93.59709012546685,5,4,0,57.223638542670955,A,3,0,94.43335428792321,1,4,5,Нет
1,1.898608289725956,68.41945920055409,5,2,0,95.46032328144423,D,5,1,16.23611344547805,1,3,1,1,96.31679621910212,6.664835662418378,3,1,0,17.988789959382512,A,1,0,64.85481769275981,1,1,2,Нет
1,47.86165582985905,2.343092643900768,4,5,0,11.720072922491752,C,4,1,41.00070485420759,0,5,1,1,19.228722857973544,21.666071406069833,1,1,0,3.386264706711417,A,3,1,4.023265449013602,1,1,2,Нет
0,45.113867024511656,40.793113060013894,4,4,1,32.41837804560852,B,4,0,74.755654823842,0,3,5,0,44.55734796354572,89.25066048041566,1,4,1,51.737973017370386,B,3,0,59.19546972052602,1,3,4,Нет
1,22.296138969180124,45.86899266071141,4,2,0,17.980465300866143,B,2,0,20.181748912594564,1,3,1,1,55.640451656940485,79.10499482619453,1,4,1,20.144406521309854,D,2,1,97.76005473986585,0,4,1,Нет
0,38.274877851944154,0.8683337234201227,4,1,0,77.63366150084032,A,3,0,61.835873864508685,1,2,1,1,41.23317955065365,54.57398085979383,1,3,0,4.9534446438074475,A,1,1,24.420477377301342,1,3,5,Нет
0,72.91367125108059,17.31282428756904,4,4,1,87.91064214053549,D,3,1,32.0759318137272,0,5,3,1,35.86365944070033,32.32085026001502,3,3,0,52.58021391479218,A,5,1,72.84361409817967,1,3,2,Нет
1,67.80107896504272,24.940706744301366,5,3,1,37.395558071062176,B,4,0,85.28926368088689,1,2,2,1,20.34398448668313,14.621143185342744,3,4,0,5.92329124663652,A,2,1,78.38235983832436,1,4,1,Нет
1,10.45883095206872,71.81344386873216,2,4,0,54.527077507187414,A,3,1,60.80971770535655,0,3,2,1,70.5922052563071,15.923694064128547,1,4,1,78.96577516926203,B,1,1,68.52518432323326,1,1,3,Нет
1,41.877346428727634,94.0628109970852,5,1,0,58.32953221441319,D,1,1,73.2976416319343,0,2,3,0,35.77702623644009,90.47193452164437,2,2,1,76.38798474848463,D,4,1,21.981522106909136,1,4,1,Нет
0,62.083471912598476,59.84537777110145,1,3,1,28.249151176866715,B,4,1,54.434400923175616,1,2,3,0,93.84994256270396,98.0801700329669,2,3,1,47.69275237524252,A,1,1,30.929988436384747,1,1,4,Нет
1,44.05202837983416,3.4125319344094684,5,2,0,27.43467664592081,B,1,1,27.065125496220677,1,1,1,0,51.847070828851514,39.44319282896289,3,5,1,0.40656022110555634,B,1,0,6.077963154501642,0,5,5,Нет
0,0.5911235744603061,41.82738547138713,3,3,1,31.4980641113203,C,4,0,95.20223370639027,1,2,3,0,10.899573362553205,6.088671220770381,5,3,1,82.76724318739987,C,4,0,58.14617836740528,0,3,3,Да
1,77.03491689513683,42.31489930255008,1,4,0,80.13209454450887,B,2,0,19.28495860827676,1,4,4,0,59.00481359361872,99.07206532267483,1,1,0,22.799056786656223,C,3,0,68.09174518421945,1,1,2,Нет
1,57.77418893035715,6.191818677440619,4,2,1,22.679459494764632,B,3,1,31.457936140926847,0,4,4,0,5.411361445547613,60.16629124677287,3,4,0,63.12347473899136,A,4,0,97.26411372441605,0,2,2,Нет
1,69.60003391237574,93.6327578111883,2,4,1,88.30626475247445,C,4,1,32.24005181347843,1,3,2,1,82.02380245570056,9.255007966787899,3,2,0,35.85086138527536,D,3,1,21.134892285143692,1,5,5,Нет
0,54.47404926371197,27.46688330015238,3,4,1,62.32167558844771,C,1,1,40.09285338973797,0,3,3,1,50.74804309888261,65.66430720628496,5,3,1,3.598827584965647,C,5,0,51.571185922967345,0,1,4,Нет
0,1.755492346023213,24.352949989971183,1,2,0,68.65573982258985,B,2,0,43.64543908816027,0,5,4,0,62.37882920050319,42.27591629535398,1,2,0,19.642724660762735,A,1,0,1.490811231918776,0,5,5,Да
0,1.388649743385728,54.58566511121258,2,2,1,20.979752590990554,B,3,1,49.73341775423199,1,4,1,0,96.47980417939218,98.4076151430419,1,3,1,18.86897675087934,B,1,0,85.07259438262057,1,3,4,Нет
0,74.38683605920443,93.49500627733376,2,4,0,57.38333084211455,D,3,1,64.69408891209642,1,5,1,1,75.86164079897682,69.07263649096076,4,3,0,5.833921590428847,D,4,0,85.64281454635413,0,2,5,Нет
0,37.41980840455571,80.19004891070037,2,5,0,86.69775678267277,C,1,1,40.323669318467935,0,2,2,0,15.81291848002816,50.58856632924682,2,3,0,19.420045636765238,C,5,0,94.28500138912918,0,3,5,Нет
1,12.857117092381277,1.5443225428326879,2,1,0,9.647062941295415,D,4,1,19.236825439993023,0,3,5,1,71.83696346120733,82.38110597702457,5,1,0,20.598475871956488,A,5,0,89.96912661515422,1,4,5,Нет
0,80.16050864964348,14.868955899807645,4,4,0,80.03051971966387,C,4,0,62.44771784769774,0,5,5,1,18.81114766695937,96.31626216135362,1,3,1,69.91836925713265,C,4,1,7.051902124153841,0,1,4,Нет
1,61.52504257266435,57.13532677507148,3,2,1,16.62943267880469,B,1,0,93.56840842572468,0,5,4,1,49.41246979867624,79.35822939753795,2,5,0,30.24442571066759,D,3,0,80.10700878265199,1,3,3,Нет
1,13.619361719429769,46.320817894384525,2,3,1,47.349148029565924,D,3,0,62.26366129154569,1,5,1,0,53.28502909676802,18.20386354167439,2,2,1,74.88443089080617,A,5,1,16.21080288385619,1,4,4,Нет
1,42.6543195980692,97.16626354638524,5,5,1,93.5351767406685,A,4,0,69.09645849100649,0,5,1,0,19.9633950858229,73.17734297133592,4,5,0,52.697139267749414,D,5,1,30.689705623892603,0,1,4,Нет
1,51.31444852120597,50.219328716928835,1,4,1,1.585442709506668,B,3,0,48.0209988372348,0,5,2,1,8.526828631426952,0.9924519150549371,4,4,1,91.24398045837346,A,3,1,20.00636386846284,0,1,1,Нет
0,35.254123529820504,37.070037359704,2,2,1,97.93314628469916,B,4,0,55.221044312677314,1,1,1,0,9.700889456785278,35.723635304118204,2,4,0,53.77675628488764,D,5,0,98.11375590892428,1,2,3,Нет
1,68.04854231379709,61.057361050492,2,5,0,50.1051476841781,A,2,0,5.43693935327263,0,1,1,0,92.60430612463615,88.50050994115476,5,2,1,78.8156709990103,A,5,0,13.336346889330365,0,3,3,Нет
1,1.9666760846448361,0.9877465412889475,2,4,0,32.979240210318515,C,1,0,89.1710754230229,0,4,4,1,1.0159185021672568,16.17985033116055,5,1,1,20.71577311654179,C,4,0,22.8287489242731,0,5,3,Нет
0,14.258870264125523,64.3933053413545,1,4,0,87.73189852361656,C,4,1,64.90957914427521,0,5,2,0,28.112511684594267,80.42397569949121,5,3,0,66.37570216678395,A,5,0,38.96197850000947,1,2,2,Нет
0,90.87463610200072,1.0449399012115501,4,5,1,46.8945165470094,A,1,0,73.84024316045478,1,5,4,0,43.35610523996781,85.0208599915413,4,3,0,39.26072589696549,B,4,1,20.1257683994686,1,2,1,Нет
1,11.905509607602372,65.6507516125353,4,2,1,48.24112516008932,C,5,1,41.359034032079066,1,5,5,1,46.60970740732585,3.456901830854975,5,5,1,96.60383642997256,A,1,1,13.12097940940722,1,4,2,Нет
1,91.07209443777865,8.568235728548334,3,1,1,95.81394449904663,B,4,1,62.09381857713736,1,5,3,1,77.93041815196436,91.8218960696826,3,2,0,39.72130100981853,D,1,1,77.74539364342805,1,3,2,Нет
1,28.884661327449546,19.096765743042667,1,4,1,70.28684218955041,A,4,1,54.14045129420312,0,5,5,0,27.102792351309258,73.33381263862465,3,4,0,40.34012294216611,D,5,1,8.406725844101137,0,3,4,Нет
0,78.52202134358023,23.314425840923125,2,1,0,24.66512530225803,A,4,1,29.68706959438412,1,3,5,0,77.9128221589927,96.61613904025025,4,3,1,88.56495776022581,A,4,0,96.3631479185154,1,2,3,Нет
0,11.00115034262885,72.30675613233998,1,1,0,96.64041875448191,B,4,1,3.71463814718882,0,3,3,0,20.462064471147258,1.985064330389108,2,1,1,28.99203646333731,B,3,1,68.53864504599886,0,5,5,Нет
0,50.730170428369135,95.85798710974336,3,2,1,39.683704285744156,D,5,0,38.42459022558612,1,1,1,1,79.51353659275611,31.523076817949068,5,3,0,95.51979036346869,A,5,0,65.17586551361174,1,5,2,Нет
1,9.46804506068749,68.82866369241161,1,1,1,90.42487555042554,B,2,0,0.6032287147298421,1,4,3,0,57.55542613130442,62.91232373017084,1,4,1,44.81985009625983,D,4,1,21.99302119604659,1,5,4,Нет
