Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Collision
C,A,0,33.6513153737798,48.29319919884158,C,10.54275337442887,1,C,A,A,1,67.23640594400287,73.80778082426038,D,1.1922263145958012,1,D,Нет
D,D,0,27.20556704950289,53.74400917517666,A,53.1971555011737,2,B,C,B,1,61.61088949386377,65.97633727075777,A,42.373755022138425,2,D,Нет
A,D,1,71.14595483823089,92.73084905457397,A,88.0171124421156,2,C,D,B,1,34.98070784992061,37.822142998437116,A,68.10446647124947,1,C,Нет
C,C,0,66.27139684017234,97.78617748519062,A,53.48837308510149,1,D,A,B,0,84.37387483639253,33.87608127334799,D,3.788126661468738,4,C,Нет
A,A,0,67.22360149348695,67.5318852967999,A,42.401741204507914,4,D,B,A,1,88.74130641009052,81.92032871726174,A,65.44555861561162,2,D,Нет
D,A,1,87.34151184281502,51.03523680548496,A,14.482259754019145,4,D,D,B,0,42.696795971921794,12.722904460069806,C,43.566096467432615,2,C,Нет
B,D,0,31.451023886360563,99.31136299680516,A,36.812346411395666,2,D,C,C,1,1.0043036225134139,10.442353158548357,D,42.04097206445297,2,B,Нет
A,C,1,68.06895217133217,50.65845950507971,B,66.1792903282839,1,B,A,B,1,94.35422557903685,19.347526697953498,B,80.4347948438618,1,A,Да
D,D,1,34.693458382646845,60.44527542998566,B,8.59068842384917,5,C,D,B,0,15.962618467393208,50.52894621688947,B,28.836103038274572,3,B,Нет
C,C,1,16.285019256528354,28.087674289418608,D,0.47515001558566805,3,B,D,C,1,75.50092619846794,39.50564529392763,B,38.33427397690178,2,A,Нет
D,C,1,12.938812284429702,52.62411432470942,D,91.60266836855357,1,C,C,A,0,57.01570195653365,62.1762856558692,A,83.21116264950955,2,C,Нет
A,C,0,66.64495794135385,5.471612378166169,D,65.24051278458863,4,B,B,B,0,45.13281508100068,24.66257634835064,C,70.13186215056491,4,D,Нет
B,C,1,91.39384336398884,40.13199399463293,D,80.05383078115106,5,C,D,D,0,92.82565000077916,13.612309206615425,A,84.7679243164559,3,A,Нет
D,C,1,81.5056805628949,92.98376204319777,B,19.337099632497402,1,A,A,A,0,0.1109334936290951,14.683781439220677,D,14.247072508793035,5,C,Нет
C,B,0,75.80333330925527,74.51405733976068,A,61.00249369329232,4,A,B,C,1,91.53996118452706,5.769391048135053,C,40.60672723199625,5,C,Нет
D,D,1,46.32064008469812,19.34225731643624,D,99.42635559960966,1,D,C,B,0,0.49973726604196633,37.24032081663543,C,4.6947122814966935,4,B,Нет
B,A,1,90.09633615985442,46.37008791175143,A,23.076434336224683,5,D,C,C,1,34.08925661137112,4.851550826377327,C,64.32575408646808,5,A,Нет
C,D,1,44.52745950912357,61.51788951373797,B,84.42795800184103,3,C,A,D,1,58.628590919777814,64.776763873251,D,37.361256355258135,3,D,Нет
D,C,1,64.0945683992992,86.62037965541504,B,37.55944732564319,2,C,D,B,0,92.16069982006874,43.28578138923308,D,80.94277188487774,3,D,Нет
A,C,0,33.642197128294846,39.395711889024696,D,83.51848072437204,3,A,A,D,1,87.3145988835074,96.84973309845145,C,86.96263772439487,2,D,Нет
C,D,0,4.172396096081332,76.0311519975141,D,11.068456067864252,5,D,C,C,1,55.09884362609271,55.136771433209816,A,14.643865996712924,3,D,Нет
B,C,1,80.97939364407021,49.68555359634523,A,49.33227915392667,5,B,C,B,0,43.38042137390412,24.54109956090673,B,37.34297442050355,3,B,Нет
B,A,0,60.80655205720634,11.120834697526693,D,22.941227434875287,2,A,A,C,0,4.543705523510133,14.362042724755032,B,35.5219040074447,3,A,Нет
A,C,0,29.514916045441943,8.248566807345203,D,53.63805419651866,5,C,A,D,1,15.362969141965943,91.80494665029994,D,32.99821590837529,1,B,Нет
C,B,0,18.20819701447234,71.12369762485167,D,74.58395132484638,2,A,B,B,0,13.660913628832816,66.54228098455033,C,18.923930879514707,3,C,Нет
C,D,0,86.42238572711896,21.65216708361507,B,21.422061855134334,4,B,A,D,0,82.8980455286257,80.3814972758039,B,23.686851341479752,5,C,Нет
D,B,0,66.5754690120023,12.057257940457388,C,73.23986709343569,1,B,D,B,1,74.56201025968446,14.904369333409084,B,94.69308902863474,2,D,Нет
A,C,0,21.823346077187523,53.56656332175081,B,51.75881196903599,3,C,B,D,0,44.367524725161346,53.019141374993126,B,25.16391675163846,5,C,Нет
A,B,0,54.548956474523635,18.87861164300315,A,95.1827071645857,3,A,D,C,1,41.565804291352535,78.57590385276227,C,21.323665106034852,2,A,Нет
C,D,1,48.40753577245427,68.27343158684816,C,52.97694680874461,4,C,B,D,1,42.49933081224214,65.23898123224575,D,12.453319851475708,5,D,Нет
A,A,1,84.71200177783358,16.15944753016597,A,18.769126910237965,2,B,A,A,0,53.49539887686833,81.7908407942317,A,56.6457501489211,1,C,Нет
D,B,0,82.73665520543477,71.90444054094306,D,28.427354928115477,3,A,D,B,0,68.60020262504108,35.47551620946698,C,69.55252625759016,1,B,Нет
A,D,1,31.319110912797587,36.36254186713735,B,28.584778644340393,1,B,A,A,0,35.344442975604686,76.59486800778217,D,55.11444766229111,5,C,Нет
A,B,1,15.291524382282617,37.38085315557343,A,58.07590873348535,1,D,D,D,0,78.41820402874896,7.748660976562871,A,58.81514161419498,4,A,Нет
A,C,0,86.58780747271823,84.040732146956,C,88.22254005849052,4,A,C,C,0,62.07602138678332,81.82181514408946,A,1.7426310395607825,3,B,Нет
B,B,1,6.568357360087029,67.72963562584945,B,26.159690769830803,2,B,B,B,0,44.8154396267349,68.75435315519512,A,35.630708932769096,1,A,Нет
D,B,0,19.411957302257143,31.10517552596246,C,17.723759198584975,3,A,D,C,1,44.891459562043764,94.75622952055163,C,43.493922640609675,3,A,Да
C,A,1,94.72684166712371,43.899392309420406,C,20.86891264562698,4,D,D,A,0,42.450684854856036,47.93376580217301,D,88.51198968817634,4,C,Нет
D,D,1,30.086348168043198,52.55663369942455,D,62.87190288212913,2,A,C,B,1,30.40228146339935,85.84897563340473,C,0.840828532061555,2,C,Нет
A,D,0,68.95105010365926,98.58030828802391,A,37.194763320251155,2,B,B,B,0,98.55795140832781,99.14817108392178,A,45.348256969542376,4,C,Нет
D,C,0,62.341881191042326,64.08939315716916,D,42.808305427436736,1,A,A,A,1,10.806865933945087,21.996382578500683,B,84.03681474099834,4,C,Нет
C,A,0,79.76164868189417,66.47064330637147,C,1.9820189097797702,3,B,D,A,1,17.91786676554079,50.551689303113434,C,6.499251345248469,3,D,Нет
C,C,1,65.55724044502452,68.32145291126412,A,5.8316315600522195,3,D,B,B,1,80.19485475786318,65.65251148950081,A,56.468490997062815,5,B,Нет
D,B,0,49.49282474616498,84.32292569929189,D,48.720097618049465,2,D,B,B,1,28.07627895073622,38.50890663557725,A,83.5258565456409,3,D,Нет
C,B,1,95.49686171227474,60.915003058348496,B,23.308638035119934,2,C,C,D,1,73.28953919768631,93.37745175183603,C,27.096947435564267,1,A,Нет
A,D,1,7.057164279267758,79.15608157622553,C,20.85812041023899,4,C,D,A,1,75.14538517400867,2.366438292084483,A,87.06714494967751,4,A,Нет
B,C,0,70.51338870769118,26.18757584325404,B,3.5125436093565,2,B,D,A,0,26.3852763268441,70.00975721657956,D,13.004926301704156,4,C,Нет
D,D,1,89.03740715526848,27.712002113093714,A,1.1521398407623784,5,B,C,A,0,66.09926415787668,1.039780872680407,C,50.225515944124325,3,D,Нет
D,A,1,58.38549389101018,56.96715546458526,B,11.34246734314125,3,D,B,C,1,37.032835012274845,1.8419833840899513,D,87.8776640226399,5,C,Нет
C,A,0,70.87769439584177,1.9490674439307076,B,35.95415728307334,5,A,D,B,0,91.33619092380377,78.8090295578487,C,61.113260997533594,4,D,Нет
B,B,0,10.276313652062285,84.56757653755915,D,41.61313672327989,1,A,D,B,0,64.77920427061048,90.39281353508008,C,18.804735883826527,4,C,Нет
A,D,0,46.371993995529415,66.81184482935674,C,47.388249322021856,4,C,A,B,0,52.05110627511711,6.512172683690698,B,43.30316479059746,1,B,Нет
A,C,1,39.661140790680015,18.227230673290997,D,32.51646228626542,2,B,C,A,1,20.29182460803308,21.194813740910877,A,57.87812701881837,4,B,Нет
D,A,1,32.56583778549547,75.67310640299647,C,52.06165114449908,2,B,C,B,1,7.781984277569787,9.34307785473063,D,25.746540502969683,1,C,Нет
D,A,0,82.60365195924076,45.7501508933298,A,81.192092048476,1,C,C,C,1,40.703969538859866,11.025711186944742,A,99.11027968158461,5,D,Нет
B,A,0,60.435269633226106,16.22559827177479,B,85.10155245997547,5,C,D,D,1,28.84813316048295,57.56658532376314,B,92.24670461054508,2,A,Нет
B,C,1,11.950077987142027,54.119305954501115,B,56.604522017518896,1,D,B,A,0,17.868339630203923,14.250394400592326,B,80.39467859380247,4,B,Нет
C,D,1,47.98307908385937,58.235424244737835,B,80.76018123611973,2,B,D,A,0,13.740821902855815,94.78243646886887,D,4.071728768562455,2,D,Нет
B,D,0,32.436090896731784,48.77504550737767,B,67.63176110891249,5,A,D,D,0,28.166914581332115,35.302275526193974,C,31.128423548647653,2,C,Нет
A,A,1,81.95176995348102,56.12827600955942,C,23.83412687587223,5,B,C,A,0,44.02463746725635,75.63810954069837,D,42.37438864544768,3,B,Нет
B,A,0,25.88814325155888,3.7912286434198195,A,85.86180186950185,3,C,C,D,0,76.45551903894415,4.964388076564463,A,16.047498362392233,4,B,Нет
B,A,1,34.229441707828286,4.351123561226333,A,74.31165163349766,3,C,D,A,1,54.50035306657838,26.88478645201804,A,11.705373114750017,2,A,Нет
B,A,1,17.369785739260436,91.8339894159181,B,23.829599658372068,4,A,D,B,1,32.739320939562624,19.53896700055563,B,16.720725577505778,3,A,Нет
B,C,0,2.079724870726596,83.2121412611952,D,98.01213465184723,1,D,A,D,0,26.55162991770651,22.914791036820915,C,25.851231300683175,4,C,Нет
D,B,1,91.53828169538933,95.88067231757253,D,4.020072325093926,1,A,C,A,1,91.32382351932606,95.46302080864328,D,24.173340453667013,4,A,Нет
B,D,1,22.419386114205665,19.8274295007382,D,28.99552602509169,3,A,A,A,1,24.766477991625024,17.255504699422865,B,18.407988626270043,4,B,Нет
B,B,0,92.19914566561202,81.19419044743896,B,1.5262362549183783,2,C,B,A,0,14.12154114747639,52.6565838707577,D,85.60326226585536,4,D,Нет
B,D,1,80.41201088011923,82.46180748047607,B,70.46703884242461,5,A,D,B,1,2.4240819378005596,0.48558908984821514,A,66.95234404508764,5,D,Нет
B,A,0,28.4724694644807,92.73946370378879,D,41.3090629645397,2,B,C,A,0,31.45330349697746,20.45403918250013,B,99.7387618480955,3,A,Нет
D,B,1,26.50112675565419,95.35036057478548,C,94.78494905975995,5,C,C,A,1,85.77528878754192,51.83558784237993,B,54.59508357348004,5,B,Нет
A,B,1,5.354307544337411,35.638180949129264,A,41.68115871051836,4,C,C,B,0,66.82872120441617,32.632467037441614,D,93.12327244650571,3,C,Нет
C,C,1,60.05255199724967,17.6358316788637,B,23.49253796469072,1,D,A,C,1,68.76446116792098,1.0800932683043496,C,88.17885098081413,1,D,Да
C,A,1,79.04925090507021,10.379218726945872,A,64.75736152127877,5,C,C,D,0,24.712416868582565,67.54410877472333,A,87.65082199018495,4,D,Нет
B,A,0,43.93706993165687,74.76345846211973,B,69.07504911796086,4,B,B,B,0,91.39663801267184,70.09369881482786,A,58.33645771287526,5,D,Нет
B,B,0,36.69475410268568,49.26661758041798,D,53.371958168191966,1,B,D,D,0,27.954617899650724,30.385968718259836,B,22.015296132287855,1,B,Нет
D,A,1,71.00550715553808,22.37375030910552,B,36.33583446542566,3,C,A,D,1,12.127873531502619,71.8755180456689,D,93.81768141534333,1,D,Нет
C,D,1,54.360079226757406,1.9987843031874397,C,35.2741311537187,4,A,D,A,1,47.233944755070375,15.196928168737223,C,9.931289541207832,3,D,Нет
B,D,1,32.30672496903172,27.78736532517079,D,45.67188646494256,3,D,D,B,1,84.02245161813362,17.022047984241272,B,37.44321438439133,5,A,Нет
D,A,1,23.760378475438692,60.62968478771265,A,17.47544391814426,2,C,A,B,1,50.97384837110347,14.105683425538384,C,79.36276804117534,1,D,Нет
A,D,1,76.28914851286831,95.2478259852233,D,25.144946918390477,1,D,B,C,1,28.88286011906964,67.94578420272434,A,37.71735230229773,4,A,Нет
A,A,1,14.84785370492705,41.15190954979931,D,38.25154470379067,3,B,D,A,0,33.998569563647074,80.79130703040015,C,99.31339348034375,1,C,Нет
C,C,1,90.06341260845778,66.7805736250128,B,74.22899999211188,4,A,D,A,1,70.52003098799821,97.31399105063076,A,12.88579942537943,4,D,Нет
A,C,0,30.53018633746819,81.28004031352117,A,22.397176565636478,5,D,C,D,1,77.6893620159089,75.45380485003949,D,76.80382069951683,5,D,Нет
C,B,0,53.161793699182105,81.09076629619967,D,52.001355324726404,5,C,C,A,0,45.21097318109311,41.37884305606874,B,51.437297761420616,5,B,Нет
C,D,0,56.478396884435625,72.34871091057275,D,36.006837645819836,2,B,A,A,0,18.562827987717323,19.079128064015315,C,18.331667805962738,3,C,Нет
D,A,0,86.69160050112059,44.79752892679012,D,67.3683869434497,4,B,B,A,0,49.293664854880035,73.17040477852025,B,38.16727434113803,5,A,Нет
B,B,1,92.87733583038832,5.209497989845458,D,58.273915842649835,5,D,D,D,0,20.561052558071026,22.219518124675474,A,65.6394197415474,5,C,Нет
A,D,1,14.068547641566031,78.37565676357984,C,60.54435272499451,5,D,A,B,0,92.0789408877902,54.553076020463195,D,28.001145615083633,1,A,Нет
B,A,0,54.204630588276956,1.270788148720292,C,73.69050929723386,5,D,C,A,0,38.841454664458716,48.36739429021451,D,98.06595864491754,4,A,Нет
D,A,1,9.682145775482143,3.8409209136628264,D,24.785985266715983,5,A,A,B,0,7.108819941989564,53.71801191419575,C,96.46756357631104,5,C,Нет
A,D,1,26.536909573515256,19.977095063081517,A,16.73150418079363,1,B,D,D,0,18.107540234557405,47.842905699537155,B,64.27830903037088,3,D,Нет
D,C,1,58.951522273881466,19.604920426595818,D,49.58282592720602,5,B,B,C,1,44.07274855543145,57.34593683082515,C,89.4946990845174,2,A,Нет
D,D,1,5.718365523855007,10.347781402797162,C,3.338195289835777,2,D,C,B,0,10.27644399426979,53.2285035657358,B,15.495340918316835,3,B,Нет
D,D,1,39.56320460939714,77.60698230669013,C,43.71333180100938,2,A,C,C,0,93.21563290945927,60.602989159094655,D,11.891008420537519,4,A,Нет
C,C,1,75.66506386793384,2.7878231444371515,C,54.7785403178215,1,D,C,D,1,41.417480417119556,92.63821718488329,D,48.022093401162046,3,C,Нет
B,C,1,7.915981550144435,91.04336051575915,D,62.4121248857357,4,D,D,A,1,42.95543042358102,52.865837964972364,C,33.65573085122939,5,B,Нет
B,C,0,83.88319533493332,72.49330487404858,D,52.32048002834004,4,D,A,C,1,64.90202726896138,81.80417893530051,C,13.70412140020656,2,D,Нет
D,C,1,70.34651509269162,71.81054089129158,D,16.63239089010983,1,C,A,B,1,23.341855894178863,46.75858232882263,C,51.16307604027581,1,B,Нет
D,C,0,90.02159387135775,63.48805176373198,D,56.887688932038884,2,A,C,D,1,96.07199840565373,15.09336427769179,C,0.5834196996647556,2,A,Нет
C,C,0,63.08152991916218,59.68697694804863,C,13.678398999427566,4,D,D,A,0,78.84618420088509,69.0371376387875,B,6.3390323257142995,1,A,Нет
C,A,0,70.01914088442021,74.91747410818586,B,43.3165973138529,3,D,B,B,1,49.43791476487335,16.230286795736937,B,88.80633719929895,5,C,Нет
D,B,1,9.277192295393444,11.784937854547806,D,40.050072007227044,2,B,A,D,0,53.3970352580138,45.575417947021734,A,34.58824005194274,2,B,Нет
C,B,1,1.9578826024177376,50.457128624581294,B,49.7070369903905,1,D,A,C,1,89.19953572880479,46.840065199586064,A,69.43440287013685,3,B,Нет
C,C,1,74.72403920941744,96.79189181424952,D,18.65747076027372,1,A,B,D,1,22.099668375144976,28.78907870505687,D,24.954488676695707,2,A,Нет
C,D,0,42.7624499650296,31.6995600093686,B,66.17388785034626,5,C,C,D,1,33.29415253185017,8.786716577335419,D,7.615627734522745,3,C,Нет
A,D,0,73.55348367629792,26.899734098011564,C,64.47480705187158,2,D,C,A,1,73.3809235190735,97.46578409377135,B,2.3078429886522644,2,D,Нет
B,A,1,65.47846737049339,89.34250067512343,C,15.288208129316128,3,C,D,B,0,82.92290896209437,1.1174712985551172,C,54.879854487112645,1,B,Нет
B,B,0,44.71777383127778,87.66741605014022,B,81.90645848454987,2,C,B,C,1,9.941187729463973,38.792909190271466,A,73.89799615486831,5,B,Нет
C,B,0,71.68225939664752,26.403617909502696,D,71.17545800170136,1,D,A,C,0,67.50724290674178,43.55609684299875,D,76.8487418417454,5,A,Нет
A,C,1,69.07145426463148,26.80771465623565,B,36.59123938926775,2,B,B,B,1,45.99794584401145,42.08493052498119,A,52.8987525935184,1,C,Нет
C,D,0,19.411301321157083,56.22443870751166,B,95.19602732990222,4,B,B,C,0,18.02126776409978,94.30526980055353,D,24.348534782879927,5,B,Нет
C,D,1,99.89083788366848,52.78346232425542,B,95.86670368770129,2,D,B,A,1,94.22189551330416,91.63782559677804,A,32.00723074614387,4,A,Нет
A,B,1,80.89925116001011,33.50538405942161,A,0.9741440489612896,5,B,D,C,0,84.7373702834793,61.74753275343407,D,0.8430756494753,5,D,Нет
C,C,1,16.59679932018321,73.61085471935166,A,14.127104752343268,1,C,A,D,0,9.181141950139038,64.26648866700559,A,42.45684393735394,2,C,Нет
D,B,0,41.31281292489712,45.56117200403427,A,55.6681197940937,2,C,C,A,0,16.96479321662492,88.07700266486151,C,7.799784865202808,4,C,Нет
A,B,1,7.238573518073155,24.256491741572894,C,20.377026859485213,3,B,B,D,0,87.08140921271918,55.72993996643479,C,5.700443888571161,1,D,Нет
D,C,0,27.63219261081651,42.16994915687169,D,68.87388284029194,1,D,D,A,0,43.67414337186942,40.518509609453154,B,3.8539748127657925,3,A,Нет
A,A,1,48.8693355160972,8.85354451193473,B,74.84508589917583,4,C,D,A,0,58.57073807161143,17.877418858452998,C,4.191337273103601,3,C,Нет
D,D,0,90.47190406593359,32.65125636554343,A,39.501771992617805,1,A,C,D,0,69.37851888700474,16.246082884838952,D,26.34849065959991,5,C,Нет
C,D,0,26.433999959172482,16.97906621331172,B,75.73400035571103,5,C,C,B,1,72.15295219275245,88.63396089610394,A,14.317184244969738,3,D,Нет
C,C,0,61.86921762477765,47.79766853084271,B,60.502055642587784,3,B,D,B,0,19.22285746982523,87.601422877031,B,75.62645974657147,5,C,Нет
D,C,0,8.176553159647282,94.15793878514788,B,27.099391147073547,4,C,B,D,0,25.688047291052683,56.31655333732807,D,31.335500521909488,5,C,Нет
B,C,1,87.42742676950094,61.97051424152911,D,32.08144290434589,5,B,C,A,0,21.37590336170092,7.64349842035954,D,90.56888434421047,4,C,Нет
C,C,1,70.38020995767391,82.76896052789297,D,64.38175805991241,5,A,A,A,1,8.611531666514004,72.29214585005501,B,39.321555939237065,4,C,Нет
A,B,1,10.427596020956663,60.96686096151852,B,49.92403183482021,2,A,B,D,0,53.464446495878285,88.29022716963158,D,15.787667529502281,4,B,Нет
A,C,1,49.78930494352408,49.01948045116515,B,92.45947397842218,5,B,B,B,0,30.934041660093335,76.80341828982627,C,74.08144676320651,5,B,Нет
A,D,1,17.411217189140004,31.858980781478728,D,82.99740739056288,2,D,D,C,1,7.075735497098368,75.14701028776581,A,72.34007739993099,4,A,Нет
D,C,0,11.911118487011086,53.8567582296307,D,18.73031115277883,2,C,C,A,1,61.928797989022996,70.17597401305731,D,78.7573498500917,3,B,Нет
A,A,1,29.68472283606909,7.622691669894377,D,12.995925997987978,2,D,A,C,1,84.78437278685593,59.578641785282805,B,39.09356549607716,2,D,Да
B,D,0,46.86946568620052,81.06583429875177,D,31.782080450289552,1,D,D,A,1,4.265210865775937,89.58097066838594,B,79.96159867705494,1,A,Нет
B,A,0,38.307389750844024,12.93369852158417,B,45.11382768262262,3,D,D,B,0,55.95597690073505,57.78987441604667,B,20.362785411438754,1,B,Нет
A,B,0,34.732224113046094,14.895266795959083,A,84.80630121162307,2,C,D,C,1,51.52924234287598,56.9611948781944,A,40.336681369050666,1,C,Нет
A,B,0,71.85801299906484,32.727280723653664,D,63.39519563403358,3,D,C,C,1,85.54908683594192,79.35930157477034,C,23.29676471241895,1,C,Нет
B,D,1,95.02228392674853,89.09655549423908,B,90.02003366880325,1,B,A,B,0,9.602878457553999,88.8175837818676,A,16.452242404056992,3,B,Нет
B,A,0,23.21591272112086,45.28145677661842,C,16.93474446581269,5,A,D,A,0,29.301185545763353,13.634793463854166,B,74.72067453962195,4,A,Нет
D,C,0,5.22401432083096,31.282207936733087,A,56.06262450117352,2,D,C,C,1,18.30184103211925,50.488956106504766,B,69.93495646419493,3,A,Нет
C,B,1,25.018171041269042,76.03123992868863,D,69.8035227102959,4,B,C,B,1,57.13362491504246,45.7268930600536,D,30.644448659191326,3,C,Да
D,B,1,63.9810140481132,2.6420550709746693,C,83.67825120535707,2,C,C,A,1,46.79760143431984,75.96397936542645,D,23.539301159161596,1,B,Нет
B,B,1,92.59883394245271,11.00351364758878,C,45.36229645191552,5,B,D,D,0,89.0554104557543,72.35137126094995,C,85.87074768352227,2,B,Нет
D,A,1,51.24583904972037,84.74458526351188,A,99.40391286572176,1,A,C,C,0,0.33243181018195456,71.71954372550582,B,0.7819124091482221,5,D,Нет
C,C,0,16.988882304255114,19.497283459790506,D,21.92333670871278,1,B,B,A,1,92.44714199922669,73.34157075951013,D,51.782572570650444,4,B,Нет
C,A,1,33.49436089122222,66.58874242323743,D,87.9743647637889,4,C,B,D,0,9.287257958640915,30.30775937614273,D,66.34758134933602,1,D,Нет
B,D,1,36.56984436391196,3.3732713460164376,D,43.60180083590113,4,B,A,C,1,46.47397615201256,41.04316395879544,C,74.10111591667754,5,C,Нет
B,C,0,99.77535216188133,40.713703027311844,C,96.40119850220171,1,C,D,D,0,12.952544675060773,25.47920209147757,B,76.84668317826136,2,B,Нет
C,B,0,53.35382714363162,75.82702888333318,D,74.37855657091885,1,A,C,D,0,71.60605715410375,65.65388740382252,D,16.58115902327777,3,C,Нет
B,B,1,76.2274267492165,10.480743447366581,D,45.55527534707397,4,B,A,B,0,61.530864144699784,14.105100412020677,B,19.165433206397775,5,B,Нет
B,A,0,67.50471755103953,3.736522060122338,A,49.00921595222882,3,D,A,C,0,49.70970655271443,20.021451935870793,B,67.42474834576026,3,C,Нет
