Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Collision
A,2,1,0,D,5,11.483695212361322,4,0,0,89.07868029165232,A,4,1,0,B,5,76.07419283825068,2,0,0,34.846578166958274,Да
C,1,1,0,A,2,65.23325132412212,1,0,0,58.75716768458932,D,2,0,0,A,2,54.98406966951038,2,1,1,95.25981250345055,Нет
B,3,0,1,D,1,21.61739858366384,2,1,0,54.10075241889162,D,2,1,0,A,3,21.624049901451624,4,1,1,44.447692486133846,Нет
B,3,0,0,A,2,24.42923122688988,5,0,0,75.60184358886694,B,3,0,0,A,2,49.57512313620296,3,0,0,46.531308577319095,Да
C,3,1,1,C,4,4.619987947197501,3,1,1,10.081851803574892,D,3,1,1,C,5,53.268028454175194,4,1,1,91.09397778174369,Да
D,5,0,1,C,3,82.2461557199701,3,1,0,88.77677905490341,A,4,1,1,B,2,59.80918376733306,5,1,1,0.07653321695215709,Нет
D,2,0,1,C,1,84.7241782757629,4,0,0,23.43368844891186,C,1,1,1,B,2,97.81349260085828,1,1,1,22.374382801099223,Нет
C,3,0,0,A,5,27.990666496088945,3,1,0,92.75657141676376,A,2,0,0,D,2,11.381262183730334,4,1,0,91.47038998763168,Нет
B,2,1,1,C,3,97.83130680619733,1,1,0,97.6677018584167,C,3,0,1,D,2,89.60497588509227,2,1,0,73.96054915598177,Нет
A,2,0,0,D,4,49.8289242864672,4,0,1,18.030213926397074,C,3,1,0,B,1,28.140642299825746,3,0,0,4.627275171410239,Нет
C,3,0,0,B,2,23.77343443483625,5,1,1,80.64439798578674,D,3,0,1,D,5,98.32273958190136,3,1,0,49.317050041890006,Нет
C,4,1,0,C,4,22.468836413336625,5,1,0,37.94939241077386,D,3,0,1,A,1,87.11691301868294,4,0,1,93.91600235316909,Нет
D,3,1,1,D,5,23.535031759668367,3,0,1,35.534098946099625,B,4,0,0,B,3,41.675868608302956,3,1,0,71.28798377054417,Нет
B,2,1,1,C,2,70.53936082625947,2,0,0,94.7156398948744,A,5,0,0,A,5,12.985833615063092,3,1,0,14.228124700009781,Нет
A,4,1,0,A,2,0.26371893969044935,4,0,0,8.286035865442864,D,5,0,0,C,1,95.76769952323238,3,1,0,38.823583478687006,Нет
B,4,1,0,B,1,73.0474445533068,2,0,0,33.43863063622264,A,3,1,0,D,4,73.12950579839041,4,1,1,55.594775475358496,Нет
D,5,1,0,C,4,7.847746759586038,1,1,0,16.230434850884834,C,5,1,0,A,4,15.915216978824242,5,0,0,63.407974947744826,Да
C,3,0,0,A,1,40.79505302693526,5,1,1,37.15300844201727,B,2,0,1,C,3,5.9038917405312645,2,1,1,26.04722644673482,Нет
B,5,1,1,B,4,47.73569055314262,5,1,1,51.34785074610324,A,5,0,1,C,2,44.215050376323084,1,1,0,35.269211712944816,Нет
A,5,1,0,A,1,2.8627481033218327,4,1,0,67.51032666290392,D,4,1,1,B,2,76.25710502757127,3,0,1,64.27104960029328,Нет
C,4,0,1,B,3,53.96220593161196,1,0,1,1.9060124426877323,C,5,1,1,A,1,31.595370737420247,3,1,0,93.66273192676509,Нет
A,1,1,1,B,2,74.28731192274603,1,0,1,6.037305704693264,A,4,0,1,C,3,1.6286843384562988,2,0,0,72.21532689824717,Нет
A,2,0,0,C,5,72.68518502969948,5,1,0,52.511189367246615,B,4,1,1,B,5,63.974005042629024,2,1,0,67.8845967268273,Нет
A,2,0,0,C,3,86.5145292814458,3,1,1,26.16157511696311,D,1,1,0,C,1,1.6328793927239404,3,0,0,70.21622074016473,Нет
B,3,1,1,A,1,10.242308950781942,3,1,1,21.78188117436397,A,5,0,1,A,3,13.245324297113525,2,0,1,54.38351713672943,Нет
B,2,1,1,B,2,88.42751570573397,1,0,0,60.9670459325967,A,4,0,0,D,4,50.03262460111765,3,1,1,41.380448093453815,Нет
D,2,0,1,B,2,67.54684970753416,4,1,1,3.2026168293694757,C,2,1,0,C,3,82.61117141842365,4,1,1,20.824052605328525,Нет
D,4,1,1,A,2,46.65651117463614,3,0,1,84.74258347496234,C,4,0,1,B,4,15.620987109853546,1,0,0,70.9575505399155,Нет
A,5,1,0,A,3,96.11273630547251,1,1,1,39.58607346126277,A,1,0,0,B,1,34.32800366628497,2,1,1,15.799603957173291,Нет
C,2,0,1,A,4,62.877647948857465,5,1,1,64.05412756959457,A,5,1,1,D,2,33.40932113729986,4,1,0,18.721793048756872,Нет
A,1,0,1,D,5,15.464778335752671,4,0,1,46.73546804454549,B,3,0,0,A,2,3.5837232742242264,4,0,1,64.28714170799358,Нет
C,3,1,1,A,3,15.57880728508837,1,0,0,90.50684446822125,C,1,0,1,A,3,86.63310955161295,5,0,0,39.40506836800014,Да
D,5,0,1,C,1,2.2829903950092767,2,0,1,80.3027640337347,A,1,1,1,A,1,77.97493820140258,5,1,1,2.1947355512206723,Нет
A,2,1,0,A,1,50.25103190067159,5,1,1,47.541863729181,C,1,0,1,C,4,52.10712136932322,3,1,0,26.9729113954578,Нет
B,4,1,0,A,4,90.46251700690576,4,0,0,33.898055514001115,A,2,0,1,B,3,61.84851927013548,1,1,1,22.49437993786172,Нет
A,5,1,0,C,5,27.602734945835905,1,1,1,72.07492692551841,A,5,0,0,B,1,89.78690479781677,2,0,1,22.031833030849192,Нет
B,3,1,1,B,2,82.76191792455559,3,0,1,8.902406040672195,D,2,1,1,C,2,23.466406920543548,4,1,1,24.128661138990793,Нет
A,2,0,1,B,5,94.02352529412371,1,0,0,10.648845141196418,C,3,0,1,A,2,54.23042188895537,1,0,1,76.50374105412993,Нет
D,1,1,1,D,4,39.261878622114295,3,1,1,44.37900653587863,C,5,1,0,B,3,57.539626268821934,2,0,1,85.53654421470527,Нет
A,5,0,0,C,1,1.5516279715130143,2,1,0,83.57270243390322,D,5,1,0,D,1,40.959746100221125,2,0,0,41.962776175347294,Да
B,2,1,0,B,4,61.875958729047866,4,0,0,5.20632757647721,B,4,1,1,D,3,60.093452387976356,2,0,0,46.531119057225425,Нет
D,1,1,0,B,4,71.71497775001583,1,1,1,92.65617510768237,C,1,0,0,C,1,73.55971538756289,2,0,1,99.59699438055043,Нет
C,2,1,0,D,4,88.93856805399214,4,1,1,42.3294642484967,A,3,0,1,A,1,44.53323688525508,5,0,0,78.40957097379926,Нет
D,1,1,1,A,4,51.35163460400376,5,0,1,40.65273270370977,A,1,1,0,A,4,19.728875913174804,4,1,1,96.11370149251587,Да
B,3,1,1,A,5,13.927259893588783,1,1,1,63.38566341838055,D,4,0,0,A,5,68.10458820191778,4,0,0,20.53944060852779,Нет
D,2,0,1,A,5,45.345525885791545,3,0,0,75.61763812644678,C,3,0,0,D,5,66.9779929613862,5,0,0,65.03128456460966,Нет
D,5,1,1,D,1,26.571762975358602,3,0,0,15.681060614297838,B,1,0,0,B,3,27.045401414832916,2,1,0,0.09386516364090491,Нет
B,4,0,1,B,1,89.22053024972726,1,1,1,60.667487830151146,D,2,0,1,D,3,74.68388079829667,5,1,0,78.41551236563936,Нет
D,3,1,0,D,5,1.0567975793727813,4,1,0,0.8663200213602229,D,1,1,0,B,4,9.488235378602583,4,1,0,94.98118649983034,Да
A,2,0,1,A,5,62.478102631432606,5,1,0,91.682976566676,A,2,0,0,A,2,17.916001209731125,1,0,0,81.02553241462154,Да
B,2,0,0,C,2,63.27989607980975,3,1,0,47.524219079195326,D,1,0,0,D,3,90.82536970755909,1,0,0,80.3866253181331,Нет
D,5,1,1,A,1,87.84567331596811,5,1,0,71.78798683627538,D,4,1,0,C,2,82.36778558831443,3,1,0,0.29159517503599686,Нет
D,5,1,0,D,4,0.8409945365556726,3,1,1,28.027088076289928,B,5,0,1,A,2,55.404102436526905,1,1,0,17.49076068201354,Нет
A,1,1,0,C,2,30.39079427615793,2,0,1,17.488082515648017,B,4,1,1,A,2,85.4981121811061,3,1,1,32.670230447293605,Нет
C,1,1,1,A,3,46.02489156127908,1,0,1,23.039098042669092,C,4,1,1,B,2,77.00235169661305,3,1,0,81.39021906052655,Нет
A,3,0,0,D,3,62.27062942867292,5,1,1,38.549197686833516,C,4,1,1,D,1,61.63966901059755,5,1,1,64.4805495206724,Нет
D,3,0,0,D,2,28.85743878685213,4,1,0,42.31343410934099,A,4,1,0,A,1,56.47457139790926,4,0,0,93.28235040913817,Нет
A,5,0,1,B,5,17.420402285154125,2,0,1,57.248000707103586,A,5,1,1,B,3,14.60814364475398,3,0,0,14.71360739088624,Да
B,4,1,1,A,5,51.2591595964891,2,0,1,1.382152544803572,A,2,0,0,B,2,60.63210895872741,3,1,0,83.81797396612421,Нет
B,3,1,1,B,5,30.574598047883615,1,1,0,45.89102791680627,A,1,0,1,B,2,83.85357438292496,3,1,1,79.97215651711372,Нет
D,3,1,1,C,2,82.52511631847716,4,1,1,4.4038250485981205,D,1,0,0,C,2,75.8907548498708,3,1,0,78.17089766893257,Нет
D,1,1,0,C,1,86.99136571731495,1,0,0,68.57489873919502,A,5,1,0,A,2,89.6075420836419,2,0,1,50.32979001898437,Нет
C,3,0,0,D,2,22.08617400421239,5,0,0,25.65071698293616,C,5,0,0,A,4,80.08977295077281,5,0,0,97.49710659752327,Да
A,2,0,1,C,2,55.97734068831317,3,0,0,87.58986084857848,A,2,0,1,C,4,10.403171438584014,3,1,0,94.70881854918937,Да
B,3,1,0,B,2,44.97780842111797,3,1,1,81.80622987984533,D,5,1,1,B,4,44.96476567933993,3,0,1,25.082828158898618,Нет
A,3,0,1,C,5,3.5488634642333317,5,0,0,54.04657543450468,A,2,0,0,C,2,11.955743579602885,2,0,1,11.50513013899781,Нет
A,2,1,1,A,4,34.80030026049873,4,1,1,52.08023783511722,C,1,0,1,D,5,92.59857017618617,3,1,0,26.755092614760834,Нет
A,1,0,0,C,3,84.79312436728777,2,1,1,39.66482266885676,D,5,1,0,C,2,48.127006278472884,3,1,0,31.178509354281893,Нет
D,5,1,0,A,2,61.176453179483524,3,0,0,61.158099340225725,C,4,1,0,A,2,30.17258737131867,4,1,1,5.734526045974997,Нет
D,4,1,0,C,4,0.7774971748574888,5,1,0,46.03656155654194,C,1,0,1,A,4,62.22100353221533,4,0,0,43.362584323394785,Нет
B,2,0,1,C,1,72.13663097706394,4,1,0,39.964045813316474,B,1,0,1,A,2,36.806838048254,5,0,0,8.756256658683071,Нет
D,2,0,1,D,2,12.742958030526863,3,1,0,23.825553349052452,C,3,1,1,A,3,36.06176148772723,1,1,1,7.486922907964633,Нет
D,2,0,0,B,4,26.147496152216988,3,0,0,49.913240580207905,B,1,0,1,A,4,71.02789282078761,3,0,0,65.51442005599478,Да
C,2,0,1,D,4,75.58419608605291,3,1,0,5.941983176510646,C,3,1,0,C,3,84.11323631289245,5,0,1,75.20512309209889,Нет
C,5,0,1,A,2,29.105663469159772,4,1,1,54.14943004602025,B,2,0,0,C,3,91.81489712127214,5,1,1,12.499236178119244,Нет
C,2,1,0,A,1,6.78964826543128,5,1,1,53.322116431562264,A,3,0,1,C,4,13.110490695313814,3,0,0,21.772633078445168,Нет
C,2,0,1,C,5,82.5217579690882,4,1,1,57.87786443486846,C,2,0,0,D,4,52.59946927394168,4,0,1,37.614425970970544,Да
B,2,0,0,B,5,63.52585044504126,5,1,0,2.7451558770066775,B,2,1,0,D,3,96.22501407670298,3,1,1,37.39714641609435,Нет
C,1,1,0,A,2,10.999767257563741,5,1,1,13.815075080163231,D,5,0,0,A,3,90.89058554440287,2,0,0,18.716783335608255,Нет
A,4,1,1,C,5,31.8415882616399,4,1,0,31.531858888510868,C,2,0,0,A,2,3.594035802065698,2,1,0,48.93507053467414,Нет
D,5,1,0,B,4,32.31010086115299,4,1,0,9.788459113443038,D,3,0,1,A,4,73.54581965709576,2,0,1,2.9797212537869933,Нет
B,5,0,0,B,1,34.5344775793756,2,1,1,16.47602691089093,A,4,1,0,C,5,84.60648149449511,2,1,0,2.733612046518008,Нет
C,1,1,1,C,1,53.90255105905154,2,0,1,75.51061036000638,C,5,0,1,B,2,80.39003932324034,3,0,1,11.439402702034407,Нет
B,5,0,0,D,2,30.925077067655593,1,1,1,70.67838788988011,A,3,1,1,C,3,80.54044670259745,1,0,0,87.4627944770178,Нет
D,2,1,1,B,3,37.77691783244573,4,1,1,66.3953247633012,B,5,0,0,C,5,57.09794641271655,1,0,1,23.064192487435154,Нет
D,3,0,1,D,4,96.08843819123831,2,0,0,4.278982726217285,D,4,0,0,B,1,19.64351275670294,1,0,1,49.82087552129214,Нет
C,1,0,1,D,2,90.88109671990404,5,0,1,81.58392366975534,A,5,0,0,B,3,0.351361068065692,2,0,0,10.189787274448713,Нет
B,3,1,1,C,1,47.400709508717235,1,1,0,52.77484303166382,B,5,1,1,C,2,0.3339628517692872,2,1,0,38.07841541864517,Да
A,4,0,0,A,4,9.302787842436278,3,0,0,85.5811254495191,B,4,1,0,A,5,99.29245345364637,2,0,1,45.1229819567875,Нет
C,4,0,1,A,1,23.221704045963953,1,1,1,66.32787608926797,D,5,0,1,B,1,54.96008047786061,4,1,1,78.61267704864164,Да
B,2,1,0,A,1,47.170629479846625,5,0,0,3.2301871102594193,A,4,0,0,C,1,46.16335398601458,3,0,0,33.46549373654884,Нет
A,4,1,0,C,2,36.49678352211458,3,0,1,15.92453537996229,B,2,0,1,D,3,71.59330522960984,2,0,0,86.81616366654056,Нет
C,4,1,0,D,5,37.95977186893603,1,1,1,24.088538175205677,A,5,0,1,C,4,53.45943475556012,3,0,0,89.34924987655671,Нет
D,4,0,1,B,3,14.586497265864551,1,1,0,27.012566151961604,C,5,0,0,B,4,64.54442190671644,2,1,1,92.52481731065433,Нет
B,2,1,1,C,5,68.21535447088769,2,0,0,35.16566023316125,A,4,0,0,B,3,13.924411591738895,5,1,1,27.993378184093267,Нет
D,2,1,1,A,4,54.63689352130081,1,0,0,0.5473084641050452,C,3,1,1,C,4,24.17630380566883,2,0,0,96.27694931017272,Да
B,3,0,1,D,2,64.74947221536263,5,0,0,92.07421007650667,D,2,0,1,B,1,72.22549220098713,3,1,0,99.40371358901736,Нет
B,3,0,1,B,3,87.92930355290179,1,0,1,57.3432126301864,B,1,1,1,B,5,38.53170174758823,2,1,1,71.09510224340062,Нет
A,5,0,1,C,5,62.6348248292107,1,1,0,21.23449847652381,D,3,1,0,A,3,88.48514901475217,2,1,1,47.34948912216239,Нет
D,3,0,0,D,5,95.18178223785715,5,0,1,85.01629251337668,A,3,0,0,A,3,25.059044791824327,4,1,0,56.065500752802464,Нет
D,3,1,1,C,5,95.09168110038567,2,1,0,16.92996305174219,D,3,1,1,A,3,85.29981560885514,1,0,1,22.689982395457974,Нет
B,4,1,0,B,1,28.790258645088805,1,1,0,18.81241427712419,D,3,0,0,A,1,26.875798422072815,3,1,1,22.429237456523076,Нет
C,4,1,1,D,5,24.09262797793035,4,0,0,60.74481670208355,C,1,1,1,B,1,33.42535583596381,5,0,1,60.49903191962356,Нет
A,3,1,0,D,4,50.76935589365396,5,0,1,65.99138192833726,C,3,1,1,A,3,18.925050265804842,4,0,1,41.62864805418285,Нет
A,4,1,0,C,2,87.69403551308423,3,0,0,54.29161063974258,B,1,1,0,B,4,41.6443705051234,2,0,1,22.88700326646591,Нет
B,3,0,0,B,3,48.76712285370125,1,0,0,90.55551420325318,B,1,1,1,C,2,90.15078750986787,1,0,0,2.4218174497661282,Нет
A,5,0,0,A,3,5.759775225228758,4,1,0,41.855703927857945,C,5,1,0,D,4,31.041771498290505,2,0,0,58.43874755956452,Нет
C,2,0,0,D,5,25.846398694241955,3,1,1,79.49370779615984,A,4,0,0,A,1,73.97723030551843,3,0,0,2.3203488729738986,Нет
D,3,1,0,B,1,35.30846067639768,4,0,0,94.21849256343201,A,4,0,1,B,3,27.108321346115115,2,1,0,2.1940457618453424,Нет
B,4,0,0,B,4,95.7178034902272,4,0,0,46.90103318094364,B,1,0,0,D,5,92.01133750978262,3,0,1,9.315873821660714,Нет
A,1,1,0,C,2,10.326135214090758,4,1,0,1.640744116928905,D,3,0,1,C,4,80.70186131934994,2,0,0,64.79881136873922,Нет
A,4,1,0,C,4,77.21018923377109,5,0,1,84.75877197017928,C,4,0,0,B,1,93.0218230987715,3,1,1,11.31578091740243,Нет
D,2,0,1,A,2,9.124962978081042,2,1,0,94.29651211641833,B,1,1,1,D,4,75.35840629597737,4,0,1,12.736138854302704,Нет
B,4,0,1,D,5,59.85688552683318,3,1,1,7.347285961192929,A,2,0,0,B,5,56.07335539019813,3,0,1,75.14347932859128,Нет
A,3,1,0,A,5,9.449088247576476,3,0,0,42.33855653306752,C,3,1,0,D,1,89.11342740724277,2,1,0,47.623797440278516,Нет
A,2,0,0,C,3,61.29799569472166,5,1,0,20.72652940453826,B,2,1,1,C,3,1.4754379699851161,5,1,1,1.1545801453089033,Да
D,5,0,1,A,3,22.98524786221189,4,1,1,65.19381966014876,B,3,0,0,B,5,25.42460915538719,4,1,1,79.29319554317237,Нет
A,3,1,1,A,3,63.698158786076434,3,1,0,42.97319469748781,A,1,0,0,D,4,16.6638376314162,5,1,0,56.03372277099902,Нет
C,2,1,1,D,3,39.45670026277534,3,1,0,54.455867296171704,A,3,1,0,B,5,91.59602699005582,1,0,1,15.352730421287585,Нет
D,2,1,1,B,5,37.83370978053063,4,1,1,79.49288024094805,D,3,1,0,D,1,78.73117094245498,4,0,1,82.10307145453683,Нет
B,5,0,1,D,4,15.44383733616035,1,0,1,36.8312392173959,D,1,1,0,D,3,29.41722129109894,1,1,1,21.486292087114812,Нет
A,4,0,0,B,3,87.90599889882496,3,1,1,57.450279204916754,A,3,1,0,C,5,67.41427736736145,3,1,0,1.759633503985547,Нет
B,4,1,0,B,5,18.651744741273678,4,0,1,73.60662153754078,A,3,0,1,B,1,57.70162766988095,1,1,1,38.81892531275382,Нет
D,3,1,0,A,3,13.570551695075405,3,0,1,7.582626542026971,D,3,0,0,A,5,86.003166160815,4,1,1,43.37211854897601,Да
A,3,1,0,A,4,27.393196063987013,5,1,0,66.24592402557748,C,5,1,0,D,1,29.604767821647236,1,0,1,41.875584374167396,Нет
C,1,1,0,C,4,10.054902280617394,1,1,0,83.99528487238102,D,4,0,1,D,5,50.56820837880194,4,1,0,4.978206632424276,Нет
D,1,0,1,C,1,76.56217232942387,2,1,1,65.54269871664498,C,1,1,0,C,1,26.425574734487277,1,1,1,82.08899781785023,Да
B,1,0,0,B,4,38.45299550018816,2,1,1,25.18289157035827,D,1,1,1,C,4,97.34046343864935,1,1,0,64.01091900888774,Нет
A,2,1,0,D,1,76.15379784267,2,1,0,49.90732287347039,B,1,1,0,D,1,84.22600317972937,5,1,1,44.809244832020745,Да
C,1,0,1,B,4,96.36248347834535,2,0,0,93.08980833447063,A,2,0,1,A,5,33.184278946116166,2,0,0,96.97950797308214,Да
A,5,0,0,D,2,65.22830873058086,3,0,1,39.776939172179645,C,1,1,0,B,1,1.4596421106366497,2,1,0,12.82613554799873,Нет
D,4,1,1,D,1,97.61979885444921,4,0,0,44.13612843644128,C,1,1,1,B,1,76.02556058543848,5,0,1,52.327696314336194,Нет
C,3,0,1,D,2,36.57308526669741,2,1,0,1.5983345132980054,A,1,0,1,D,4,96.58401161839996,2,1,1,10.67672432418647,Да
A,5,1,1,A,1,96.16216505844277,4,1,0,16.835627016909406,B,3,1,0,C,5,64.07405110807518,1,1,0,68.30119654876891,Нет
A,5,1,1,B,5,10.123395517817812,5,1,0,42.31011438669006,D,2,0,1,D,2,99.14991762542066,4,1,1,91.02917857880553,Нет
D,3,1,0,D,2,35.692897565382495,1,1,0,93.552806103648,B,5,1,1,A,3,36.302002677388714,3,0,0,66.5643529174589,Нет
C,1,1,1,D,1,4.606976016900932,4,1,1,73.72128041199105,B,5,0,0,A,3,78.16484300979141,4,0,0,19.919240879120213,Нет
A,5,1,1,D,1,46.04688164795853,3,1,0,78.30815736839138,C,3,1,0,C,1,1.9357795431946712,5,0,0,6.1968379769671404,Нет
C,3,0,0,C,4,93.8671417068896,2,0,0,13.92166533764534,B,5,0,1,D,4,75.42402837440282,4,0,1,76.19692140382564,Нет
D,1,1,0,C,1,72.52564038929339,2,1,1,18.734680515233837,D,4,0,1,A,1,36.85450382134751,2,1,1,93.86328987277975,Да
B,1,0,1,B,1,5.672597680458558,2,0,0,73.94590373361683,D,5,1,0,A,1,80.45512244408191,5,0,0,55.248448868953425,Нет
D,1,1,1,C,4,30.411982616478273,5,1,0,86.42035533436001,C,5,1,0,D,4,10.182100568842035,2,0,1,12.718983173945341,Нет
D,1,0,1,B,1,94.67335822906325,5,0,1,25.718522049787694,A,1,1,0,C,3,32.57937501698267,1,1,0,18.308663366575985,Нет
A,3,0,0,A,2,70.07412170382021,2,0,1,54.28919813274795,D,2,1,0,C,5,6.285792835775183,2,0,1,14.01131871456558,Нет
B,2,1,0,A,2,36.47625938359133,2,0,1,9.833408457162774,C,2,0,0,A,5,78.78061987843033,3,1,0,1.3201415834848018,Нет
A,3,1,1,D,4,86.13158941748527,2,0,1,91.30052158826769,C,3,1,1,D,5,19.034376861946846,5,0,1,46.81859013583637,Да
D,4,0,0,C,1,72.06190657315372,5,1,0,11.148945164624413,A,3,1,0,A,1,54.18279266622371,5,1,1,15.024278394349288,Нет
A,4,1,0,D,3,26.47706510786637,3,0,0,3.952777914623762,B,2,1,0,B,4,85.02295947247825,1,1,0,66.86012248975227,Нет
C,2,0,1,C,2,5.078420292152641,5,1,1,11.478608692226045,B,4,1,0,B,3,97.31904647898911,5,0,0,64.517610285047,Нет
B,4,1,1,D,5,78.25481243586869,1,0,1,76.93327851119814,D,4,1,1,D,5,74.2645550299786,2,0,0,62.49743648311854,Да
C,5,0,0,A,4,57.68410218353327,5,0,1,51.99791775967233,D,4,0,1,C,1,91.47919035225489,5,1,0,83.81491154938418,Нет
B,4,1,0,D,3,20.192243899241223,3,1,0,48.725666302720526,C,1,0,1,D,5,44.15139119698617,5,0,0,20.447396708248977,Нет
D,1,1,1,D,1,29.24731831155639,4,1,0,23.645131901832496,D,4,0,0,C,5,23.818274472450952,3,0,0,17.40723368224063,Нет
A,5,1,1,B,2,55.7957490086229,1,1,1,96.97723968040104,A,5,1,1,D,3,48.223609199519714,3,1,0,63.44919049601181,Да
A,2,0,1,D,5,5.627225165081273,4,0,1,20.928071472528277,A,3,0,0,B,5,56.347187047862555,2,0,1,8.781733488975762,Да
A,2,1,0,B,4,8.556300485136337,4,1,1,68.31736872989829,D,4,1,1,A,1,47.65482372148486,2,1,1,48.15796770656095,Нет
B,5,0,1,A,5,13.774763672352353,2,1,1,68.34092178803772,A,4,1,0,C,3,70.46510591316517,3,0,1,27.05881546475426,Нет
C,2,0,0,B,3,33.06607658209152,2,0,0,26.22383766693317,C,2,1,0,D,3,88.1940568972245,4,1,1,50.849654718238256,Нет
D,1,0,0,A,1,53.76672368839128,3,0,0,99.87297469255888,A,1,0,0,A,3,61.14072616555647,1,0,0,75.11149126119948,Да
D,1,1,1,B,4,58.929735896712934,5,1,0,31.81472604179013,C,5,0,0,D,5,75.38864780382393,2,0,1,65.67476426102735,Нет
A,3,1,1,A,1,8.734316403661191,2,1,0,7.15769417787715,A,1,1,1,D,3,93.81196655313349,4,1,0,80.93424634145495,Да
B,4,0,1,A,3,55.48252156438601,1,0,1,72.54048049886428,A,3,0,0,B,1,85.08398275518162,1,1,0,67.28500853325262,Нет
D,4,1,0,C,3,84.91029828019528,1,1,1,39.769578175675555,B,5,0,1,B,3,15.710937157062743,3,0,1,83.49704546159126,Нет
D,2,1,0,C,2,12.17733482182377,3,0,1,65.96660781584453,C,5,1,1,A,3,28.105384132852496,2,0,0,48.83631956195409,Нет
C,4,1,1,D,2,97.18679058231893,2,0,0,85.66945583956874,B,5,0,1,C,5,91.42325022852084,4,0,0,13.825876644246804,Нет
D,3,0,1,A,1,62.45291353167084,3,0,1,51.4178196583552,B,4,0,1,A,4,20.184367075968368,3,0,0,80.65455854926991,Да
A,2,1,1,A,3,31.80543731277121,2,1,1,64.60248410268707,D,4,1,0,B,2,11.126302086537276,1,0,1,80.71598715544546,Нет
A,3,0,0,A,2,61.746144520545734,1,1,1,41.25692362021418,B,1,0,0,B,2,81.57169782089632,2,0,0,93.8729566670162,Нет
A,5,1,0,B,3,69.97866863788727,2,1,1,49.83936206296382,A,3,0,1,D,1,25.685689789929032,2,0,1,93.0847343557416,Нет
B,1,1,1,B,4,59.00701910992512,2,0,1,45.62064495864971,B,2,0,0,B,1,43.210148737388266,4,0,0,35.72735449656683,Нет
D,1,1,0,B,2,80.33652539030258,3,0,1,93.69359247007131,B,4,0,0,B,1,65.59465247127918,5,0,1,98.62964933485742,Нет
C,2,1,1,D,2,54.11745944957676,2,1,1,37.98313387420023,A,4,1,0,A,1,69.27737612617952,1,0,1,72.56178065891278,Нет
