Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Collision
D,0,81.5698679676104,25.003618838456553,1,B,0,21.72377666951303,78.6179872624036,1,Да
C,0,8.949090671404193,40.99855851138122,1,D,0,72.87340895426267,21.549397840985428,3,Нет
D,0,22.131618997206715,5.905406739880259,5,A,0,18.36230532487867,50.89836036879903,4,Нет
A,1,71.93914066509767,70.57688846543292,5,B,1,9.206984458295132,48.504891214907964,5,Да
C,1,83.9548002301655,12.318586546841626,2,D,1,92.92421181062538,74.97779940526065,4,Нет
D,1,34.77906835542017,31.90406983394555,1,A,1,88.26377245489658,62.20710351604605,5,Нет
C,1,70.00539966033197,84.23099531565695,1,B,0,81.13963048439645,29.136664408808677,3,Нет
A,1,14.13105410926806,80.39872336302089,2,C,0,85.98980766119845,19.549270521192973,3,Нет
B,0,43.71500815187195,3.1837138128878784,5,D,1,24.80933630335307,27.16844308645163,1,Нет
B,1,49.1659270956216,15.512011164052952,4,C,0,11.398713672465611,96.77030834281608,5,Нет
A,0,97.73957767748763,30.99317864561122,5,B,1,8.350531278575978,97.8538483643735,5,Нет
D,1,26.677807219614415,73.81525267195256,4,D,1,64.89173368327974,91.41674378151717,1,Да
D,1,53.40352192666587,57.32304819378512,4,D,0,44.320164436781376,84.3792574935341,3,Нет
A,1,41.8857144060737,38.91796321578912,3,B,1,77.06252751649657,19.73556299443099,1,Нет
B,0,52.87809801749849,98.71924238401297,4,A,0,88.22523083022415,77.73005004574635,5,Нет
C,1,67.58003261312949,13.025498668294688,4,A,0,28.68106389680054,73.72983112865953,5,Нет
D,1,58.14764587518897,0.14559538967415797,5,C,1,72.1574775388054,3.9353544198714174,3,Нет
D,0,97.40869174141753,0.02813659952075609,2,D,0,41.81938386690353,30.113353935671594,2,Да
D,0,62.239392229865295,57.81510150504568,5,B,1,72.07953337799421,12.218662510680101,1,Нет
D,1,25.69659760942413,12.323378668311435,1,B,1,43.07146749014957,91.50651430619332,2,Нет
A,1,62.90420556490387,39.90793977785274,3,B,0,59.36152598745442,63.10429845543345,3,Нет
B,0,5.713876475498836,23.403165982262188,4,B,1,44.961091686443886,44.234526191996935,5,Нет
A,0,99.92291004029161,52.19933988042611,1,A,1,79.11194323288713,30.199673161842057,3,Нет
B,0,34.843330374944145,11.204253943412468,3,D,1,77.05735046840717,36.6478598530015,1,Нет
B,0,11.55058509159781,12.460082279272477,3,B,1,28.057535112249955,82.66393313986923,5,Нет
B,0,19.052806154302047,19.40179396088987,1,D,1,77.56707354991354,59.76125065430408,3,Нет
C,1,8.324073830038737,72.21566005363998,5,B,1,8.651471560185486,68.87544060174037,1,Нет
B,1,80.12658115178058,85.8689090417835,4,D,1,36.79091267293334,76.18996442094995,2,Нет
A,0,38.405361690043925,43.90047845129787,2,C,0,9.715580416429892,71.07277456639747,1,Нет
B,1,33.507625414303,67.20311649395508,1,D,0,60.41579124961424,33.759110303295905,1,Нет
A,1,8.83166592912974,78.93407403841147,2,A,1,69.11399368909467,37.41310275382052,5,Да
D,0,4.300395761805875,58.90334770558287,2,D,1,12.68471406546421,78.32787223218543,3,Нет
A,0,6.006736261002232,88.02145736529164,4,D,0,13.32221554514903,69.11291751760056,4,Да
D,1,51.70122084762521,77.00300777305094,3,A,1,44.30861770049852,47.91370417260771,4,Нет
C,0,52.157497195686744,98.79958273019407,4,B,1,15.13107319256778,43.46326157352759,2,Нет
A,0,69.64205332776555,66.74963863183893,1,D,1,45.68928445621039,12.428360621033585,2,Нет
D,1,6.300551442573266,64.68748706881173,4,D,1,54.07793670926736,20.753347223842976,2,Да
A,0,46.5732844792609,45.42477121238051,2,A,1,50.369163591774125,57.32562338371925,2,Да
D,0,41.01977771469916,71.6272408253355,1,B,1,89.25067182010153,83.1848217960926,2,Нет
C,1,98.87247009094641,7.26688881280616,2,D,0,28.22018831208444,16.706006962253216,3,Нет
B,0,16.137348496708302,5.86261623230574,5,B,0,83.31060460642826,93.15370082648505,1,Да
D,0,61.90833961395108,25.393054644743206,1,C,1,86.25785451733026,76.19805495865684,4,Нет
A,1,2.701676802262043,58.625781951870835,1,B,1,17.016314009459453,6.806999586330864,5,Нет
B,0,75.21014226295074,78.60514435831819,4,B,1,56.60594900837581,83.6281121167415,5,Нет
B,1,32.913389341275646,14.061579534458179,5,A,1,73.33981898772967,98.46487497025281,4,Нет
B,1,1.7506410524388727,43.7418329037463,1,A,0,51.40303949558279,59.48201881995231,5,Нет
B,1,60.77927675255912,32.35381299121579,2,A,0,74.48871547657629,43.58157588773969,3,Нет
B,0,34.97774982500259,26.325844712050074,1,C,0,82.0319920646415,3.2197707784948015,5,Нет
D,1,95.68469946550498,19.119240422830728,3,A,0,42.119371724649845,61.65932014101973,5,Нет
C,0,70.44446408414568,10.58626631478713,1,C,0,24.507136241999017,4.99929819123629,5,Да
A,1,49.86890386404546,9.6947961299659,2,D,1,71.58083989211089,58.742127720374256,1,Нет
B,0,69.43583078627739,57.18681627335588,3,B,1,41.008618814056334,90.58466958650291,1,Нет
A,1,73.6317863193308,44.74745320267917,2,B,1,8.3739576221444,6.931541938615505,2,Да
B,1,76.0162377701942,2.574432805496818,3,A,0,7.093804062954101,21.24412065073441,3,Нет
D,1,30.00075425664238,21.99459151361738,4,C,1,26.70075795881255,24.434767625720045,5,Нет
A,0,24.74097120443941,72.53282800033118,3,A,1,52.089858211695386,85.93077792128922,4,Нет
B,0,67.9884840375673,79.24731819165585,3,B,1,93.50203885680672,42.859589968117874,5,Нет
A,0,78.76515477566215,59.47492561046528,2,C,0,59.26585689432512,70.9059782923496,4,Нет
A,0,54.238910872501265,45.068052063672226,3,B,0,8.855239889872502,83.08234057559874,2,Нет
B,1,62.46984079859197,11.185827737528719,2,B,1,50.65701417738896,3.133784128749062,1,Да
A,0,56.58823443651774,69.60375538876724,5,C,1,47.27655871143143,45.75518120076493,5,Нет
B,0,2.2558109244030455,71.3592855516305,5,A,1,47.289945957688275,39.357872783332795,3,Нет
C,0,27.234925301025005,20.610674879466607,5,C,0,7.943301268052516,56.475252675506724,3,Да
A,1,62.98807094137441,70.57282739211355,1,D,0,77.5666893876525,58.69416702431456,1,Нет
D,1,36.11267931548817,41.62947153029369,1,B,0,14.667104891377203,17.317095408420702,4,Нет
C,1,91.81260713236375,80.98259525886866,4,A,1,28.305053119508727,73.25104487193609,2,Нет
C,1,12.948271772071852,80.78054656584298,2,B,1,97.41001274411057,66.3357725395343,5,Нет
C,1,15.18776227784845,46.954184337164214,4,A,1,60.85955447180936,21.561056402668765,5,Нет
C,0,22.21668834546001,71.46239908382377,1,B,1,35.801095374622115,52.28076921768133,4,Нет
B,1,32.191411522746904,57.22276357013333,2,A,0,25.853305903520596,40.32767850129835,4,Нет
C,0,41.22907623514453,68.93389806119184,3,C,0,3.86985706583739,22.333261391654457,5,Да
B,1,57.66516073686508,6.0142895999409145,5,D,0,7.713528738568076,49.26254300282981,4,Нет
D,0,73.78900927547822,0.17070173886318818,2,D,0,35.58044417743811,39.76715897015005,4,Да
B,1,60.871989972206755,34.983263914267496,5,B,1,13.491884243076013,33.00759724078617,5,Да
A,0,19.91304666944782,79.00612906339248,3,C,0,31.405079139375502,13.549747173187832,4,Нет
B,1,18.827362971702588,32.18693469311058,4,A,1,84.55128480580272,83.22481589531337,1,Нет
A,1,4.435462128972745,7.650958978347067,3,B,0,96.31351195860627,11.732986852993177,4,Нет
D,1,22.64378191610864,98.25505855748703,2,B,0,22.079465389883257,58.57691355848941,1,Нет
C,0,26.21693530833391,92.70322542295611,3,C,0,16.40947879770235,11.242168835659093,2,Да
A,0,77.82282093056111,15.213906688776968,3,A,0,25.81036570315757,15.3261917422007,3,Да
C,1,98.44318510824525,57.96249042330853,1,B,0,69.14639478661397,79.32928194796966,2,Нет
A,1,47.91767677070202,5.177796217964891,2,C,1,3.085723147507624,52.14436991493403,4,Нет
C,1,50.209060771362545,33.453942768798285,2,C,1,67.99421488447668,1.7852413536887823,2,Да
D,1,22.80848028450989,69.46970684928002,2,A,1,95.44900505855671,95.1085268907734,2,Да
A,1,46.68477515115504,59.43756424201371,3,A,0,23.048350843990985,30.88683626794735,4,Нет
C,0,30.768767933046625,81.27277324597951,3,B,1,41.48219180044196,49.98594578211609,2,Нет
D,1,5.651814171854152,28.996462836640045,2,C,1,66.47926368389729,63.110273776499724,1,Нет
C,0,99.39551746113267,97.8606757264974,5,A,1,61.954714369675735,16.45509746421132,2,Нет
B,1,13.206815206560563,97.38573011182007,2,C,1,41.221883177661546,21.443286229057424,1,Нет
B,1,0.08040006409952838,59.937199200506676,1,C,0,21.952104381178682,3.4273641644521957,2,Нет
D,1,79.17275943249133,62.318762227515144,3,A,1,73.67078576139323,85.19798239567567,1,Нет
C,0,51.46690717365205,81.84675364150867,5,D,1,92.65387661510314,81.0101391737534,3,Нет
C,0,71.90617286360408,1.4807240863049076,1,D,1,26.047641254650067,54.83418325613633,4,Нет
B,1,61.502610456614136,35.092929673924765,1,B,1,19.30254397962766,28.062101196485013,5,Да
C,1,20.545965627191176,74.06775362350311,5,A,0,27.842111985329122,17.129781671103228,5,Нет
B,1,27.819746380747524,42.79621563450648,1,A,1,7.376401674466004,26.490170395513957,1,Да
C,0,88.66919840782302,43.87864436696518,2,B,0,70.08790105464219,64.34935220428846,5,Нет
C,1,97.47128455552227,45.0046688157765,5,D,1,40.80641617393772,49.65599694954057,3,Нет
D,0,49.579539048460255,19.70362477006179,3,C,1,92.48231938178797,51.58765343359559,2,Нет
A,1,39.556915254953076,32.815755915351595,5,B,1,47.45448367766477,30.662012228926038,5,Да
B,0,61.53819704256554,32.42083017953588,3,B,1,19.404463125856118,51.67928632421035,5,Нет
D,1,70.27719441828127,24.863437333541093,1,C,0,35.06043687259046,28.24892871202599,3,Нет
D,1,70.27377313327912,82.9815221129157,2,B,0,82.7968849232762,56.549793688255015,1,Нет
B,1,68.89764852092806,96.8042334300252,4,D,0,74.3240717453834,75.14516281532605,1,Нет
B,0,88.78093582558186,62.08749727216153,4,A,1,27.505222321718204,9.886502883780224,1,Нет
D,0,21.29788898665317,7.421538892028446,5,C,0,41.42373633161446,94.83054370000372,5,Да
A,0,3.7506895698463327,52.21440796945528,3,C,1,93.7966159639207,43.353807546844294,5,Нет
B,0,13.1368187594609,70.26425945528514,1,A,0,14.31356297152937,66.16839505091254,1,Да
D,0,68.17331291689376,80.58093886174133,3,C,0,14.417774191486998,67.94140352716492,5,Нет
B,1,24.96672874568844,92.9123739638537,3,C,0,90.11966964353076,92.03249068869322,3,Нет
A,1,87.29447623763559,58.66536745126897,1,D,0,8.827862966343158,32.234209715690945,2,Нет
A,0,22.495321827579907,77.61027092968718,1,B,0,86.5587592002769,93.97166074261366,4,Нет
A,1,60.74117328994898,38.24616928850967,3,A,0,20.321757946227248,98.00573907713532,1,Нет
B,1,61.40615653853839,43.603210523090354,1,A,1,20.272701010560723,44.81123629665503,1,Да
B,1,9.258471360803423,74.88633872281866,2,C,0,69.10453034337839,56.187436955732615,1,Нет
A,1,20.128729378209908,24.16771932367191,5,C,1,98.63456559900187,67.60078427384289,4,Нет
A,0,30.686615467844767,59.62968692441979,5,B,0,38.69063538543395,90.16615377469827,1,Нет
B,1,58.5396940106494,76.65260188971736,5,B,0,30.923704707440415,49.26405296105673,3,Нет
D,0,57.633209469921255,94.78494551595735,1,C,1,94.79886465750509,52.92629224313,3,Нет
B,0,59.486068502787425,58.84753765402111,3,B,0,19.922431424669153,59.107141803815786,5,Да
C,1,85.7149609215267,39.66943980051458,1,D,1,40.71974354923073,97.86536866192958,2,Нет
A,0,33.64663987272388,91.8411952785204,4,B,0,23.801712148611852,57.290923509738036,5,Нет
C,1,7.802067689890791,48.913267134485416,1,B,1,53.21451329137239,73.2471799823414,5,Нет
C,1,5.209056377746391,66.91235410529777,5,B,1,80.41405161628667,18.376008572631207,3,Нет
B,0,87.03497791669777,40.54407484067589,2,D,0,33.42781828154152,86.11289508848878,5,Нет
B,0,16.88403380625674,22.652012216147234,1,D,0,26.82398797129155,4.662262969656261,5,Нет
A,1,48.18950194276115,88.92670694351996,2,A,1,45.20986122130769,16.107027892185265,3,Да
A,1,76.1471666162037,98.81257687786076,1,D,0,22.1194524477245,87.4799600970765,2,Нет
A,1,26.186634984473034,61.780922521709215,4,B,0,30.472626282878533,83.23721355375046,1,Нет
A,1,14.057278082186786,2.1586057909850798,1,B,1,40.12060073064717,69.84999006755328,3,Нет
B,1,75.0763127914683,13.260913240108263,3,B,0,77.87533392303672,97.3169734862393,4,Нет
A,0,13.044314797644741,77.92103692322286,4,C,0,45.59345852847705,90.44549355756993,5,Нет
A,1,94.85735131307308,17.596542004222105,2,D,0,48.24886810170046,0.3259172286883216,1,Нет
D,0,91.14723260607549,90.421383208771,2,C,0,4.994039794068805,90.51110410586585,1,Нет
C,0,27.683474408715437,85.54201706093465,4,B,0,30.560939174445057,24.909126949213235,4,Да
D,0,61.80661326950807,38.958914085620435,2,B,0,39.271218655092746,4.422971170413559,2,Да
B,1,33.37591601916879,19.796516869372592,2,D,0,68.21435310896008,24.479793525000893,2,Нет
B,0,23.919489223449574,72.61342640254472,1,B,0,60.945051883104554,1.5588032665088902,2,Да
B,1,99.16953102200803,97.11866197932616,4,B,0,33.49563938801604,66.40976815636523,1,Нет
B,1,35.56221862716365,15.065285313310373,3,D,0,26.95161004250761,62.10561076539315,4,Нет
B,1,73.27728515621577,59.119017153484556,3,A,1,79.0409639219768,26.04200950438268,3,Да
A,1,86.98382741760436,5.526183438864784,1,C,0,73.2440884444869,40.75010557741203,1,Нет
A,0,35.29422158054463,69.32232653462616,4,D,1,50.52002484227865,1.6283047468868328,1,Нет
A,0,80.72443956995834,9.794205453960991,1,C,0,4.799944046785876,9.07561393044899,2,Нет
D,1,92.16758713000864,73.31528149535752,5,B,0,92.92611665480706,12.941487579491229,1,Нет
A,1,77.37017694088794,93.30201884524165,4,D,1,19.175529060674545,90.73635893864163,5,Нет
B,1,51.271251920230846,96.01203115853578,4,D,0,48.814555388864775,39.41627682347123,5,Нет
C,1,7.490983640088277,14.910419486783466,1,C,1,15.029660172286397,49.30879256762049,1,Да
B,0,61.56118621777491,90.91019955661248,5,D,1,98.44337819686292,80.92219331270111,1,Нет
B,0,75.34416022320931,84.69471300816946,3,D,1,79.23851878867538,45.5535985976473,1,Нет
A,0,18.101294082615983,3.0489829192813733,1,B,0,47.82496850877477,64.75150747957412,3,Нет
B,0,59.209248189883425,56.72544220730226,4,D,1,23.58663857488207,65.27148223612636,5,Нет
B,1,34.76252115610132,82.9592340846082,3,B,1,92.24433866651977,96.25785401514784,5,Да
D,0,83.6695858411722,94.80467007962915,3,C,1,14.078416504290313,68.05770986668983,4,Нет
A,0,96.75695497057455,42.683873838479094,5,D,1,57.657222564173125,30.026360519744788,1,Нет
B,0,11.791433820902053,74.03354725909308,5,C,0,38.437797746217264,1.0611332478692836,1,Нет
C,0,6.679903489925598,94.79530318693683,3,C,0,36.170780995511265,62.53885477227386,5,Да
D,0,50.13203382913763,12.05672602979283,4,D,1,8.0350172920032,73.64058706332145,5,Нет
C,0,88.94831016350253,48.405438786367526,3,C,1,96.34253956474285,6.111942116452296,3,Да
C,1,82.42594131048155,60.51835283185094,2,D,0,84.19954627305152,0.46071667722141774,1,Нет
C,0,53.01811220267858,86.79298232459244,3,A,1,28.091986313436713,88.81736724973227,2,Нет
B,1,80.50744388815691,59.59557502772279,1,A,1,28.996864549802236,61.52230333585451,1,Да
D,1,67.52411652053877,86.83618448770373,3,C,0,17.685536806459723,52.42352802372309,3,Нет
B,0,8.759383711430967,28.205847656729134,4,B,0,26.1632219361826,73.94261263074797,2,Да
B,1,95.62134039518597,75.79618847210834,2,B,0,44.35823441805267,37.46681723958339,3,Нет
D,0,66.95734169442159,3.7117541185568315,2,D,0,73.69188464973531,0.7527285037271625,3,Да
B,1,63.31894480730889,29.25105006567401,4,A,1,11.413935830648825,91.66653512197188,1,Нет
A,0,59.554131428893875,48.882887213956835,5,C,0,73.77541709743358,16.924928537494598,4,Нет
D,1,73.50835149493088,44.209292914833206,3,D,0,47.46560449474568,95.28596321758683,4,Нет
B,0,22.57479430133027,8.066849867307313,5,D,0,84.47872159136317,30.46915461913249,2,Нет
D,1,39.23136930297778,61.79100436370252,2,B,0,14.39703139563655,90.80849280290842,3,Нет
C,1,97.4991685654487,29.51726532474125,3,B,1,47.9829989156776,86.48834189932461,4,Нет
C,0,67.4354777855017,32.812903565306904,4,D,0,28.968357123699096,3.1326746193361954,2,Нет
A,0,21.76885742509428,82.87112109675982,3,B,1,48.930113097926075,51.999976234902945,3,Нет
C,1,25.94801654004324,65.26967687471716,2,A,1,77.27515049599371,68.4407026501391,2,Да
B,1,67.37430842391868,3.81694445901537,1,C,0,56.45627827863146,27.598942253090808,4,Нет
D,1,90.7399764791896,0.9419099949489751,1,B,1,52.8156260231572,67.99270075356638,3,Нет
D,0,50.13173360020778,89.57297223172996,5,B,1,10.366288111860333,81.67729766353168,2,Нет
C,0,62.08919283701062,57.946004112339686,4,B,0,99.85828778779486,78.1575959126995,4,Да
D,1,2.5154371435038625,32.40103631193476,1,B,1,68.60455310895591,73.59569814149275,1,Да
C,1,28.303015736788705,85.1929177714106,1,B,1,32.92705327218523,74.8185637084831,5,Нет
C,1,9.07146324869056,95.59167561541247,4,B,1,76.73611328725084,67.47224559920407,1,Нет
A,0,6.788604291499745,42.109198105387755,2,C,1,96.14626642610781,83.08130521756384,4,Нет
B,0,65.65511089549574,87.61033453262587,5,C,0,59.81140619862083,35.61671566878712,4,Нет
C,0,95.4490909427643,50.81501456463049,1,B,0,26.009655446807834,28.60523419395754,3,Нет
C,0,83.67841766954382,37.19217334776409,3,A,1,41.31854580253111,14.739746813237275,3,Нет
C,1,31.04915498953601,80.40622211898445,4,A,0,18.170301789539234,62.968408645226425,2,Нет
C,0,9.38370144284103,52.47279947691696,5,D,1,10.282764306553904,14.638632938431561,3,Нет
B,1,58.41129235200123,48.016293146329836,2,D,0,8.017338567255539,8.411951958430953,4,Нет
B,0,92.34761962062271,25.96521102063646,3,D,1,81.96856752581624,17.829780150725426,5,Нет
A,1,53.61996429335705,63.701852927200186,3,D,0,87.14442949274638,11.951599756356579,2,Нет
C,1,63.936161618692864,84.07902338678872,2,C,0,0.8644508698835818,74.77174130266474,1,Нет
B,0,23.19317062865617,83.14864886123323,5,B,0,66.67712419651605,84.61110263559924,3,Да
B,0,15.905217395932281,76.61329264399245,5,D,0,81.81478399738079,6.661850770564747,1,Нет
B,0,92.19726864471876,3.1739643859728384,1,D,0,87.39283914674652,14.480951365822492,5,Нет
B,0,89.51360742272094,90.34254034150985,2,C,1,17.585818205733773,25.501832207871434,4,Нет
B,0,1.9089282270450925,49.0968808352146,2,A,0,93.02182229561909,17.96734474736834,5,Нет
D,0,89.59553466619391,30.401317254523306,4,D,1,52.663169629364916,29.788622638816765,5,Нет
D,0,92.24149215122674,27.142540621482247,3,C,1,90.7161000475266,69.7601196077843,2,Нет
B,0,0.08459707297919783,30.799436986399243,3,A,0,68.60865082658549,96.74984502629452,4,Нет
C,0,19.849626409655883,8.448043978195885,4,B,1,97.34572491464283,55.230536718119495,1,Нет
D,1,94.69428271683158,7.829745037435643,2,B,0,88.92734275860379,98.8905408240786,5,Нет
A,1,86.85831730086808,81.28581815764873,5,A,0,54.64322411617019,94.39707240730772,3,Нет
C,1,16.484346487106805,18.008569044325917,2,C,0,20.77356397091966,23.904894855399938,1,Нет
C,0,58.50879516766023,36.1244241828336,4,B,1,2.850496517867873,31.16375159440522,2,Нет
C,0,52.08370023931761,18.552449249460267,2,C,0,55.092114182571564,40.433778554904706,3,Да
B,1,92.0749800581252,18.202143543850656,5,B,1,18.381901324742977,70.4333516236959,5,Да
B,1,64.52972780473,89.63414658752932,4,C,0,99.48485785242245,22.39778054687672,2,Нет
D,0,34.55065314510443,1.661266880135348,5,B,1,26.910473960115343,37.65020198481031,5,Нет
B,1,30.230104226619016,70.24388778315894,2,A,1,4.597437640501223,56.12784478520544,5,Нет
C,1,4.789510945585529,38.056498361055816,4,C,1,72.58675112609977,25.855466134417327,4,Да
C,0,57.2892549626101,53.29975002534688,5,D,1,68.78975361692217,34.62392125390327,3,Нет
D,1,9.008261960244168,34.39099631828187,4,B,1,73.46146426183205,26.516801652513667,2,Нет
A,1,20.893872939685554,13.053356235624769,5,C,0,34.886425990879374,27.3930138312217,1,Нет
A,0,40.109507456462765,88.0789761818383,5,A,1,61.955242217791664,79.55185831525274,3,Нет
B,0,85.31574340859001,94.75769702975248,1,D,1,54.39449325941541,99.61460858072597,3,Нет
C,0,51.0244717309828,68.52012144383617,4,B,0,22.973547745232114,40.042498621614044,4,Да
B,0,50.870979222279274,34.2775854309709,4,C,1,36.63885362204172,97.68344643274503,1,Нет
B,0,39.196955893103535,13.868804834923342,1,D,1,22.848152730978157,10.347612890117997,3,Нет
B,0,42.100797822428696,56.808422352733665,4,A,1,75.21515489793161,37.78656958566903,2,Нет
A,1,45.13256867152366,6.707341822248036,3,C,1,99.56900714258218,37.783898837905184,2,Нет
C,1,0.12980401179900625,38.20823800945941,2,C,1,45.03890065428903,94.62926845370497,3,Да
D,1,6.249333813539259,73.75998292149232,1,B,1,48.72836930135562,5.301627582046753,1,Да
B,1,66.31738125026061,49.42539375337024,4,B,1,89.06361568981339,67.00245210268972,3,Да
D,1,30.809793527871232,78.20502767300736,1,D,0,38.074274224711544,61.278993743104785,3,Нет
B,1,51.9891196011977,77.16471460732535,5,C,0,81.67702159963663,2.295002743280661,1,Нет
B,1,14.31899529179972,25.849951783217662,5,C,1,22.03911847226857,95.49997009228001,3,Нет
B,0,7.31622001410882,46.230298790415226,2,B,0,64.23555316639487,77.05171326110033,1,Да
B,0,67.13526289321304,63.25562631424598,3,C,1,58.37371039303132,51.77670981226211,3,Нет
B,1,44.45502079330686,80.1241221158325,5,C,1,34.56459612544956,11.384843083924789,5,Да
B,1,14.044014717221454,59.19595017339123,5,A,0,85.04822708566735,25.412689489736152,1,Нет
B,1,23.726660518116994,62.081909030900626,3,A,1,79.25819861954248,23.491118356106313,5,Нет
B,0,33.655558202344395,88.27602219445029,2,D,1,32.85682788559801,33.094611786348004,3,Нет
D,0,87.66372786314543,80.28547479767386,5,D,0,40.05321724515455,65.25991293414405,5,Да
B,1,62.38059298537944,47.106655142721365,1,D,0,22.85900221003674,21.095188708580537,2,Нет
A,0,9.924725886534947,75.46368657147333,3,C,1,99.14552388194767,77.82284233309295,4,Нет
B,0,91.60376599956413,43.50550793162253,3,B,1,62.25550690166991,40.902791651670675,2,Нет
A,1,62.32451367310343,25.197887085895733,4,A,0,99.74334990917713,74.25218389894964,4,Да
A,1,15.553867367003527,46.911332368737334,1,C,0,84.54543080812098,77.31252710082457,4,Нет
D,1,67.84740364335306,79.30161599158684,1,B,0,26.762783694363833,23.715869963504066,5,Нет
D,1,43.235704263090625,81.24732667031238,2,C,1,83.55487375219772,82.5911698477071,4,Нет
A,1,80.58467536798769,23.430331770825717,5,B,1,30.04932327731823,3.6579046742861165,1,Нет
D,0,61.23794270421487,47.95379915699643,2,B,1,69.27260164962306,13.12859089522982,1,Нет
A,1,65.27375518394007,26.906040408248433,5,C,1,43.25393334435572,97.7102338378875,1,Нет
A,1,62.70401760939643,31.409638224596883,1,B,0,71.64838741161917,77.96839946443377,4,Нет
D,1,50.08786327143293,77.69410743780693,2,B,0,39.87517972281091,90.91166282995586,3,Нет
B,1,77.74815244846806,7.600455597421774,3,C,1,11.50819945168754,87.59016691987702,5,Нет
C,0,1.301092865580733,88.73986169821279,5,B,1,96.4888408857104,88.05007451579779,5,Нет
A,1,77.09150588996366,54.938644032945064,2,C,0,40.77569912194414,48.255137444986005,5,Нет
C,1,35.34506408586759,93.55584662506051,5,A,0,86.01633697671816,42.08694663126358,1,Нет
