Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Collision
3,47.3013419584757,0,3,C,18.18336440249182,0,C,30.540102993201668,0,1,49.42933821457734,0,5,B,5.374560651471938,0,B,36.9708499125403,0,Нет
2,4.952518834727238,1,2,D,78.89457710948759,0,C,2.2700165941618278,1,2,30.84929606861876,1,1,B,31.524306463284233,1,C,35.76562158143135,1,Нет
5,75.09873018362664,1,5,B,56.304324944007625,0,A,40.327871561918016,1,5,14.59057276236294,1,3,A,75.89109938000918,1,D,10.520897032211884,0,Нет
1,32.88508200321867,1,4,C,72.40442555857003,0,A,74.76327903173177,1,3,85.06787176047429,0,4,A,48.06252606393372,1,B,16.26998273547693,1,Нет
2,93.53637636191891,1,1,A,15.521849632962425,1,C,92.57721327709717,0,3,20.307504278223544,0,2,B,17.228049802429013,1,D,38.555331821828396,1,Нет
3,48.5435859071648,1,3,D,97.3265197483624,1,A,29.164003788323022,1,4,4.419267879651311,1,2,A,87.40216489448285,0,D,74.44941255695569,1,Нет
1,51.97742108430673,0,3,B,25.404866953659056,1,D,20.76600260897864,1,4,75.2754809508687,0,3,D,68.48900922608232,1,D,25.25172442634347,1,Да
1,9.288924286839306,1,5,B,42.76064281921166,1,B,25.85103799444468,1,3,40.21333856385881,0,5,C,73.27697800773863,0,C,31.16714129725353,0,Нет
5,1.961929500667936,0,1,B,44.86678373516189,1,C,28.894809651945785,0,5,28.20535665943551,1,3,B,29.33268123527365,0,D,71.20029147991957,0,Нет
4,17.958937114171412,1,4,A,45.66894458472128,0,C,16.682342632700188,1,5,57.98924418576724,0,2,D,65.05427373562006,0,C,44.02186998416763,1,Нет
1,22.438527700925725,1,5,B,13.518741111776222,0,B,71.27676823649294,1,3,94.04582014214333,0,5,B,89.91332264368945,0,A,75.2063828489377,0,Нет
2,18.837007315958875,1,1,B,23.386888716082133,1,D,60.69972998865227,1,5,50.238692032363595,1,4,C,90.66502311554115,1,C,53.00464150677987,1,Нет
3,72.7879908627066,0,4,D,54.76321151525438,0,A,21.670234987803184,0,4,48.569497468387254,0,2,C,35.35857619575305,1,D,81.28189552807257,0,Нет
1,10.125340449905739,1,2,B,15.204645671593353,0,C,79.50275351948287,1,2,97.43274157983025,1,1,A,45.33702065196151,1,D,19.67804040658825,0,Нет
1,63.28690203765909,0,2,A,12.503418351523376,0,D,95.98530090782425,0,3,37.47955189673065,0,2,B,19.8748956184278,0,B,71.09274889013362,1,Нет
4,54.60779269598163,0,2,C,24.37381119723415,1,D,57.04277108657559,1,4,99.38505618383954,0,2,B,25.48362631792359,0,B,85.19371898246597,1,Нет
1,51.36715016593881,1,3,B,65.75991143850797,1,A,44.09132096792643,0,2,74.0455607179665,0,2,C,80.88865660911621,1,D,61.95823645605226,1,Нет
1,76.80245620176571,0,2,B,52.254146192376396,0,D,82.23964343976048,0,1,60.910880201655225,0,1,C,59.543066854765314,1,A,85.56825976482727,0,Нет
5,32.318521429090005,0,2,D,60.46814164136743,0,D,24.608225568778717,0,3,26.382498342152193,1,4,C,90.0433421380928,1,C,99.70974657798848,1,Нет
2,73.87664816792943,1,5,B,12.026201527860636,0,B,24.18343461071757,1,1,16.430430044214017,1,2,C,44.8446151860444,1,A,82.24357416794827,1,Нет
4,48.12217106936505,0,4,C,4.288971853768697,0,A,1.3377529050983994,0,5,78.16374925286057,0,4,B,5.229059078559695,1,D,40.874886271252976,1,Нет
4,21.435491545325814,1,5,B,26.15537157361848,0,D,78.5086575615055,0,2,29.25732955267426,1,4,A,7.543199314733496,0,A,60.218010747131565,1,Нет
4,90.05456713104536,0,4,A,24.638896196567618,0,A,47.42641123962238,1,5,11.288931121146284,1,5,A,49.16921503950847,1,B,27.97012149237873,1,Нет
5,68.85035028125847,1,2,D,6.310584624946236,1,D,15.696058803656843,1,2,2.0482923876178893,0,4,C,85.15172793515046,1,B,96.49294068849113,1,Нет
1,66.25393754213246,1,3,C,73.98836839332283,0,B,45.75867746620227,1,5,50.48626711806323,1,2,C,54.232033099313036,0,A,47.6796688761046,0,Нет
5,52.25021117805151,1,5,A,3.2245783555791774,1,B,58.18343588375253,1,5,37.55914733947691,1,2,A,69.24084499580248,0,C,78.05650873789926,1,Нет
5,74.61803559250512,0,5,C,34.302531897187,0,C,82.75729421430145,0,3,37.21310190339494,1,1,A,11.75774866438375,1,A,87.46872807238607,1,Нет
5,33.54619120394948,1,3,D,35.646922613741175,0,B,62.061907143194595,0,3,39.33397786265229,0,2,A,85.27825494241465,0,A,28.8782100562327,0,Нет
3,31.39994938513172,0,2,C,24.276891769739496,0,A,39.08328780442679,0,2,47.81529896128396,1,5,B,96.13617857478299,1,B,54.99759389650186,1,Нет
1,39.846026415473766,1,5,C,73.45368062551233,0,A,56.392590049929225,0,1,52.05607309570544,0,5,A,68.09270834164322,0,B,93.8725767570961,1,Нет
2,22.29330823820441,1,2,D,52.83165767432215,0,B,90.36807452021161,0,1,85.66635733066089,1,1,B,57.533305390124255,0,D,63.5503320461135,1,Нет
2,55.05169861610762,0,3,D,59.7625179894427,0,B,91.89340853819823,1,3,14.422526078408692,0,2,B,95.92020401318491,0,A,15.946778717912945,0,Нет
1,64.07843122504772,0,1,A,50.10242234521376,1,D,20.644891262722574,0,1,82.18212726019745,0,1,C,73.56845553104924,1,C,52.2862840251225,1,Нет
3,64.92316535182408,0,5,C,7.2969787098463135,1,D,14.142668191148534,0,5,65.20694676613806,0,2,D,25.975938118325637,1,B,51.38076817523515,1,Нет
3,95.12825585439614,0,1,B,20.378891369922314,0,B,61.85720303875502,1,4,90.23921090215924,1,1,B,97.53196706008774,1,A,61.80450080867341,1,Нет
3,40.3340535067495,1,4,B,61.2492084637485,0,A,85.12930283549129,0,5,11.938648833209008,0,1,D,24.781751470758785,1,A,34.66297286465715,1,Нет
3,26.834530912211786,1,2,A,15.1259582212952,1,B,52.93216669074692,0,5,25.293517033034952,1,4,B,63.27636717106038,1,C,20.658838744463004,1,Нет
2,6.73485987186776,0,5,C,86.19486873540939,1,D,51.89533894219088,1,1,63.13656528122296,0,5,A,1.5425402673441613,0,D,29.59038619564921,1,Нет
4,14.116003359086605,1,4,D,67.40630019527998,1,C,48.81069683107042,1,1,81.90580765843053,0,2,C,22.75877573196985,0,A,83.6921450293639,0,Нет
4,7.542002960877658,0,4,B,81.61816451909255,1,D,50.94973465710066,0,5,56.149000335101306,1,4,B,51.6809069256511,1,D,73.04979179374823,0,Да
4,28.476308094460524,0,4,D,22.40370670682227,0,B,6.59101935018146,1,3,50.02934266705113,0,5,A,28.472444456801593,0,D,35.87018539778276,1,Нет
3,7.624743030574576,1,2,A,79.76805854746202,1,D,59.77692767722896,1,5,17.28974192772652,1,4,C,89.08540062982853,0,A,21.053035761981075,1,Нет
4,19.853557859242365,1,3,D,27.794362646739835,0,B,36.59045362097317,0,5,6.4648983386697445,1,5,B,69.3976638492504,0,C,24.05320505064843,0,Нет
1,94.21880209043344,1,3,D,15.260948743225056,0,C,42.67793617791501,1,1,46.695801792637916,0,5,C,58.47420752000496,0,D,17.81211856150364,0,Нет
4,5.974391494758747,0,4,A,63.067217221262,1,B,26.214239247280723,0,4,19.010576989503637,0,5,D,66.04051044721876,0,D,81.23576711331759,1,Нет
4,72.48245759327324,0,2,C,28.650326915062397,0,D,77.6821394133566,0,4,1.5329860731958855,1,4,A,18.56797068379641,1,D,69.740424204219,0,Нет
4,90.60987409288973,1,1,D,44.72142561116276,0,A,76.35772952663969,0,3,2.6459166614856144,0,2,B,70.23741924553309,1,B,20.43297579336587,0,Нет
2,66.63690961923707,1,2,A,61.49299949075663,1,A,84.67979627521845,1,4,22.187534961204435,1,5,B,73.08517963909938,1,B,65.99953699431802,1,Нет
1,4.673430898273335,1,4,D,77.63524389375556,0,D,63.04435292529528,1,4,88.62089404670927,0,4,D,33.663297185036846,0,A,97.96294818247203,1,Нет
1,11.632971210110254,1,5,A,51.82760254437334,0,D,11.697417086619055,0,5,60.649897174992205,1,3,A,40.4022741737669,0,B,79.35904061535271,0,Нет
4,44.46683706796924,1,3,A,81.65710320288366,1,D,97.82027055104237,0,2,42.76951063477298,1,3,B,99.36454980975753,1,C,38.945374347637184,0,Нет
4,14.592908481959455,1,4,C,68.75147235859302,1,B,32.35440867023475,0,1,96.33602380400112,0,5,B,37.11756732243929,1,C,55.42315545178187,0,Нет
2,42.42986934325723,1,2,D,4.974035536042354,1,B,49.67338324719982,0,2,50.95266432954473,0,4,C,82.70560713200717,1,D,20.04784547393823,0,Нет
3,90.07010823750362,1,3,B,39.74971452558874,0,A,78.36790482219644,1,1,51.7861500945759,0,4,C,89.19292722668932,1,D,21.22894347777202,1,Нет
1,66.79797083062483,1,2,D,36.265983114868675,0,A,42.2258358066567,0,3,69.38621685144429,0,3,A,35.656174133626216,1,C,13.339362528357201,0,Нет
2,66.1719738006266,1,3,A,74.15853624701481,0,C,3.3967083851606628,1,2,73.88923586724701,1,2,B,35.35779198694331,0,B,49.1993350172887,0,Нет
1,34.868641984209624,0,1,D,59.84187869580981,0,A,51.125690828616975,1,3,65.46204291685507,0,2,D,91.17771137529506,0,D,28.424379827359225,0,Нет
5,98.26283916212188,0,5,B,38.173775073150686,1,B,90.38247091142264,0,4,86.67556192383489,0,5,C,54.54647418792658,1,C,5.982348811388927,1,Нет
1,29.408776149413796,0,4,A,6.701510854877912,0,B,1.980744326643702,1,5,65.71517344267754,0,3,C,40.727825796590686,0,A,5.53554457323796,1,Нет
1,92.25281737990082,0,2,B,67.88866576033116,0,C,66.67975754626819,0,5,94.21332156239683,1,1,A,40.060289588110344,0,D,53.359876072504434,1,Нет
3,37.6304446239049,1,2,D,5.676581992202268,1,D,18.235879024450764,1,1,32.44455050804944,0,3,B,74.00972253992285,1,D,61.892720160945345,1,Нет
5,54.55850815808634,0,4,A,80.54839750148489,0,A,10.319847805267058,0,4,20.731669889264715,0,5,D,71.69099527851955,0,B,74.13072373562719,0,Нет
2,88.06986115220525,0,5,A,21.09194598584966,0,A,89.02307234371179,0,3,54.163939291335176,1,5,A,13.432015163503664,1,D,56.71837068469269,0,Нет
2,7.201008443474654,1,5,C,26.088557991431404,0,A,30.428419581405564,1,3,88.53691296276574,1,3,C,50.291717168002506,1,C,81.76486825875759,0,Нет
3,70.81935614917344,0,3,D,96.69540126160848,0,D,74.39482050041384,1,5,81.00802799423174,0,3,A,72.93040027581553,0,B,10.999145915568487,0,Нет
1,54.08966223817061,0,5,C,27.907847373777038,1,A,3.384633420731187,0,4,13.906808978352148,1,1,C,12.313209282160853,0,C,40.68871277070431,1,Нет
4,53.628961942569106,1,1,D,78.17935913647703,1,C,31.12516443479867,1,4,69.43514856701722,0,3,A,70.07703697651577,1,B,75.95897271146727,1,Нет
4,40.11197057133625,0,1,D,48.169048731236394,0,D,71.73832466589928,0,2,59.42192207600796,0,4,C,87.56949979381233,0,D,61.836282858416155,0,Нет
3,71.36032117304971,0,5,D,20.279093514744595,1,B,29.80805507741119,1,3,28.78838322078472,0,1,C,14.244327334969586,1,C,37.374306203211106,1,Нет
2,3.1929696345271097,1,5,C,22.910254127752204,0,C,17.62235412237588,1,4,98.83661336859265,0,4,A,92.62347756963062,1,C,92.40582116099387,0,Нет
2,27.580761453777527,1,5,A,42.59661350304428,0,A,47.01623350237127,1,1,72.38168133585098,0,1,A,71.05115460989927,0,D,2.9679881384691797,0,Нет
2,18.198857021751635,0,1,B,43.162593963876404,0,C,83.11878322517926,1,4,83.45073957106906,0,2,C,70.37786935801039,0,B,18.592468968376576,0,Нет
2,44.18361677058772,0,1,C,0.09818677081959715,1,C,6.321063346922284,1,3,74.47064575355866,1,2,C,34.49991494921052,1,C,52.36204663052888,1,Нет
4,6.532821959474633,1,4,D,57.92370438649399,1,C,97.69695765440727,0,1,71.82701985544637,0,4,A,2.1060447850059005,1,B,58.35991927485639,1,Нет
4,40.86272040813468,1,2,A,48.91133446721477,1,D,81.97843315510673,1,2,60.32759887778026,0,5,C,17.18627241190046,1,A,77.22240326210986,0,Нет
4,11.474219338411629,0,3,A,6.710033863492548,0,D,58.99360262078625,0,1,95.4187252043367,1,2,A,57.92972068481289,1,B,12.218640971807893,0,Нет
1,40.22604110007529,1,1,B,73.88644123324414,0,A,38.74533352693983,0,1,2.9984551939234327,0,4,D,42.96549050170577,1,A,28.75712763678728,0,Нет
3,75.14640799457275,0,1,D,24.405836248978552,1,D,78.6095070685077,1,5,7.374898627437787,1,1,B,71.55400793192005,0,B,75.47957327002798,1,Нет
3,67.29300978588545,0,5,D,72.20617942205801,0,C,73.4732149443903,0,2,5.2388562457178605,0,1,B,39.96847365981285,1,B,66.54945002953987,1,Нет
2,6.544596203113273,1,4,A,66.04854503076056,0,A,17.837888346193964,0,5,79.69481770817518,1,1,B,24.060715456474004,1,C,64.28334757363099,1,Нет
1,93.01785357959594,1,3,C,3.1925071275001438,0,C,88.73987876778344,0,4,5.735205910637575,0,4,A,10.968765679630987,1,B,66.75459785218779,0,Нет
3,51.46438300842725,1,2,A,67.18713720721485,1,A,47.30851848833591,0,1,99.95846544283845,1,1,A,74.04224618683413,1,A,59.28596846131875,1,Нет
1,42.647007924827875,1,3,A,68.5825118813162,1,C,68.74930565064939,0,1,86.94365322818939,0,4,A,98.1850496706018,1,C,30.736417775455205,0,Да
3,6.263805545032087,1,1,B,83.11530296650473,1,B,0.25859856003257464,0,5,37.25535626936537,0,5,C,9.923692534964824,0,D,2.1759564376717444,0,Нет
1,83.29674997798388,0,1,A,32.78769533032608,1,A,35.983311354258674,0,4,22.57028607808661,1,3,A,29.66595588368396,0,C,25.086997831825308,1,Нет
2,47.41541416027238,1,3,A,27.54201788489752,0,D,78.74078515597473,0,2,44.80908787910861,0,2,D,21.527548745822433,1,D,41.049184811221586,1,Нет
5,97.71369022065895,0,4,D,50.229033074316064,1,B,15.044914187883274,1,2,45.39947117805995,0,3,A,82.78335126656764,1,A,99.58055736892622,1,Нет
1,28.413295819979002,1,1,A,12.864607022967844,0,C,80.16157759592845,1,3,37.16101008725528,0,1,A,18.036998796273597,0,B,14.895593885142643,0,Нет
5,87.38509327664894,0,5,B,6.6980988293616655,1,B,32.99041906981044,1,3,42.16824479746452,0,3,A,55.857816488485625,1,C,70.96243527010256,0,Нет
5,34.39421847233556,0,2,D,71.01576677919336,0,C,34.31264547093442,1,3,52.762209800013714,0,5,B,97.94752968828044,0,C,33.22154099967924,0,Нет
5,62.44436263651597,0,1,A,17.44763348072147,0,C,95.7583291828731,1,4,18.371583488058018,0,2,A,11.83320387289999,1,C,78.33742861682575,1,Нет
4,43.9335560810191,1,4,A,34.17751755602959,1,B,76.60830072099417,0,5,43.63950878059599,1,1,D,85.3354647307223,0,A,76.31853274010328,1,Нет
5,36.3699305120994,1,3,A,63.39835786446528,1,D,58.253564219077944,1,4,7.763833845877299,1,5,C,48.825427273734924,0,A,71.38418573597858,0,Нет
1,37.43023932614044,0,2,B,69.64852502395689,0,A,85.49826838327846,0,4,75.67475175563936,0,4,C,40.508526006024056,1,A,42.7400179115873,0,Нет
5,85.77020270483577,1,4,C,62.65758556359822,0,A,17.449435222401057,0,2,89.79888186974766,1,3,A,64.6503956243346,0,A,71.82316734493554,0,Нет
4,30.258681212552275,0,3,D,76.71517043605228,0,C,4.600350581536672,1,4,13.703921121899999,1,2,C,55.91310082878671,0,C,13.980596550778568,1,Нет
5,65.99162847275518,1,1,B,47.203030384851054,0,B,87.894057673296,1,1,37.478581161966964,0,3,D,3.304543096412993,0,A,30.13767208515612,1,Нет
3,92.86752990262376,1,1,D,31.48628392574565,1,D,82.67306715036642,0,4,76.59527569927086,0,2,C,23.21188517890831,1,A,36.40231402070414,0,Нет
4,74.99144232588637,0,5,D,48.44360888531101,1,D,40.84651133607943,0,4,43.039012570884175,1,1,B,29.63867967203554,1,C,79.59641038158043,1,Нет
1,39.01954046730932,1,5,B,54.478374722005164,0,A,63.42016023010492,1,4,66.83988009421873,1,5,B,4.735494900679226,0,B,4.595442626709589,0,Нет
5,49.10134607658817,0,2,B,31.943691467016244,0,D,4.849565438326353,0,5,25.26817063637243,1,2,B,15.978095555091087,0,B,50.77908076854519,1,Нет
4,80.74720881892354,0,3,A,80.80555401148627,0,B,69.46848051735411,1,3,86.49941040058191,1,1,D,91.7780774163687,0,B,12.578428674551546,1,Нет
4,54.26321996685248,1,1,C,43.962680899593195,0,A,36.906464956880654,1,1,0.9959717050695427,0,1,B,22.39338099821625,1,D,81.2877343936813,1,Нет
5,64.34381718867736,0,4,C,55.066368276153014,0,B,9.91264920798166,1,2,25.41419012503554,1,3,D,61.48720692909071,1,C,27.808484493185613,1,Нет
5,67.33583248454514,1,5,A,70.26264950331708,0,D,58.845071631873466,1,2,5.485198870640917,1,3,C,90.31306036483943,1,D,78.96415474306367,0,Нет
3,30.574844866086593,1,2,D,92.29447174853098,1,C,78.68553607810556,0,4,15.727204064228474,1,3,C,27.432800438948135,0,B,35.36052231715385,1,Нет
5,24.472063518477395,0,1,D,36.41712094715744,0,B,43.366311763663376,0,4,41.89010584317997,1,4,B,55.18448748934017,1,A,90.12634003320899,1,Нет
2,74.15291537015172,1,4,D,46.17485830583373,0,B,43.38542286275865,0,5,58.713829504464584,1,4,A,20.291713119386113,0,D,90.08610178875712,0,Нет
1,53.41888379886238,1,3,C,0.2415535971536542,1,A,49.63859636138794,0,3,17.686190143101634,1,2,A,84.41808033686995,0,A,73.26952906973791,1,Нет
4,78.20093838230316,1,5,A,16.64179839375538,1,A,18.74912611358538,0,2,61.00088914848124,0,5,A,79.72192209611966,0,A,22.64106914032441,1,Нет
2,5.732787513524129,0,1,B,46.835553578781166,1,D,48.8975560282514,0,3,2.681564548172166,0,4,A,22.13082471280409,0,C,35.66724602576573,1,Нет
4,8.89666565091538,0,1,A,45.31150001933095,1,D,51.19001265557384,1,5,53.14716098207046,1,5,A,14.629784338158814,1,C,8.847517977711716,0,Нет
3,47.2729336746784,0,3,B,19.59440723816416,1,B,18.940478654935657,1,4,90.76449384614719,0,4,D,97.37419809876812,0,A,7.164052837274227,1,Нет
3,18.01588833112503,1,4,B,32.1653021328513,1,B,37.10591687086945,0,5,70.44821283548185,1,1,D,58.62538415766002,1,B,84.30482431478211,0,Нет
2,97.44865183455491,0,4,B,93.33474659122253,1,C,25.709200155110224,1,3,72.02524615709709,0,3,D,28.053115019886544,1,D,15.645239106194285,1,Нет
4,80.72568787666525,1,2,A,25.277842366246063,0,B,77.87741395092333,1,3,26.576840744813403,0,4,C,67.64727650369862,1,B,28.383116148620434,1,Нет
4,55.39058713287255,1,4,B,11.73884258491733,0,D,46.53360645188713,0,5,99.68079728183163,0,4,D,51.742975531215265,0,A,38.68330592261974,1,Нет
1,79.77191465939198,0,3,D,69.2714501869674,0,B,82.9441785098708,0,5,48.42541713079599,1,2,C,22.929867286108983,0,B,54.39081271663755,1,Нет
5,33.80617032544924,0,5,A,30.845041636511073,1,B,87.46343345274987,1,2,74.37216508780004,1,2,A,19.35355612326952,1,D,26.199071294459653,1,Нет
4,88.84004837645453,1,4,B,17.251389309392984,1,B,22.931724206923665,0,2,64.14650436349692,1,5,A,79.18114367623372,0,C,30.762072592512958,1,Нет
1,45.72462463743881,0,1,A,64.95297253146055,0,C,14.163998478998952,0,5,59.02969400495677,1,4,A,50.7023918493826,1,D,87.6735801045184,0,Нет
3,79.34525987762505,0,5,A,83.22099752734019,1,D,90.96737155449517,1,2,59.531257179792426,1,3,A,48.0083449187496,0,B,3.820561290531821,1,Нет
5,1.9372781805887418,1,4,C,23.865867959882536,1,C,45.45462159952507,1,2,81.57028104078682,1,1,B,65.61952260592177,1,A,52.18180354888952,0,Нет
2,70.86395050836818,1,4,C,81.92624083642444,0,A,25.122717312777155,1,4,46.77998834553216,0,5,C,61.49180728050059,1,C,18.07046292626554,0,Нет
5,84.93015030299065,1,3,A,59.66519331725756,0,D,45.04199782105373,0,4,94.0805208591663,0,3,B,70.08292810106003,1,C,65.20911071945666,1,Нет
1,26.633549868420193,0,3,B,13.088507607850852,0,D,58.0468068452634,1,2,69.95189420719014,1,4,A,17.21767912297465,0,D,67.64546225959961,0,Нет
5,87.08238538385375,0,2,A,21.129845905862986,1,D,17.289453146221888,0,2,82.63240180515507,0,3,D,69.27518698373032,1,A,85.16076234029643,0,Нет
3,67.50041269828479,1,5,B,59.57803737564264,1,B,32.26059238489258,1,2,6.493042774666213,0,5,D,49.22890424589427,1,C,88.97374615833394,1,Нет
1,61.66977110205445,1,5,B,97.73779177745745,1,B,49.60938841995418,1,2,87.5494542272067,0,3,A,75.13008892837415,0,C,17.69327906374325,1,Нет
3,5.733129541099224,1,5,C,69.9908992874952,0,D,68.8493719835246,1,2,61.98363951718432,1,5,B,80.33707677309737,0,C,34.40741514777229,0,Нет
2,44.344204137132294,1,5,A,27.97672720773662,0,B,62.37645317830036,0,3,51.43002316711074,1,3,B,99.48337340576371,0,D,20.957141224574936,0,Нет
1,37.62236605546537,1,3,B,11.60932517875688,0,D,37.51492994551492,0,5,66.66807920175603,0,2,B,91.25850580002856,0,D,88.36994013580613,1,Нет
1,1.537505275302098,1,3,A,66.64395059185867,1,A,1.4504149741403238,1,5,64.34453659158179,1,2,D,16.35759289112604,1,A,45.68298633771638,0,Нет
3,6.301945509729223,1,2,C,95.54491341246515,0,D,84.0569467448194,1,2,11.928357468203309,1,3,A,66.24939406311525,0,A,83.34732121582985,1,Нет
3,69.75342285359571,0,2,B,3.895626593013868,0,B,96.31930583046068,1,5,65.68102203102005,0,4,D,8.605099493672208,0,C,53.96122306994319,0,Нет
5,84.8136170589727,0,2,C,13.91239218479109,0,C,75.31890452955014,0,3,57.684179964334895,0,1,B,99.15746969118523,0,A,73.3143005775511,0,Нет
2,32.11999366560049,0,2,A,59.56578372845838,0,D,19.808093097723322,1,3,38.391385137836146,1,1,D,24.287935725834576,0,A,56.12395822220342,1,Нет
1,95.36941526850512,0,3,D,91.51431062234406,1,B,85.55572590334985,0,1,12.088999202536977,0,4,A,65.67147150162369,1,C,5.953644342006214,1,Нет
1,44.37643838377488,1,1,B,27.572967334570684,0,A,44.652119594731566,0,3,78.29729163297051,0,1,B,7.769148060212327,0,B,84.62247474142904,1,Нет
1,91.27206611838902,0,3,A,87.41799595530438,0,A,96.69661308898306,0,5,75.78746339795859,0,4,A,93.81387026157626,0,B,25.65084842679919,1,Нет
1,22.186527091546914,1,4,B,78.83652161209044,1,A,61.16075497096533,0,1,8.414811920382492,0,5,B,39.078517965781856,0,B,4.070479895057177,0,Нет
3,34.79270660341841,0,4,A,1.4953018348293434,1,B,96.37236572229229,0,5,34.089478184523244,0,4,D,51.76008169809466,1,A,98.35064482807539,1,Нет
5,50.62902358427446,0,2,C,73.08908109694448,0,D,4.64036993116258,1,5,18.937637163670253,0,1,A,0.9632711047774856,0,C,9.550500211778523,1,Нет
1,97.64282680068008,1,5,B,61.45481346721152,0,A,73.23497786611165,1,1,25.890127598887524,1,3,A,90.89713403693683,0,D,5.172274099847196,1,Нет
5,39.853890062092304,1,1,B,2.8608946452976736,0,C,14.335067593416905,1,1,95.95277408747116,1,1,C,44.868563109220936,1,D,70.41624834612182,0,Нет
4,67.7183956925323,0,4,B,83.40321320614017,0,D,28.37975876868213,1,3,77.0518492840607,1,4,B,97.05533293104517,0,D,17.81310865608169,0,Нет
1,60.735238387422186,1,5,B,46.06071660087695,0,C,52.922789720230234,1,1,42.36332410551418,0,4,D,93.4458458997602,0,B,78.32115231739576,0,Нет
4,65.45752176821881,1,3,A,26.02854930470083,0,D,16.961236238448542,0,2,29.61744962306293,0,4,C,15.660422310233512,0,C,92.24820974014327,0,Нет
3,30.132706749560324,0,3,D,10.118311326069518,1,B,1.7717154065418406,1,3,35.998414479643245,0,5,A,17.372240222116208,1,B,25.219801606746973,0,Нет
4,66.94819090565123,1,4,C,40.634634460400754,1,B,5.507777825663307,1,1,80.05259410766426,0,3,C,73.40806388540705,0,D,94.45912954672139,0,Нет
4,35.9623670547326,0,3,C,69.67165429962454,1,D,48.4687838819419,0,5,66.18075252704317,0,4,C,34.77153557336021,1,D,33.28455150655564,0,Да
5,96.56033264824066,0,4,B,25.028125394455593,0,B,29.8283708141873,1,2,89.82721072441684,0,5,C,8.631207957623865,0,C,30.443944572437164,0,Нет
4,33.29189298450209,0,3,D,47.49326265781328,1,C,51.16977737958393,0,1,33.92754849445028,0,5,A,7.903343856767464,1,A,63.69714137926693,0,Нет
3,46.395714940034914,0,3,D,53.924343442077706,1,D,72.06204095601105,0,1,45.97793687299565,0,5,B,75.01336455679598,0,A,10.620756126622844,1,Нет
1,94.71778668510046,0,3,C,68.13725830624963,0,B,3.6954514215931322,0,5,64.59753678040072,1,1,B,47.95297200052011,0,A,22.626683543823923,1,Нет
4,4.623394006134928,0,3,C,63.623185186090005,1,D,75.36040536876263,0,4,97.72502595124632,0,4,C,89.68813398896047,1,D,82.51900234610315,0,Да
1,79.47211970414718,1,1,B,96.28986937457346,0,A,39.03437005491828,1,5,74.7593955789919,0,4,B,33.05843405158216,0,B,72.08035736207731,0,Нет
4,53.459158916470116,0,5,D,90.3749616066918,0,A,82.58226774156884,1,5,40.6988341511264,1,4,A,54.443991150275686,1,D,9.889309497386378,1,Нет
4,81.20932045952073,1,2,B,0.8337521586664898,1,C,12.811255850254222,0,4,53.89056624405051,1,3,D,98.49447582876797,1,D,51.138495700078266,0,Нет
